,clean company name,original company names,original row number,company matches,fuzz ratio
2506,jubilant draximage,"Jubilant Draximage (USA) Inc., Jubilant DraxImage Inc, Jubilant DraxImage Inc.","3450, 3451, 3452","['jubilant draximage', 'jubilant draximage', 'jubilant draximage'], ['jubilant draximage', 'jubilant draximage', 'jubilant draximage'], ['jubilant draximage', 'jubilant draximage', 'jubilant draximage']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2507,jubilant hollisterstier,Jubilant HollisterStier LLC,3453,['jubilant hollisterstier'],[100]
2508,julep nail parlor,Julep Nail Parlor,3455,['julep nail parlor'],[100]
2509,jungsaemmool beauty,"Jungsaemmool Beauty Co., Ltd.",3456,['jungsaemmool beauty'],[100]
2510,jw,"JW Holdings, JW HOLDINGS CORPORATION","3457, 3458","['jw', 'jw'], ['jw', 'jw']","[100, 100], [100, 100]"
2511,jw welding supplies&tools,JW Welding Supplies & Tools,3459,['jw welding supplies&tools'],[100]
2512,jy,JY Company,3460,['jy'],[100]
2513,jys tech,"Jys Tech Co.,ltd",3461,['jys tech'],[100]
2514,kabana skin,"Kabana Skin Care, Kabana Skin Care LLC","3464, 3465","['kabana skin', 'kabana skin'], ['kabana skin', 'kabana skin']","[100, 100], [100, 100]"
2515,kadesh,"Kadesh, Inc.",3466,['kadesh'],[100]
2516,kadmon,"Kadmon Pharmaceuticals, LLC",3467,['kadmon'],[100]
2517,kaiser foundation hospitals,KAISER FOUNDATION HOSPITALS,3468,['kaiser foundation hospitals'],[100]
2518,kaiser foundations hospitals,Kaiser Foundations Hospitals,3469,['kaiser foundations hospitals'],[100]
2519,kaiser permanente,Kaiser Permanente,3470,['kaiser permanente'],[100]
2520,kala,"Kala Pharmaceuticals, Inc.",3471,['kala'],[100]
2521,kaleo,"kaleo, Inc, kaleo, Inc.","3472, 3473","['kaleo', 'kaleo'], ['kaleo', 'kaleo']","[100, 100], [100, 100]"
2522,kalispell equipment,Kalispell Medical Equipment,3474,['kalispell equipment'],[100]
2523,kamedis,Kamedis,3475,['kamedis'],[100]
2524,kamins dermatologics,Kamins Dermatologics,3476,['kamins dermatologics'],[100]
2525,kanamed,Kanamed Inc.,3477,['kanamed'],[100]
2526,kangaroo oral,"Kangaroo Oral Care, LLC",3478,['kangaroo oral'],[100]
2527,kantian skincare,"KANTIAN SKINCARE, LLC",3479,['kantian skincare'],[100]
2528,kao,"Kao USA Inc, Kao USA Inc.","3480, 3481","['kao', 'kao'], ['kao', 'kao']","[100, 100], [100, 100]"
2529,kapaihi,"Kapa'ihi, Inc",3482,['kapaihi'],[100]
2530,kara vita,"Kara Vita, Inc.",3483,['kara vita'],[100]
2531,karatica,"Karatica Co., Ltd",3484,['karatica'],[100]
2532,kareway product,"Kareway Product, Inc.",3485,['kareway product'],[100]
2533,karl storz endoscopy-america,"KARL STORZ Endoscopy-America, Inc.",3486,['karl storz endoscopy-america'],[100]
2534,karyopharm therapeutics,Karyopharm Therapeutics Inc.,3487,['karyopharm therapeutics'],[100]
2535,kas direct babyganics,KAS Direct LLC dba Babyganics,3488,['kas direct babyganics'],[100]
2536,kate somerville skincare,"KATE SOMERVILLE SKINCARE LLC, KATE SOMERVILLE SKINCARE, LLC","3489, 3490","['kate somerville skincare', 'kate somerville skincare'], ['kate somerville skincare', 'kate somerville skincare']","[100, 100], [100, 100]"
2537,kath khemicals,Kath Khemicals LLC,3491,['kath khemicals'],[100]
2538,kaup pharmacy dependable,Kaup Pharmacy DBA Dependable Home Medical,3492,['kaup pharmacy dependable'],[100]
2539,kavi skin solutions,"KAVI Skin Solutions, Inc.",3493,['kavi skin solutions'],[100]
2540,kay chemical,"Kay Chemical Co, Kay Chemical Co., Kay Chemical Company","3494, 3495, 3496","['kay chemical', 'kay chemical', 'kay chemical'], ['kay chemical', 'kay chemical', 'kay chemical'], ['kay chemical', 'kay chemical', 'kay chemical']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2541,kay medic,Kay Medic LLC,3497,['kay medic'],[100]
2542,kb lab,"KB Lab Co., Ltd.",3498,['kb lab'],[100]
2543,kbiocos,K.biocos,3462,['kbiocos'],[100]
2544,kbt,"KBT Co.,Ltd.",3499,['kbt'],[100]
2545,kcm brands,KCM Brands LLC,3500,['kcm brands'],[100]
2546,kedrion,Kedrion S.p.A,3504,['kedrion'],[100]
2547,kedrion biopharma,"Kedrion Biopharma Inc., KEDRION BIOPHARMA, INC.","3501, 3502","['kedrion biopharma', 'kedrion biopharma'], ['kedrion biopharma', 'kedrion biopharma']","[100, 100], [100, 100]"
2548,kedrion melville,Kedrion Melville Inc.,3503,['kedrion melville'],[100]
2549,kee,"Kee Medical Services, Inc.",3505,['kee'],[100]
2550,keefe,Keefe Group,3506,['keefe'],[100]
2551,keen compressed gas,Keen Compressed Gas Co. Inc.,3507,['keen compressed gas'],[100]
2552,keene,"Keene Medical Products, Inc.",3508,['keene'],[100]
2553,kel-san,"Kel-San, Inc.",3509,['kel-san'],[100]
2554,kelada creative,Kelada Creative Group,3510,['kelada creative'],[100]
2555,kelada creative salve,Kelada Creative Group LLC DBA SALVE,3511,['kelada creative salve'],[100]
2556,kenric trinity supplies,KENRIC INC dba Trinity Medical Supplies,3512,['kenric trinity supplies'],[100]
2557,kent welding,Kent Welding Supply,3513,['kent welding'],[100]
2558,kentron,"Kentron Healthcare, Inc.",3514,['kentron'],[100]
2559,keokuk area equipment,Keokuk Area Medical Equipment and Supply Inc.,3515,['keokuk area equipment'],[100]
2560,kerstin florian,"Kerstin Florian, Inc.",3516,['kerstin florian'],[100]
2561,ketomi,Ketomi LLC,3517,['ketomi'],[100]
2562,kettering center,Kettering Medical Center,3518,['kettering center'],[100]
2563,kevin sullivan navillus,Kevin Sullivan Navillus,3519,['kevin sullivan navillus'],[100]
2564,key,"Key 2 Health, Inc.",3520,['key'],[100]
2565,key origins,"Key Origins, Inc.",3521,['key origins'],[100]
2566,key therapeutics,"Key Therapeutics, Key Therapeutics, LLC","3522, 3523","['key therapeutics', 'key therapeutics'], ['key therapeutics', 'key therapeutics']","[100, 100], [100, 100]"
2567,keystone,Keystone Laboratories,3524,['keystone'],[100]
2568,khleekorea,KHLEEKOREA,3525,['khleekorea'],[100]
2569,kik holdco,KIK HOLDCO COMPANY INC.,3526,['kik holdco'],[100]
2570,kimball midwest,Kimball Midwest,3527,['kimball midwest'],[100]
2571,kimberly-clark,Kimberly-Clark,3528,['kimberly-clark'],[100]
2572,kimjeongmoon aloe,"Kimjeongmoon Aloe Co., Ltd.",3529,['kimjeongmoon aloe'],[100]
2573,kinetics derma beauty,"Kinetics Derma Beauty, L.L.C",3530,['kinetics derma beauty'],[100]
2574,king bio,"King Bio Inc, King Bio Inc.","3531, 3532","['king bio', 'king bio'], ['king bio', 'king bio']","[100, 100], [100, 100]"
2575,kingdom animalia hourglass comsetics,"Kingdom Animalia, LLC dba Hourglass Comsetics",3533,['kingdom animalia hourglass comsetics'],[100]
2576,kingdom animalia hourglass cosmetics,"Kingdom Animalia, LLC DBA Hourglass Cosmetics, Kingdom Animalia, LLC. DBA Hourglass Cosmetics","3534, 3535","['kingdom animalia hourglass cosmetics', 'kingdom animalia hourglass cosmetics'], ['kingdom animalia hourglass cosmetics', 'kingdom animalia hourglass cosmetics']","[100, 100], [100, 100]"
2577,kingston,KINGSTON PHARMA LLC,3536,['kingston'],[100]
2578,kinkando,"KINKANDO CO., LTD .",3537,['kinkando'],[100]
2579,kinray,"Kinray, Kinray Inc, Kinray Inc., Kinray, Inc.","3538, 3539, 3540, 3541","['kinray', 'kinray', 'kinray', 'kinray'], ['kinray', 'kinray', 'kinray', 'kinray'], ['kinray', 'kinray', 'kinray', 'kinray'], ['kinray', 'kinray', 'kinray', 'kinray']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
2580,kirkland-costco wholesale,Kirkland-COSTCO WHOLESALE COMPANY,3542,['kirkland-costco wholesale'],[100]
2581,kirkman,"KIRKMAN GROUP, INC.",3543,['kirkman'],[100]
2582,kiss my face,"Kiss My Face, Kiss My Face LLC, Kiss My Face, LLC","3544, 3545, 3546","['kiss my face', 'kiss my face', 'kiss my face'], ['kiss my face', 'kiss my face', 'kiss my face'], ['kiss my face', 'kiss my face', 'kiss my face']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2583,kitavamd,"KitavaMD, Inc",3547,['kitavamd'],[100]
2584,kite,"Kite Pharma, Inc.",3548,['kite'],[100]
2585,kittrich,Kittrich Corporation,3549,['kittrich'],[100]
2586,kiwi crate,Kiwi Crate,3550,['kiwi crate'],[100]
2587,klar,Klar Medical,3551,['klar'],[100]
2588,kleen test,Kleen Test Products Corporation,3552,['kleen test'],[100]
2589,klingensmith allegheny network equipment,"Klingensmith, Inc. dba Allegheny Health Network Home Medical Equipment",3553,['klingensmith allegheny network equipment'],[100]
2590,kmart,"Kmart, Kmart Corporation","3554, 3555","['kmart', 'kmart'], ['kmart', 'kmart']","[100, 100], [100, 100]"
2591,kmartk,KMARTK CORPORATION,3556,['kmartk'],[100]
2592,kmm,"KMM Pharmaceuticals, LLC",3557,['kmm'],[100]
2593,kmpharmaceutical,"KMPHARMACEUTICAL CO.,LTD",3558,['kmpharmaceutical'],[100]
2594,knet,Knet Systems Corp.,3559,['knet'],[100]
2595,knowlton development,Knowlton Development Corporation Inc,3560,['knowlton development'],[100]
2596,kobayashi,"KOBAYASHI Healthcare International, Inc.",3561,['kobayashi'],[100]
2597,kocorium,KOCORIUM,3562,['kocorium'],[100]
2598,kokua sun,Kokua Sun Care,3563,['kokua sun'],[100]
2599,konel,KONEL,3564,['konel'],[100]
2600,konsyl,"Konsyl Pharmaceuticals, Inc, Konsyl Pharmaceuticals, Inc.","3565, 3566","['konsyl', 'konsyl'], ['konsyl', 'konsyl']","[100, 100], [100, 100]"
2601,kool-down,"Kool-Down Inc, Kool-Down Inc.","3567, 3568","['kool-down', 'kool-down'], ['kool-down', 'kool-down']","[100, 100], [100, 100]"
2602,koreamedicos,KOREAMEDICOS,3569,['koreamedicos'],[100]
2603,kosan kozmetik sanayi ve ticaret,Kosan Kozmetik Sanayi ve Ticaret A.S.,3570,['kosan kozmetik sanayi ve ticaret'],[100]
2604,kosan kozmetik sanayi ve ticaret anonim sirketi,Kosan Kozmetik Sanayi ve Ticaret Anonim Sirketi,3571,['kosan kozmetik sanayi ve ticaret anonim sirketi'],[100]
2605,kose america,"KOSE AMERICA, INC.",3572,['kose america'],[100]
2606,kotuku,KOTUKU INC.,3573,['kotuku'],[100]
2607,kowa america,"Kowa Pharmaceuticals America Inc., Kowa Pharmaceuticals America, Inc.","3574, 3575","['kowa america', 'kowa america'], ['kowa america', 'kowa america']","[100, 100], [100, 100]"
2608,kramer,Kramer Laboratories,3576,['kramer'],[100]
2609,kramer novis,"KRAMER NOVIS, Kramer Novis.","3577, 3578","['kramer novis', 'kramer novis'], ['kramer novis', 'kramer novis']","[100, 100], [100, 100]"
2610,kreitchman pet center,Kreitchman PET Center,3579,['kreitchman pet center'],[100]
2611,kremers urban,Kremers Urban Pharmaceuticals Inc.,3580,['kremers urban'],[100]
2612,kresource,"K2resource co., ltd.",3463,['kresource'],[100]
2613,kroger,"Kroger, Kroger Co, Kroger Co., Kroger Company, Kroger Inc, Kroger, CO.,, The Kroger Co, The Kroger Co., The Kroger Co.,, The Kroger Company","3581, 3582, 3583, 3584, 3585, 3586, 6271, 6272, 6273, 6274","['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger'], ['kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger', 'kroger']","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100], [100, 100, 100, 100, 100, 100, 100, 100, 100, 100]"
2614,krogers,Krogers,3587,['krogers'],[100]
2615,kroget,The Kroget Co.,6275,['kroget'],[100]
2616,kt,KT Health LLC,3588,['kt'],[100]
2617,kt marketing,KT Marketing Group Inc.,3589,['kt marketing'],[100]
2618,ktcs,KTCS Corporation,3590,['ktcs'],[100]
2619,ktl&c rx positive,KTL&C LLC dba RX Positive Medical Supply,3591,['ktl&c rx positive'],[100]
2620,kunming zhongzhou,"Kunming Zhongzhou Pharmaceutical Co, Ltd",3592,['kunming zhongzhou'],[100]
2621,kutol,"Kutol Products, KUTOL PRODUCTS COMPANY, Kutol Products Company, Inc, Kutol Products Company, Inc.","3593, 3594, 3595, 3596","['kutol', 'kutol', 'kutol', 'kutol'], ['kutol', 'kutol', 'kutol', 'kutol'], ['kutol', 'kutol', 'kutol', 'kutol'], ['kutol', 'kutol', 'kutol', 'kutol']","[100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100], [100, 100, 100, 100]"
2622,kvk-tech,"KVK-TECH, INC, KVK-TECH, INC.","3597, 3598","['kvk-tech', 'kvk-tech'], ['kvk-tech', 'kvk-tech']","[100, 100], [100, 100]"
2623,kvk-techinc,"KVK-TECH,INC",3599,['kvk-techinc'],[100]
2624,kw absc,"KW ABSC, INC.",3600,['kw absc'],[100]
2625,kwang duk sin yak,"Kwang Duk Sin Yak Co., Ltd.",3601,['kwang duk sin yak'],[100]
2626,kyowa kirin,"KYOWA KIRIN, INC,, Kyowa Kirin, Inc.","3602, 3603","['kyowa kirin', 'kyowa kirin'], ['kyowa kirin', 'kyowa kirin']","[100, 100], [100, 100]"
2627,kypris beauty,Kypris Beauty LLC,3604,['kypris beauty'],[100]
2628,kythera biopharmaceuticals,Kythera Biopharmaceuticals Inc.,3605,['kythera biopharmaceuticals'],[100]
2629,l perrigo,"L Perrigo Company, L. Perrigo Company","3607, 3608","['l perrigo', 'l perrigo'], ['l perrigo', 'l perrigo']","[100, 100], [100, 100]"
2630,l&distributors,"L & R Distributors, Inc.",3606,['l&distributors'],[100]
2631,l&r distributors,"L&R Distributors, Inc.",3617,['l&r distributors'],[100]
2632,la jolla,La Jolla Pharmaceutical Company,3618,['la jolla'],[100]
2633,la prairie,"La Prairie, La Prairie, Inc, La Prairie, Inc.","3619, 3620, 3621","['la prairie', 'la prairie', 'la prairie'], ['la prairie', 'la prairie', 'la prairie'], ['la prairie', 'la prairie', 'la prairie']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2634,lab,"3LAB, 3LAB, Inc, 3LAB, Inc.","42, 43, 44","['lab', 'lab', 'lab'], ['lab', 'lab', 'lab'], ['lab', 'lab', 'lab']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2635,lab&company,LAB & Company Inc.,3622,['lab&company'],[100]
2636,lab-clean,"LAB-CLEAN, LLC",3623,['lab-clean'],[100]
2637,labisan americas,"Labisan Americas, LLC.",3624,['labisan americas'],[100]
2638,laboratoire aguettant,Laboratoire Aguettant,3625,['laboratoire aguettant'],[100]
2639,laboratoire atlas,Laboratoire Atlas Inc,3626,['laboratoire atlas'],[100]
2640,laboratoire hra,Laboratoire HRA Pharma,3627,['laboratoire hra'],[100]
2641,laboratoires anios,Laboratoires Anios,3628,['laboratoires anios'],[100]
2642,laboratoires biocosm,"Laboratoires Biocosm SARL, Laboratoires Biocosm SARL.","3629, 3630","['laboratoires biocosm', 'laboratoires biocosm'], ['laboratoires biocosm', 'laboratoires biocosm']","[100, 100], [100, 100]"
2643,laboratoires boiron,Laboratoires Boiron,3631,['laboratoires boiron'],[100]
2644,laboratoires clarins,"Laboratoires Clarins, Laboratoires Clarins S.A, Laboratoires Clarins S.A.","3632, 3633, 3634","['laboratoires clarins', 'laboratoires clarins', 'laboratoires clarins'], ['laboratoires clarins', 'laboratoires clarins', 'laboratoires clarins'], ['laboratoires clarins', 'laboratoires clarins', 'laboratoires clarins']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2645,laboratoires dermo cosmetik,Laboratoires dermo Cosmetik,3635,['laboratoires dermo cosmetik'],[100]
2646,laboratoires druide,LABORATOIRES DRUIDE INC,3636,['laboratoires druide'],[100]
2647,laboratoires m&l,LABORATOIRES M&L,3637,['laboratoires m&l'],[100]
2648,laboratorio internacional,Laboratorio Pharma Internacional SRL,3640,['laboratorio internacional'],[100]
2649,laboratorio magancehm,LABORATORIO MAGANCEHM INTERNATIONAL SRL,3638,['laboratorio magancehm'],[100]
2650,laboratorio magnachem,LABORATORIO MAGNACHEM INTERNATIONAL SRL,3639,['laboratorio magnachem'],[100]
2651,laboratorio reig jofre,"Laboratorio Reig Jofre, S.A",3641,['laboratorio reig jofre'],[100]
2652,laboratorios alfa,Laboratorios Alfa,3642,['laboratorios alfa'],[100]
2653,laboratorios bremer,"LABORATORIOS BREMER, S.A.",3643,['laboratorios bremer'],[100]
2654,laboratorios cero,Laboratorios Cero S.A.,3644,['laboratorios cero'],[100]
2655,laboratorios dr collado,"Laboratorios Dr. Collado, S.A.",3645,['laboratorios dr collado'],[100]
2656,laboratorios grifols,LABORATORIOS GRIFOLS SA,3646,['laboratorios grifols'],[100]
2657,laboratorios jaloma de,"Laboratorios Jaloma, S.A. de C.V.",3647,['laboratorios jaloma de'],[100]
2658,laboratorios liomont de,"Laboratorios Liomont, S.A. de C.V.",3648,['laboratorios liomont de'],[100]
2659,laboratorios quantium,Laboratorios Quantium LLC,3649,['laboratorios quantium'],[100]
2660,laboratorios sophia de,"LABORATORIOS SOPHIA, S.A. DE C.V.",3650,['laboratorios sophia de'],[100]
2661,laboratorios zepol,Laboratorios Zepol S.A.,3651,['laboratorios zepol'],[100]
2662,laboratory,Laboratory Supply Company,3652,['laboratory'],[100]
2663,labotorio magnachem,LABOTORIO MAGNACHEM INTERNATIONAL SRL,3653,['labotorio magnachem'],[100]
2664,lacar sales&marketing,LACAR SALES & MARKETING INC.,3654,['lacar sales&marketing'],[100]
2665,lacer,"Lacer Pharma, LLC",3655,['lacer'],[100]
2666,lachlan,Lachlan Pharmaceuticals,3656,['lachlan'],[100]
2667,lacorium,"LaCorium Health USA Inc, LaCorium Health USA Inc.","3657, 3658","['lacorium', 'lacorium'], ['lacorium', 'lacorium']","[100, 100], [100, 100]"
2668,lactigo,"LactiGo, Inc.",3659,['lactigo'],[100]
2669,laiden montana emu,LAIDEN MONTANA EMU PRODUCTS,3660,['laiden montana emu'],[100]
2670,lake erie medical&surgical quality,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,3661,['lake erie medical&surgical quality'],[100]
2671,lake erie quaity,Lake Erie Medical DBA Quaity Care Products LLC,3662,['lake erie quaity'],[100]
2672,lake erie quality,"Lake Erie Medical DBA Quality Care Products, Lake Erie Medical DBA Quality Care Products LLC, Lake Erie Medical Medical DBA Quality Care Products LLC","3663, 3664, 3665","['lake erie quality', 'lake erie quality', 'lake erie quality'], ['lake erie quality', 'lake erie quality', 'lake erie quality'], ['lake erie quality', 'lake erie quality', 'lake erie quality']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2673,lakeshore respiratory therapy lakeshore respiratory therapy,"Lakeshore Respiratory Therapy Care Services, SC dba Lakeshore Respiratory Therapy Services, Inc.",3666,['lakeshore respiratory therapy lakeshore respiratory therapy'],[100]
2674,lala,"LaLa Co., Ltd.",3667,['lala'],[100]
2675,lamden nisan,"Lamden, Nisan",3668,['lamden nisan'],[100]
2676,lami,"LaMi Products INC., Lami Products, Inc.","3669, 3670","['lami', 'lami'], ['lami', 'lami']","[100, 100], [100, 100]"
2677,lampton welding,"Lampton Welding Supply Company, Inc",3671,['lampton welding'],[100]
2678,landmark,"Landmark Healthcare, Inc., Landmark Supply Inc.","3672, 3673","['landmark', 'landmark'], ['landmark', 'landmark']","[100, 100], [100, 100]"
2679,landy,Landy International,3674,['landy'],[100]
2680,lannett,"Lannett Company Inc., Lannett Company, Inc., Lannett Company, Inc..","3675, 3676, 3677","['lannett', 'lannett', 'lannett'], ['lannett', 'lannett', 'lannett'], ['lannett', 'lannett', 'lannett']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
2681,lantern enterprises,Lantern Enterprises Ltd.,3678,['lantern enterprises'],[100]
2682,lantheus imaging,"Lantheus Medical Imaging, Inc.",3679,['lantheus imaging'],[100]
2683,laramie respiratory service,Laramie Respiratory Service,3680,['laramie respiratory service'],[100]
2684,larasan,Larasan Pharmaceutical Corporation,3681,['larasan'],[100]
2685,larken,"Larken Laboratories Inc., Larken Laboratories, Inc.","3682, 3683","['larken', 'larken'], ['larken', 'larken']","[100, 100], [100, 100]"
2686,larrys oxygen,"Larry's Home Oxygen, Inc.",3684,['larrys oxygen'],[100]
2687,laser,"Laser Pharmaceuticals, LLC",3686,['laser'],[100]
2688,laser graphics,Laser Graphics Inc.,3685,['laser graphics'],[100]
2689,lashe naturals,"LaShe Naturals, LLC",3687,['lashe naturals'],[100]
2690,latex welding arc-la-tec welding,Latex Welding Supply Inc. dba ARC-La-Tec Welding Supply,3688,['latex welding arc-la-tec welding'],[100]
2691,laura geller beauty,"Laura Geller Beauty, LLC",3689,['laura geller beauty'],[100]
2692,laura geller make up,LAURA GELLER MAKE UP INC.,3690,['laura geller make up'],[100]
2693,laura mercier,Laura Mercier,3691,['laura mercier'],[100]
2694,laura mercier cosmetics,Laura Mercier Cosmetics,3692,['laura mercier cosmetics'],[100]
2695,laurel supplies laurel solutions,"Laurel Medical Supplies, Inc. dba Laurel Medical Solutions",3693,['laurel supplies laurel solutions'],[100]
2696,laurus labs,Laurus Labs Limited,3694,['laurus labs'],[100]
2697,lav cbd,LAV CBD Inc,3695,['lav cbd'],[100]
2698,lavior,"Lavior Inc, Lavior Inc.","3696, 3697","['lavior', 'lavior'], ['lavior', 'lavior']","[100, 100], [100, 100]"
2699,lawson prodcuts,"Lawson Prodcuts, Inc",3698,['lawson prodcuts'],[100]
2700,lawson product,"Lawson Product, Inc",3699,['lawson product'],[100]
2701,lazarus,"Lazarus Pharmaceuticals, Inc.",3700,['lazarus'],[100]
2702,lbri beauty,L'Bri Health and Beauty,3611,['lbri beauty'],[100]
2703,lbri health&beauty,L'BRI HEALTH & BEAUTY,3610,['lbri health&beauty'],[100]
2704,lbris pure natural,"L'Bris, Pure 'N Natural",3612,['lbris pure natural'],[100]
2705,lc industries,LC Industries,3701,['lc industries'],[100]
2706,lcells de,LCELLS SA DE CV,3702,['lcells de'],[100]
2707,ldl,"Ldl US, LLC",3703,['ldl'],[100]
2708,lead chemical,"Lead Chemical Co. Ltd., Lead Chemical Co., Ltd.","3704, 3705","['lead chemical', 'lead chemical'], ['lead chemical', 'lead chemical']","[100, 100], [100, 100]"
2709,leader,Leader,3706,['leader'],[100]
2710,leaders cosmetics,"LEADERS COSMETICS CO.,LTD.",3708,['leaders cosmetics'],[100]
2711,leaderô,Leaderô,3707,['leaderô'],[100]
2712,leadiant,"Leadiant Biosciences, Inc.",3709,['leadiant'],[100]
2713,leading,"Leading Pharma, LLC",3711,['leading'],[100]
2714,leading age supplies,Leading Age Supplies,3710,['leading age supplies'],[100]
2715,leading respiratory service,Leading Respiratory Service Inc.,3712,['leading respiratory service'],[100]
2716,leblen beauty,"LeBlen Beauty Inc, LeBlen Beauty Inc.","3713, 3714","['leblen beauty', 'leblen beauty'], ['leblen beauty', 'leblen beauty']","[100, 100], [100, 100]"
2717,lecinq,"Lecinq Co., Ltd.",3715,['lecinq'],[100]
2718,lee,Lee Pharmaceuticals,3716,['lee'],[100]
2719,legacy packaging,"Legacy Pharmaceutical Packaging, Legacy Pharmaceutical Packaging, LLC","3717, 3718","['legacy packaging', 'legacy packaging'], ['legacy packaging', 'legacy packaging']","[100, 100], [100, 100]"
2720,leiluna,Leiluna LLC,3719,['leiluna'],[100]
2721,lemaitre perfumeria jabones,Lemaitre Perfumeria y Jabones SAS,3720,['lemaitre perfumeria jabones'],[100]
2722,lemongrass,Lemongrass Spa Products LLC,3721,['lemongrass'],[100]
2723,leo,LEO Pharma Inc.,3722,['leo'],[100]
2724,leon centers,"LEON MEDICAL CENTERS, INC",3723,['leon centers'],[100]
2725,leosons,Leosons,3724,['leosons'],[100]
2726,leosons overseas,"Leosons Overseas Corp, Leosons Overseas Corp.","3725, 3726","['leosons overseas', 'leosons overseas'], ['leosons overseas', 'leosons overseas']","[100, 100], [100, 100]"
2727,lernapharm loris,LernaPharm Loris Inc.,3727,['lernapharm loris'],[100]
2728,lessors,"Lessors, Incorporated",3728,['lessors'],[100]
2729,lester cox centers coxhealth support,Lester E Cox Medical Centers dba CoxHealth Home Support,3729,['lester cox centers coxhealth support'],[100]
2730,leucadia,Leucadia Pharmaceuticals,3730,['leucadia'],[100]
2731,leung kai fook pte,LEUNG KAI FOOK MEDICAL CO PTE LTD,3731,['leung kai fook pte'],[100]
2732,levins,"Levins Pharmaceuticals, LLC",3732,['levins'],[100]
2733,levlad,"Levlad, LLC",3733,['levlad'],[100]
2734,lewin,"Lewin Services, Inc.",3734,['lewin'],[100]
2735,lexicon,"Lexicon Pharmaceuticals, Inc.",3735,['lexicon'],[100]
2736,lg household,"LG Household and Health Care Inc, LG Household and Healthcare, Inc.","3736, 3737","['lg household', 'lg household'], ['lg household', 'lg household']","[100, 100], [100, 100]"
2737,lhasa omsinc,"Lhasa OMS,Inc",3738,['lhasa omsinc'],[100]
2738,lhp,"LHP Pharma, Inc",3739,['lhp'],[100]
2739,liberty,"Liberty Health Supply, LLC, Liberty Pharmaceuticals, Inc.","3741, 3743","['liberty', 'liberty'], ['liberty', 'liberty']","[100, 100], [100, 100]"
2740,liberty bioscience,Liberty Bioscience LLC,3740,['liberty bioscience'],[100]
2741,liberty oxygen homecare liberty oxygen,"Liberty Oxygen and Homecare, Inc. dba Liberty Oxygen and Home Care, Inc.",3742,['liberty oxygen homecare liberty oxygen'],[100]
2742,liberty procurement,"Liberty Procurement, Inc, Liberty Procurement, Inc.","3745, 3746","['liberty procurement', 'liberty procurement'], ['liberty procurement', 'liberty procurement']","[100, 100], [100, 100]"
2743,liberty procurement in,"Liberty Procurement, In",3744,['liberty procurement in'],[100]
2744,lice ladies atlanta,"Lice Ladies Atlanta, LLC",3747,['lice ladies atlanta'],[100]
2745,liddell,"Liddell Laboratories, Liddell Laboratories, Inc, Liddell Laboratories, Inc.","3748, 3749, 3750","['liddell', 'liddell', 'liddell'], ['liddell', 'liddell', 'liddell'], ['liddell', 'liddell', 'liddell']","[100, 100, 100], [100, 100, 100], [100, 100, 100]"
