dpid,full_address,numberof_bedrooms,numberof_baths,building_area
290790002287,"131 OAK ST, GALT, MO, 64641",0,100,1782
290790002289,"410 N MAIN ST, GALT, MO, 64641",0,100,1683
290790002290,"408 N MAIN ST, GALT, MO, 64641",0,100,1061
290790002292,"403 N MAIN ST, GALT, MO, 64641",0,0,0
290790002342,"207 E SOUTH ST, GALT, MO, 64641",3,200,1332
290790002343,"309 S ELM ST, GALT, MO, 64641",0,100,1280
290790002405,"340 NE 150TH AVE, GALT, MO, 64641",0,100,1632
290790002406,"423 N BINGHAM ST, GALT, MO, 64641",0,100,1470
290790002407,"422 BEASLEY RD, GALT, MO, 64641",0,100,1400
290790002408,"202 BEASLEY RD, GALT, MO, 64641",0,100,1125
290790002409,"217 N BINGHAM ST, GALT, MO, 64641",0,100,1204
290790002281,"102 N MAIN ST, GALT, MO, 64641",0,100,1152
290790002283,"309 E GARFIELD ST, GALT, MO, 64641",0,100,1016
290790002346,"309 S MAIN ST, GALT, MO, 64641",0,100,840
290790002347,"867 NE 100TH ST, GALT, MO, 64641",0,0,0
290790002412,"423 N MCKINLEY ST, GALT, MO, 64641",0,100,1071
290790002413,"607 W GARFIELD ST, GALT, MO, 64641",0,100,1184
290790002415,"409 N MCKINLEY ST, GALT, MO, 64641",0,100,1540
290790002416,"433 N CHESTNUT ST, GALT, MO, 64641",0,100,2523
290790002312,"109 N MAIN ST, GALT, MO, 64641",0,100,981
290790002313,"101 N MAIN ST, GALT, MO, 64641",0,100,981
290790002377,"431 NE HIGHWAY J, GALT, MO, 64641",0,100,2230
290790002378,"431 NE HIGHWAY J, GALT, MO, 64641",0,0,0
290790002379,"410 NE HIGHWAY J, GALT, MO, 64641",0,100,1620
290790002381,"395 NE HIGHWAY J, GALT, MO, 64641",0,100,1610
290790002431,"311 N CHESTNUT ST, GALT, MO, 64641",0,100,966
290790002432,"407 N CHESTNUT ST, GALT, MO, 64641",0,100,1962
290790002433,"432 N CHESTNUT ST, GALT, MO, 64641",0,0,0
290790002436,"400 N CHESTNUT ST, GALT, MO, 64641",0,100,985
290790002320,"108 S MAIN ST, GALT, MO, 64641",0,0,4800
290790002323,"111 N MAIN ST, GALT, MO, 64641",0,100,0
290790002352,"1093 NE 110TH AVE, GALT, MO, 64641",0,100,3716
290790002354,"411 S ELM ST, GALT, MO, 64641",0,100,1400
290790002355,"501 PARK ST, GALT, MO, 64641",0,100,600
290790002364,"1125 NE GNEISS LN, GALT, MO, 64641",0,100,1618
290790002365,"1133 NE GNEISS LN, GALT, MO, 64641",0,100,1144
290790002367,"450 NE 105TH AVE, GALT, MO, 64641",0,100,1144
290790009710,"385 NE HIGHWAY J, GALT, MO, 64641",0,0,0
290790002396,"1025 E HIGHWAY 6, GALT, MO, 64641",0,100,1800
290790002397,"1050 E HIGHWAY 6, GALT, MO, 64641",0,0,0
290790002398,"807 W GARFIELD ST, GALT, MO, 64641",0,200,2356
290790002374,"496 NE HIGHWAY J, GALT, MO, 64641",0,100,1352
290790002376,"435 NE HIGHWAY J, GALT, MO, 64641",0,100,1960
290790002389,"371 NE 105TH AVE, GALT, MO, 64641",0,100,1934
290790002391,"355 NE 105TH AVE, GALT, MO, 64641",0,100,1596
290790002392,"391 NE HIGHWAY J, GALT, MO, 64641",0,100,1716
290790009604,"1057 E HIGHWAY 6, GALT, MO, 64641",0,100,1350
290790002430,"301 N CHESTNUT ST, GALT, MO, 64641",0,100,1094
290790002417,"1082 E HIGHWAY 6, GALT, MO, 64641",0,100,1816
290790002418,"426 N MCKINLEY ST, GALT, MO, 64641",0,100,1132
290790002420,"419 W SHERMAN ST, GALT, MO, 64641",0,100,980
290790002422,"305 W SHERMAN ST, GALT, MO, 64641",0,200,1280
290790002423,"303 W SHERMAN ST, GALT, MO, 64641",0,100,800
290790002424,"307 NW BORDER ST, GALT, MO, 64641",0,100,636
290790002427,"311 N ATKINSON ST, GALT, MO, 64641",0,100,2728
290790002401,"990 E HIGHWAY 6, GALT, MO, 64641",0,100,938
290790002402,"375 NE HALITE LN, GALT, MO, 64641",0,100,2560
290790009562,"381 NE HALITE LN, GALT, MO, 64641",0,100,1200
290790002404,"1073 E HIGHWAY 6, GALT, MO, 64641",0,100,1220
290790002440,"207 NW BORDER ST, GALT, MO, 64641",0,0,0
290790002443,"211 N ATKINSON ST, GALT, MO, 64641",0,100,720
290790002444,"208 W SHERMAN ST, GALT, MO, 64641",0,100,1269
290790002445,"211 W BRASSFIELD ST, GALT, MO, 64641",0,100,960
290790002446,"201 N ATKINSON ST, GALT, MO, 64641",0,100,806
290790002447,"213 N CHESTNUT ST, GALT, MO, 64641",0,100,616
290790002448,"208 N ATKINSON ST, GALT, MO, 64641",0,100,1239
290790002474,"103 WHAN ST, GALT, MO, 64641",0,100,978
290790002475,"419 W CENTER ST, GALT, MO, 64641",0,100,1360
290790002478,"201 WHAN ST, GALT, MO, 64641",0,100,888
290790002479,"501 N MCKINLEY ST, GALT, MO, 64641",0,100,720
290790002483,"511 W CENTER ST, GALT, MO, 64641",0,100,1392
290790002484,"501 W CENTER ST, GALT, MO, 64641",0,100,1716
290790002463,"211 W GARFIELD ST, GALT, MO, 64641",0,100,828
290790002464,"107 N ATKINSON ST, GALT, MO, 64641",0,100,1207
290790002486,"102 S BINGHAM ST, GALT, MO, 64641",0,100,1818
290790002488,"101 S BINGHAM ST, GALT, MO, 64641",0,100,1212
290790002457,"110 W BRASSFIELD ST, GALT, MO, 64641",0,100,988
290790002459,"105 N CHESTNUT ST, GALT, MO, 64641",0,100,1309
290790002453,"208 N CHESTNUT ST, GALT, MO, 64641",0,0,0
290790002454,"105 N CHESTNUT ST, GALT, MO, 64641",0,100,1116
290790002468,"105 W NORTH ST, GALT, MO, 64641",0,100,1440
290790002469,"111 W NORTH ST, GALT, MO, 64641",0,100,1443
290790002470,"109 S ATKINSON ST, GALT, MO, 64641",0,100,1027
290790002471,"210 W GARFIELD ST, GALT, MO, 64641",0,100,960
290790002472,"211 W NORTH ST, GALT, MO, 64641",0,100,1080
290790002493,"502 W CENTER ST, GALT, MO, 64641",0,100,2127
290790002495,"300 W CENTER ST, GALT, MO, 64641",0,0,0
290790002496,"310 W CENTER ST, GALT, MO, 64641",0,0,1338
290790002497,"420 W CENTER ST, GALT, MO, 64641",0,0,0
290790002499,"210 W NORTH ST, GALT, MO, 64641",0,100,1122
290790002500,"205 S WEST BORDER ST, GALT, MO, 64641",0,0,0
290790002220,"920 NE 62ND ST, GALT, MO, 64641",0,100,2052
290790002533,"1062 NE 102ND AVE, GALT, MO, 64641",0,100,3032
290790002513,"110 W CENTER ST, GALT, MO, 64641",0,100,4763
290790002515,"200 W CENTER ST, GALT, MO, 64641",0,100,1345
290790002519,"200 W SOUTH ST, GALT, MO, 64641",0,100,1161
290790002501,"203 W CENTER ST, GALT, MO, 64641",0,100,906
290790002504,"110 W NORTH ST, GALT, MO, 64641",0,100,1024
290790002520,"208 W SOUTH ST, GALT, MO, 64641",0,100,1014
290790002532,"1073 NE 102ND AVE, GALT, MO, 64641",0,100,1064
290790002550,"1010 NE 25TH ST, GALT, MO, 64641",0,100,1523
290790009515,"1091 NE 10TH ST, GALT, MO, 64641",0,100,1884
290790002581,"909 SE BAHIA LN, GALT, MO, 64641",0,100,1955
290790002608,"1181 SE 10TH ST, LAREDO, MO, 64652",0,100,1980
290790009452,"1081 SE 10TH ST, LAREDO, MO, 64652",0,100,3300
290790002610,"150 HIGHWAY JJ, LAREDO, MO, 64652",0,100,3060
290790002611,"291 SE 120TH AVE, LAREDO, MO, 64652",0,100,2195
290790002612,"216 HIGHWAY JJ, LAREDO, MO, 64652",0,100,2134
290790002647,"828 NE 25TH ST, GALT, MO, 64641",0,100,1056
290790002659,"764 NE 25TH ST, GALT, MO, 64641",0,100,2180
290790009516,"181 NE 80TH AVE, GALT, MO, 64641",0,100,2250
290790002660,"730 NE 25TH ST, GALT, MO, 64641",0,100,2480
290790002662,"746 NE 25TH ST, GALT, MO, 64641",0,100,672
290790002635,"253 SE 98TH AVE, LAREDO, MO, 64652",0,100,1772
290790009607,"850 E HIGHWAY 6, GALT, MO, 64641",0,100,4500
290790002650,"277 NE 80TH ST, TRENTON, MO, 64683",0,100,1709
290790002619,"1019 SE HIGHWAY E, LAREDO, MO, 64652",0,0,0
290790002653,"723 NE 25TH ST, GALT, MO, 64641",0,100,1157
290790002654,"755 NE 25TH ST, GALT, MO, 64641",0,100,1778
290790002656,"767 NE 25TH ST, GALT, MO, 64641",0,100,913
290790002665,"175 NE HIGHWAY V, GALT, MO, 64641",0,0,0
290790002686,"647 NE 20TH ST, TRENTON, MO, 64683",0,100,1456
290790002684,"260 NE 60TH AVE, TRENTON, MO, 64683",0,100,1488
290790002698,"275 NE 60TH AVE, TRENTON, MO, 64683",0,100,1112
290790002703,"583 NE STATE ST, TRENTON, MO, 64683",0,100,1180
290790009397,"955 NE CHERT LN, GALT, MO, 64641",0,100,728
290790009398,"176 NE HIGHWAY V, GALT, MO, 64641",0,100,1280
290790002678,"958 NE CHERT LN, GALT, MO, 64641",0,100,1704
290790002679,"955 NE 10TH ST, GALT, MO, 64641",0,100,1782
290790002693,"220 NE HIGHWAY N, TRENTON, MO, 64683",0,100,2800
290790002695,"233 NE HIGHWAY N, TRENTON, MO, 64683",0,100,1000
290790002697,"240 NE WELL ST, TRENTON, MO, 64683",0,200,1756
290790009395,"953 NE CHERT LN, GALT, MO, 64641",0,100,1176
290790002674,"188 NE HIGHWAY V, GALT, MO, 64641",0,100,2080
290790002710,"581 NE FISHER ST, TRENTON, MO, 64683",0,100,1326
290790002711,"585 NE FISHER ST, TRENTON, MO, 64683",0,100,1618
290790002712,"595 NE FISHER ST, TRENTON, MO, 64683",0,100,576
290790002713,"265 NE WELL ST, TRENTON, MO, 64683",0,100,1302
290790002715,"261 NE WELL ST, TRENTON, MO, 64683",0,100,1108
290790002716,"257 NE WELL ST, TRENTON, MO, 64683",0,100,720
290790002746,"120 NE 50TH AVE, TRENTON, MO, 64683",0,100,1344
290790002749,"652 NE 20TH ST, TRENTON, MO, 64683",0,100,1285
290790002750,"650 NE 20TH ST, TRENTON, MO, 64683",0,100,1716
290790002751,"176 NE COAL LN, TRENTON, MO, 64683",0,100,1485
290790002743,"142 NE 50TH AVE, TRENTON, MO, 64683",0,100,1120
290790002744,"157 NE COAL LN, TRENTON, MO, 64683",0,100,960
290790002745,"130 NE 50TH AVE, TRENTON, MO, 64683",0,100,1313
290790002717,"585 NE LIBERTY ST, TRENTON, MO, 64683",2,100,1510
290790002718,"584 NE STATE ST, TRENTON, MO, 64683",0,200,1512
290790002719,"253 NE WELL ST, TRENTON, MO, 64683",0,100,1701
290790002753,"127 NE 70TH AVE, TRENTON, MO, 64683",0,100,1216
290790002755,"146 NE COAL LN, TRENTON, MO, 64683",0,100,1012
290790002757,"295 NE HIGHWAY NN, TRENTON, MO, 64683",0,100,1888
290790002761,"275 NE HIGHWAY NN, TRENTON, MO, 64683",0,100,1144
290790002763,"210 NE HIGHWAY N, TRENTON, MO, 64683",0,100,1908
290790002791,"55 NE HIGHWAY N, TRENTON, MO, 64683",0,100,1672
290790002792,"33 NE HIGHWAY N, TRENTON, MO, 64683",3,100,1728
290790009400,"465 E HIGHWAY 6, TRENTON, MO, 64683",0,100,1898
290790002786,"153 NE HIGHWAY N, TRENTON, MO, 64683",0,0,0
290790002787,"160 NE HIGHWAY N, TRENTON, MO, 64683",0,100,2292
290790002789,"158 NE 50TH AVE, TRENTON, MO, 64683",0,100,2138
290790002780,"185 NE 50TH AVE, TRENTON, MO, 64683",0,100,1196
290790002781,"175 NE 50TH AVE, TRENTON, MO, 64683",0,100,1836
290790002782,"165 NE 50TH AVE, TRENTON, MO, 64683",0,100,896
290790002783,"190 NE HIGHWAY N, TRENTON, MO, 64683",0,100,1508
290790002835,"656 NE BERYL LN, TRENTON, MO, 64683",0,100,2064
290790002837,"661 NE BERYL LN, TRENTON, MO, 64683",0,100,1640
290790002829,"765 NE 5TH ST, TRENTON, MO, 64683",0,100,2144
290790002827,"760 NE 5TH ST, TRENTON, MO, 64683",0,100,2724
290790002801,"395 E HIGHWAY 6, TRENTON, MO, 64683",0,100,1613
290790002809,"373 SE 8TH ST, TRENTON, MO, 64683",0,100,1512
290790002822,"647 NE 5TH ST, TRENTON, MO, 64683",0,100,2999
290790002853,"16 SE HIGHWAY E, TRENTON, MO, 64683",0,100,1404
290790002858,"616 SE 8TH ST, TRENTON, MO, 64683",0,100,1663
290790002860,"33 SE HIGHWAY E, TRENTON, MO, 64683",0,100,2117
290790002871,"56 NE HIGHWAY V, GALT, MO, 64641",0,100,2210
290790002852,"20 SE HIGHWAY E, TRENTON, MO, 64683",0,100,1508
290790002865,"27 SE HIGHWAY E, TRENTON, MO, 64683",0,0,0
290790009404,"980 NE 10TH ST, GALT, MO, 64641",0,100,924
290790002881,"879 NE 5TH ST, TRENTON, MO, 64683",0,0,0
290790002882,"879 NE 5TH ST, TRENTON, MO, 64683",0,100,1481
290790002883,"86 NE 70TH AVE, TRENTON, MO, 64683",3,100,2264
290790002884,"839 NE 5TH ST, TRENTON, MO, 64683",0,100,1176
290790002875,"820 NE 2ND ST, GALT, MO, 64641",0,0,0
290790002876,"821 NE 2ND ST, GALT, MO, 64641",0,0,0
290790002877,"825 NE 2ND ST, GALT, MO, 64641",0,0,0
290790002880,"890 NE 2ND ST, GALT, MO, 64641",0,100,1514
290790002846,"585 SE 8TH ST, TRENTON, MO, 64683",0,100,1956
290790002885,"777 NE 30TH ST, GALT, MO, 64641",0,100,672
290790002886,"868 NE 5TH ST, TRENTON, MO, 64683",0,100,3158
290790002888,"55 NE 75TH AVE, TRENTON, MO, 64683",0,100,2610
290790002889,"798 NE 5TH ST, TRENTON, MO, 64683",0,100,2264
290790002890,"51 NE 75TH AVE, TRENTON, MO, 64683",0,100,980
290790009405,"41 NE 75TH AVE, TRENTON, MO, 64683",0,100,1216
290790002893,"30 NE 75TH AVE, TRENTON, MO, 64683",0,100,952
290790002894,"25 SE HIGHWAY V, GALT, MO, 64641",0,100,1727
290790009677,"5TH W SOUTH ST, GALT, MO, 64641",0,0,0
290790002908,"88 SE 5TH ST, GALT, MO, 64641",0,100,1413
290790002910,"896 SE 5TH ST, GALT, MO, 64641",0,100,1456
290790002911,"830 SE 5TH ST, GALT, MO, 64641",0,100,2208
290790002905,"821 SE 5TH ST, GALT, MO, 64641",0,100,1296
290790002906,"891 SE 5TH ST, GALT, MO, 64641",0,0,0
290790002896,"25 SE 75TH AVE, TRENTON, MO, 64683",0,100,1800
290790009453,"72 SE 75TH AVE, TRENTON, MO, 64683",0,100,1456
290790002900,"55 SE 75TH AVE, TRENTON, MO, 64683",0,100,2240
290790002854,"25 SE HIGHWAY E, TRENTON, MO, 64683",0,200,2756
290790002856,"30 SE HIGHWAY E, TRENTON, MO, 64683",0,100,2096
290790002958,"652 SE 12TH ST, LAREDO, MO, 64652",0,100,1512
290790002959,"628 SE 12TH ST, LAREDO, MO, 64652",0,100,1896
290790002961,"180 HIGHWAY E, LAREDO, MO, 64652",0,100,1446
290790002933,"792 SE 16TH ST, GALT, MO, 64641",0,100,1376
290790002935,"233 SE HIGHWAY V, GALT, MO, 64641",0,100,1440
290790002937,"140 SE 75TH AVE, TRENTON, MO, 64683",0,100,2108
290790002975,"505 SE 20TH ST, LAREDO, MO, 64652",0,100,1176
290790002929,"701 SE 12TH ST, LAREDO, MO, 64652",0,100,1232
290790002930,"126 SE 75TH AVE, TRENTON, MO, 64683",0,100,1352
290790002946,"211 SE 75TH AVE, LAREDO, MO, 64652",0,0,0
290790002947,"245 SE 75TH AVE, LAREDO, MO, 64652",0,0,0
290790002950,"279 SE 75TH AVE, LAREDO, MO, 64652",0,100,2906
290790002951,"761 SE 30TH ST, LAREDO, MO, 64652",0,100,2021
290790002956,"675 SE 12TH ST, LAREDO, MO, 64652",0,100,1469
290790002921,"829 SE 16TH ST, TRENTON, MO, 64683",0,100,1344
290790002924,"793 SE HIGHWAY V, GALT, MO, 64641",0,100,1672
290790002925,"177 SE HIGHWAY V, GALT, MO, 64641",0,0,0
290790002967,"585 SE 12TH ST, TRENTON, MO, 64683",0,100,1523
290790002968,"536 SE 12TH ST, TRENTON, MO, 64683",0,100,1440
290790002940,"170 SE 75TH AVE, LAREDO, MO, 64652",0,100,1680
290790002987,"585 SE CACTUS LN, LAREDO, MO, 64652",0,100,1828
290790002977,"557 SE 20TH ST, LAREDO, MO, 64652",0,100,1344
290790002980,"538 SE 20TH ST, LAREDO, MO, 64652",0,100,1564
290790002995,"242 HIGHWAY E, LAREDO, MO, 64652",0,100,1792
290790003004,"455 SE 20TH ST, TRENTON, MO, 64683",0,0,0
290790003005,"433 SE 20TH ST, TRENTON, MO, 64683",0,100,1115
290790002988,"279 SE 60TH AVE, LAREDO, MO, 64652",0,100,1332
290790002991,"220 HIGHWAY E, LAREDO, MO, 64652",0,0,0
290790002992,"231 HIGHWAY E, LAREDO, MO, 64652",0,100,1843
290790002993,"684 HIGHWAY M, LAREDO, MO, 64652",0,100,1132
290790003009,"142 SE HIGHWAY Z, TRENTON, MO, 64683",0,100,1380
290790003013,"150 SE HIGHWAY Z, TRENTON, MO, 64683",0,100,1896
290790003014,"374 SE 20TH ST, TRENTON, MO, 64683",0,100,1440
290790003020,"435 SE HIGHWAY Z, TRENTON, MO, 64683",0,100,1040
290790003026,"525 SE 30TH ST, LAREDO, MO, 64652",0,100,1946
290790003029,"575 HIGHWAY M, LAREDO, MO, 64652",0,0,0
290790003062,"3801 E 28TH ST, TRENTON, MO, 64683",0,100,3184
290790009517,"3711 E 28TH ST, TRENTON, MO, 64683",0,100,2006
290790003066,"4001 E 28TH ST, TRENTON, MO, 64683",0,100,1344
290790003067,"4211 E 28TH ST, TRENTON, MO, 64683",0,100,1667
290790003143,"3730 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,2180
290790003144,"3724 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1724
290790003145,"3708 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1737
290790003146,"3700 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1008
290790003147,"3636 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1120
290790003168,"1700 E 30TH ST, TRENTON, MO, 64683",0,0,0
290790003171,"2901 HOOVER DR, TRENTON, MO, 64683",0,0,16872
290790003172,"1801 E 28TH ST, TRENTON, MO, 64683",0,0,6595
290790003116,"4100 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,28012
290790003135,"2005 E 28TH ST, TRENTON, MO, 64683",0,100,1708
290790003151,"3222 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1714
290790003154,"3148 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1542
290790003155,"3120 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1248
290790003158,"3106 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1909
290790003159,"3022 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,2220
290790003138,"3838 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,2881
290790003139,"3840 OKLAHOMA AVE, TRENTON, MO, 64683",0,300,1936
290790003140,"3842 OKLAHOMA AVE, TRENTON, MO, 64683",4,200,2350
290790003141,"3742 OKLAHOMA AVE, TRENTON, MO, 64683",3,200,3600
290790003142,"3736 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1980
290790003164,"2910 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,2250
290790003165,"2926 OKLAHOMA AVE & E 30TH ST, TRENTON, MO, 64683",0,0,0
290790003166,"2924 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,4000
290790003167,"1701 E 28TH ST, TRENTON, MO, 64683",0,0,6078
290790003175,"1843 E 28TH ST, TRENTON, MO, 64683",0,0,4559
290790009650,"1841 E 28TH ST, TRENTON, MO, 64683",0,0,3750
290790003176,"1845 E 28TH ST, TRENTON, MO, 64683",0,0,14930
290790003190,"919 INDUSTRIAL DR, TRENTON, MO, 64683",0,0,13152
290790003191,"3300 PLEASANT PL, TRENTON, MO, 64683",0,0,25000
290790003209,"3029 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,10200
290790003211,"822 INDUSTRIAL DR, TRENTON, MO, 64683",0,0,151060
290790003212,"822 INDUSTRIAL DR, TRENTON, MO, 64683",0,0,1400
290790003213,"611 E 28TH ST, TRENTON, MO, 64683",0,100,916
290790003214,"709 E 28TH ST, TRENTON, MO, 64683",0,100,2326
290790003203,"3315 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,1200
290790003204,"3711 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1736
290790003206,"3731 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,1208
290790003207,"3825 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,2121
290790003208,"3029 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,15760
290790003197,"3225 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,0
290790003198,"3227 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,2134
290790003199,"3515 OKLAHOMA AVE, TRENTON, MO, 64683",0,100,2200
290790003200,"3415 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,4386
290790003201,"3411 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,0
290790003185,"3424 PLEASANT PL, TRENTON, MO, 64683",4,100,2240
290790003187,"821 INDUSTRIAL DR, TRENTON, MO, 64683",0,0,0
290790003188,"819 INDUSTRIAL DR, TRENTON, MO, 64683",0,0,0
290790003215,"2701 PRINCETON RD, TRENTON, MO, 64683",0,100,2380
290790003216,"1223 E 28TH ST, TRENTON, MO, 64683",0,100,1579
290790003218,"1311 E 28TH ST, TRENTON, MO, 64683",0,0,0
290790003219,"1311 E 28TH ST, TRENTON, MO, 64683",0,0,0
290790003220,"2801 PRINCETON RD, TRENTON, MO, 64683",0,100,1236
290790003221,"2901 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,560
290790003222,"2923 OKLAHOMA AVE, TRENTON, MO, 64683",3,200,1807
290790003223,"2931 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,0
290790003224,"3025 OKLAHOMA AVE, TRENTON, MO, 64683",0,0,2904
290790009456,"3605 E 28TH ST, TRENTON, MO, 64683",0,100,1659
290790003235,"3607 E 28TH ST, TRENTON, MO, 64683",0,100,1712
290790003254,"292 NW 30TH ST, TRENTON, MO, 64683",0,100,2656
290790009457,"3601 E 28TH ST, TRENTON, MO, 64683",0,100,4060
290790003183,"3930 PLEASANT PL, TRENTON, MO, 64683",0,100,1857
290790003430,"2013 CEDAR ST, TRENTON, MO, 64683",2,100,1002
290790003286,"2838 MABLE ST, TRENTON, MO, 64683",0,100,1056
290790003287,"2902 MABLE ST, TRENTON, MO, 64683",0,100,784
290790003288,"2904 MABLE ST, TRENTON, MO, 64683",0,100,1400
290790003290,"2919 PLEASANT PLN, TRENTON, MO, 64683",0,0,896
290790003329,"201 E 25TH ST, TRENTON, MO, 64683",3,100,992
290790003330,"2503 LULU ST, TRENTON, MO, 64683",3,100,870
290790003331,"2519 MABLE ST, TRENTON, MO, 64683",0,100,1028
290790003332,"2510 MAIN ST, TRENTON, MO, 64683",2,100,840
290790003333,"2508 MAIN ST, TRENTON, MO, 64683",0,100,600
290790003347,"2412 LULU ST, TRENTON, MO, 64683",3,100,990
290790003348,"2402 LULU ST, TRENTON, MO, 64683",3,100,1512
290790003349,"2405 CHICAGO ST, TRENTON, MO, 64683",3,100,1238
290790003350,"2408 CHICAGO ST, TRENTON, MO, 64683",0,100,1414
290790003351,"2406 CHICAGO ST, TRENTON, MO, 64683",3,100,1528
290790003352,"411 E 24TH ST, TRENTON, MO, 64683",2,100,552
290790003394,"2112 BALTIMORE ST, TRENTON, MO, 64683",0,100,1420
290790003397,"2108 BALTIMORE ST, TRENTON, MO, 64683",0,100,0
290790003399,"2102 CHICAGO ST, TRENTON, MO, 64683",4,200,2904
290790003400,"2101 BALTIMORE ST, TRENTON, MO, 64683",3,100,1968
290790003401,"2113 CHICAGO ST, TRENTON, MO, 64683",0,100,11139
290790003403,"2113 LULU ST, TRENTON, MO, 64683",0,100,644
290790003405,"2101 LULU ST, TRENTON, MO, 64683",3,100,1348
290790003319,"2603 PLEASANT PLN, TRENTON, MO, 64683",0,100,1815
290790003321,"2407 PLEASANT PLN, TRENTON, MO, 64683",0,100,960
290790003322,"413 E 24TH ST, TRENTON, MO, 64683",0,300,2484
290790003371,"107 E 23RD ST, TRENTON, MO, 64683",2,100,1088
290790003372,"2313 CHESTNUT ST, TRENTON, MO, 64683",3,100,1038
290790003373,"2301 CEDAR ST, TRENTON, MO, 64683",0,0,0
290790003374,"407 W 22ND ST, TRENTON, MO, 64683",0,0,0
290790003375,"421 W 22ND ST, TRENTON, MO, 64683",3,100,2304
290790003376,"301 E 22ND ST, TRENTON, MO, 64683",2,100,2122
290790003390,"2202 CHICAGO ST, TRENTON, MO, 64683",3,100,1111
290790003391,"405 E 22ND ST, TRENTON, MO, 64683",0,100,1144
290790003392,"2212 BALTIMORE ST, TRENTON, MO, 64683",0,100,784
290790003393,"503 E 22ND ST, TRENTON, MO, 64683",2,200,1299
290790003424,"1907 CEDAR ST, TRENTON, MO, 64683",2,100,1024
290790003425,"1810 MERRILL ST, TRENTON, MO, 64683",3,100,1519
290790003428,"1901 CEDAR ST, TRENTON, MO, 64683",3,100,1400
290790003429,"2007 CEDAR ST, TRENTON, MO, 64683",3,200,2448
290790003274,"3235 PLEASANT PL, TRENTON, MO, 64683",0,0,0
290790003276,"3025 MABLE ST, TRENTON, MO, 64683",0,0,28204
290790003277,"3031 PLEASANT PLN, TRENTON, MO, 64683",0,0,0
290790003279,"2919 MABLE ST, TRENTON, MO, 64683",0,200,1536
290790003442,"1908 BOLSER ST, TRENTON, MO, 64683",2,100,720
290790003443,"1904 BOLSER ST, TRENTON, MO, 64683",3,100,1071
290790003445,"1802 BOLSER ST, TRENTON, MO, 64683",0,100,1252
290790003418,"202 W 22ND ST, TRENTON, MO, 64683",3,100,1248
290790003419,"306 W 22ND ST, TRENTON, MO, 64683",2,100,912
290790003421,"2108 MERRILL ST, TRENTON, MO, 64683",3,200,2601
290790003422,"2108 MERRILL ST, TRENTON, MO, 64683",0,100,0
290790003423,"2006 MERRILL ST, TRENTON, MO, 64683",3,100,1298
290790003270,"3403 PLEASANT PL, TRENTON, MO, 64683",0,0,0
290790003271,"3315 PLEASANT PL, TRENTON, MO, 64683",0,100,1843
290790003272,"3401 PLEASANT PL, TRENTON, MO, 64683",0,100,851
290790003273,"3335 PLEASANT PL, TRENTON, MO, 64683",0,100,1215
290790003298,"2701 CHICAGO ST, TRENTON, MO, 64683",0,100,1596
290790003299,"2713 LULU ST, TRENTON, MO, 64683",0,100,1364
290790003300,"202 E 28TH ST, TRENTON, MO, 64683",3,100,1152
290790003359,"2308 LULU ST, TRENTON, MO, 64683",0,0,0
290790003360,"301 E 23RD ST, TRENTON, MO, 64683",3,100,940
290790003361,"2303 CHICAGO ST, TRENTON, MO, 64683",3,100,923
290790003363,"2315 LULU ST, TRENTON, MO, 64683",3,100,1232
290790003364,"202 E 24TH ST, TRENTON, MO, 64683",2,100,720
290790003406,"2110 MABLE ST, TRENTON, MO, 64683",2,100,932
290790003407,"2108 MABLE ST, TRENTON, MO, 64683",2,100,672
290790003408,"2100 MABLE ST, TRENTON, MO, 64683",2,100,1262
290790003409,"2106 MABLE ST, TRENTON, MO, 64683",0,0,0
290790003410,"207 E 21ST ST, TRENTON, MO, 64683",2,100,1014
290790003411,"2113 MABLE ST, TRENTON, MO, 64683",0,100,1428
290790003310,"2604 MABLE ST, TRENTON, MO, 64683",3,100,820
