,Certification.Name,Certifying.Organization,Type,SOC
689,Certification in Fire Alarm Systems - Level III,National Institute for Certification in Engineering Technologies,Advanced,49-2098
690,UL Lightning Protection Journeyman Certification,"Underwriters Laboratories, Inc.",Core,49-2098
691,Certified Sprinkler ITM Specialist for Facility Managers,National Fire Protection Association,Core,49-2098
692,Certified Water-Based Systems Professional,National Fire Protection Association,Core,49-2098
693,Certification in Fire Alarm Systems,National Institute for Certification in Engineering Technologies,Specialty,49-2098
694,Municipal Fire Alarm System Technician Level I,International Municipal Signal Association,Core,49-2098
695,Interior Fire Alarm Technician Level II,International Municipal Signal Association,Advanced,49-2098
696,Physical Security Professional,ASIS,Core,49-2098
697,Certified Alarm Technician - Level I,Electronic Security Association,Core,49-2098
698,Certified Fire AlarmTechnician - Level II,Electronic Security Association,Advanced,49-2098
699,Pre-Engineered Industrial Fire Extinguishing System Technician,International Code Council,Core,49-2098
700,Electrified Hardware Consultant,Door and Hardware Institute,Advanced,49-2098
701,UL Lightning Protection Master Certification,"Underwriters Laboratories, Inc.",Advanced,49-2098
702,Certification in Fire Alarm Systems - Level IV,National Institute for Certification in Engineering Technologies,Advanced,49-2098
703,CertTEC Basic Composites certification,CertTEC,Core,49-3011
704,CertTEC Aviation Mechanical Assembly certification,CertTEC,Core,49-3011
705,CertTEC Aviation Structures Level 2 certification,CertTEC,Advanced,49-3011
706,CertTEC Advanced Electricity and Electronics Certification,CertTEC,Advanced,49-3011
707,CertTEC Basic Electricity and Electronics Certification,CertTEC,Core,49-3011
708,CertTEC Aviation Structures certification,CertTEC,Core,49-3011
709,Aerospace/Aircraft Assembly Maintenance Certification,National Center for Aerospace & Transportation Technologies,Core,49-3011
710,Automobile and Light Truck Certification:  Manual Drive Train and Axles  (A3),National Institute for Automotive Service Excellence,Specialty,49-3023
711,Alternate Fuels Technician (Light Vehicle Compressed Natural Gas Technician),National Institute for Automotive Service Excellence,Specialty,49-3023
712,Level I Machine Lubrication Technician,International Council for Machinery Lubrication,Core,49-3023
713,Master Medium/Heavy Truck Specialist,National Institute for Automotive Service Excellence,Advanced,49-3023
714,Automobile Technician: Brakes,National Institute for Automotive Service Excellence,Specialty,49-3023
715,Undercar Specialist: Exhaust Systems,National Institute for Automotive Service Excellence,Specialty,49-3023
716,Transit Bus Technician: Electrical/Electronic Systems,National Institute for Automotive Service Excellence,Specialty,49-3023
717,Collision Repair and Refinish: Non-Structural Analysis and Damage Repair,National Institute for Automotive Service Excellence,Specialty,49-3023
718,Rebuilder Specialist,Automotive Transmission Rebuilders Association,Specialty,49-3023
719,Certified Auto Glass Qualified Technician,Auto Glass Safety Council,Core,49-3023
720,Transit Bus Technician: Suspension & Steering,National Institute for Automotive Service Excellence,Core,49-3023
721,Collision Repair and Refinish: Mechanical and Electrical Components,National Institute for Automotive Service Excellence,Specialty,49-3023
722,Truck Equipment Specialist: Electrical/Electronic Systems,National Institute for Automotive Service Excellence,Specialty,49-3023
723,Level II Machine Lubrication Technician,International Council for Machinery Lubrication,Advanced,49-3023
724,Collision Repair and Refinish: Painting and Refinishing Technician,National Institute for Automotive Service Excellence,Specialty,49-3023
725,Master Automobile/Light Truck Technician,National Institute for Automotive Service Excellence,Advanced,49-3023
726,Truck Equipment Specialist Installation and Repair,National Institute for Automotive Service Excellence,Specialty,49-3023
727,School Bus Technician: Electrical/Electronic Systems,National Institute for Automotive Service Excellence,Specialty,49-3023
728,Certified Lubrication Specialist,Society of Tribologists and Lubrication Engineers,Specialty,49-3023
729,Automobile and Light Truck Certification:  Light Vehicle Diesel Engines  (A9),National Institute for Automotive Service Excellence,Core,49-3023
730,Chassis Technician,Automotive Transmission Rebuilders Association,Specialty,49-3023
731,Automobile Service Consultant (B6),National Institute for Automotive Service Excellence,Core,49-3023
732,Automobile and Light Truck Certification: Suspension and Steering  (A5),National Institute for Automotive Service Excellence,Core,49-3023
733,Auto Maintenance and Light Repair Certification,National Institute for Automotive Service Excellence,Core,49-3023
734,Automobile and Light Truck Certification:  Suspension and Steering  (A4),National Institute for Automotive Service Excellence,Core,49-3023
735,School Bus Technician: Drive Train,National Institute for Automotive Service Excellence,Specialty,49-3023
736,"Medium/Heavy Truck Technician: Heating, Ventilation, & A/C",National Institute for Automotive Service Excellence,Specialty,49-3023
737,School Bus Technician: Brakes,National Institute for Automotive Service Excellence,Specialty,49-3023
738,Automobile and Light Truck Certification: : Engine Repair  (A1),National Institute for Automotive Service Excellence,Specialty,49-3023
739,Transit Bus Technician: Brakes,National Institute for Automotive Service Excellence,Specialty,49-3023
740,School Bus Technician: Air Conditioning Systems and Controls,National Institute for Automotive Service Excellence,Specialty,49-3023
741,Medium/Heavy Truck Technician: Preventive Maintenance Inspection,National Institute for Automotive Service Excellence,Specialty,49-3023
742,School Bus Technician: Suspension and Steering,National Institute for Automotive Service Excellence,Specialty,49-3023
743,Automobile and Light Truck Certification:  Automatic Transmission/Transaxle  (A2),National Institute for Automotive Service Excellence,Specialty,49-3023
744,Automobile Advanced Engine Performance Specialist,National Institute for Automotive Service Excellence,Specialty,49-3023
745,Automobile and Light Truck Certification: Heating and Air Conditioning  (A7),National Institute for Automotive Service Excellence,Core,49-3023
746,Automobile and Light Truck Certification:  Electrical/Electronic Systems  (A6),National Institute for Automotive Service Excellence,Specialty,49-3023
747,Automobile and Light Truck Certification: Engine Performance  (A8),National Institute for Automotive Service Excellence,Core,49-3023
748,Medium/Heavy Truck Aftermarket Parts Specialist (Suspension and Steering),National Institute for Automotive Service Excellence,Specialty,49-3023
749,Diagnostician,Automotive Transmission Rebuilders Association,Advanced,49-3023
750,Transit Bus Technician: Preventive Maintenance & Inspection,National Institute for Automotive Service Excellence,Core,49-3023
751,Master Technician,Automotive Transmission Rebuilders Association,Advanced,49-3023
752,Advanced Engine Performance Specialist,National Institute for Automotive Service Excellence,Specialty,49-3023
753,Master Transit Bus Technician,National Institute for Automotive Service Excellence,Advanced,49-3031
754,Transit Bus Technician: Electrical/Electronic Systems,National Institute for Automotive Service Excellence,Specialty,49-3031
755,Transit Bus - Drive Train (H3),National Institute for Automotive Service Excellence,Specialty,49-3031
756,Master School Bus Technician,National Institute for Automotive Service Excellence,Advanced,49-3031
757,Transit Bus - Heating Ventilation and Air Conditioning (HVAC) (H7),National Institute for Automotive Service Excellence,Specialty,49-3031
758,Transit Bus - Suspension and Steering (H5),National Institute for Automotive Service Excellence,Specialty,49-3031
759,Transit Bus Technician: Heating Ventilation & Air Conditioning,National Institute for Automotive Service Excellence,Core,49-3031
760,Military Tactical Wheeled Vehicle Certification - Electrical/ Electronic Systems (MIL6),National Institute for Automotive Service Excellence,Specialty,49-3031
761,Military Tactical Wheeled Vehicle Certification - Diesel Engines (MIL2),National Institute for Automotive Service Excellence,Specialty,49-3031
762,"Medium/Heavy Truck Technician: Heating, Ventilation, & A/C",National Institute for Automotive Service Excellence,Specialty,49-3031
763,Transit Bus Technician: Brakes,National Institute for Automotive Service Excellence,Specialty,49-3031
764,School Bus Technician: Diesel Engines,National Institute for Automotive Service Excellence,Specialty,49-3031
765,Medium/Heavy Truck Technician: Preventive Maintenance Inspection,National Institute for Automotive Service Excellence,Specialty,49-3031
766,Transit Bus Technician: Diesel Engines,National Institute for Automotive Service Excellence,Core,49-3031
767,Transit Bus Technician: Drive Train,National Institute for Automotive Service Excellence,Core,49-3031
768,Transit Bus - Diesel Engines (H2),National Institute for Automotive Service Excellence,Specialty,49-3031
769,Transit Bus - Compressed Natural Gas (CNG) Engines (H1),National Institute for Automotive Service Excellence,Specialty,49-3031
770,Transit Bus - Preventive Maintenance and Inspection (PMI) (H8),National Institute for Automotive Service Excellence,Specialty,49-3031
771,Certified Irrigation Designer - Agriculture,Irrigation Association,Specialty,49-3041
772,Certified Landscape Irrigation Auditor,Irrigation Association,Specialty,49-3041
773,Certified Irrigation Designer - Landscape,Irrigation Association,Advanced,49-3041
774,Oil Monitoring Analyst I,Society of Tribologists and Lubrication Engineers,Core,49-3042
775,Fluid Power Connector and Conductor,International Fluid Power Society,Advanced,49-3042
776,Certified Equipment Manager,Association of Equipment Management Professionals,Advanced,49-3042
777,Fluid Power Pneumatic Mechanic,International Fluid Power Society,Advanced,49-3042
778,Fluid Power Mobile Hydraulic Mechanic,International Fluid Power Society,Advanced,49-3042
779,Fluid Power Industrial Hydraulic Mechanic,International Fluid Power Society,Advanced,49-3042
780,Certified Lubrication Specialist,Society of Tribologists and Lubrication Engineers,Specialty,49-3042
781,Generator Technician Certification,Equipment & Engine Training Council,Specialty,49-3053
782,Electrical Technician Certification,Equipment & Engine Training Council,Specialty,49-3053
783,Compact Diesel Technician Certification,Equipment & Engine Training Council,Specialty,49-3053
784,Two Stroke Engine Certification Test,Equipment & Engine Training Council,Specialty,49-3053
785,Driveline/Hydro Technician Certification,Equipment & Engine Training Council,Specialty,49-3053
786,Reel Technology Certification,Equipment & Engine Training Council,Specialty,49-3053
787,Four Stroke Engine Certification Test,Equipment & Engine Training Council,Specialty,49-3053
788,Mechanical Systems Certification Test,Equipment & Engine Training Council,Unclassified,49-3053
789,Principles of Small Engine Technology,Equipment & Engine Training Council,Core,49-3053
790,Certified Bicycle Technician,United Bicycle Institute,Core,49-3091
791,Master Specialist Hands On Supply Water Temperature Reset Controls Set-up and Testing,ESCO Group,Advanced,49-9012
792,Master Specialist Hands On Water Valve Leakage Testing,ESCO Group,Advanced,49-9012
793,Air Distribution Installation Certification,"North American Technician Excellence, Inc.",Specialty,49-9021
794,Air to Air Heat Pump Service Certification,"North American Technician Excellence, Inc.",Specialty,49-9021
795,Air to Air Heat Pump Installation,"North American Technician Excellence, Inc.",Specialty,49-9021
796,Gas Heating (Air) Installation,"North American Technician Excellence, Inc.",Specialty,49-9021
797,Gas Heat Certification,ESCO Group,Core,49-9021
798,Heat Pump Installer Certification,ESCO Group,Core,49-9021
799,Certified Master Specialist Hands-On - Residential Gas Furnace,ESCO Group,Core,49-9021
800,Hydronics Gas Service,"North American Technician Excellence, Inc.",Specialty,49-9021
801,HVAC Efficiency Analyst - Senior,"North American Technician Excellence, Inc.",Specialty,49-9021
802,Certified Industrial Refrigeration Operator,Refrigerating Engineers & Technicians Association,Core,49-9021
803,Master Specialist Hands On Combustion Analysis Certification,ESCO Group,Specialty,49-9021
804,Air Leakage Control Installer,Building Performance Institute,Core,49-9021
805,Section 608 Technician Certification (Type II),Environmental Protection Agency,Advanced,49-9021
806,Infiltration and Duct Leakage,Building Performance Institute,Core,49-9021
807,Crew Leader,Building Performance Institute,Core,49-9021
808,Principles of Electrical and Refrigeration Theory,ESCO Group,Core,49-9021
809,Light Commercial Air Conditioning Certification,ESCO Group,Core,49-9021
810,Basic Refrigeration and Charging Procedures Certification,ESCO Group,Core,49-9021
811,"Master Specialist Hands On Constant Air Volume, A/C and Heat Pump Systems Set-up and Commissioning",ESCO Group,Core,49-9021
812,Carbon Monoxide Safety Certification,ESCO Group,Core,49-9021
813,Green Awareness Certification,ESCO Group,Core,49-9021
814,Universal R-410A Certification,ESCO Group,Core,49-9021
815,Instructor Certification,Air Conditioning Contractors of America,Advanced,49-9021
816,Master Specialist Hands On Building Automation Systems Set-up and Commissioning,ESCO Group,Core,49-9021
817,Carbon Monoxide & Combustion Analysis Certification,ESCO Group,Core,49-9021
818,Master Specialist Hands On Residential Air Conditioning,ESCO Group,Advanced,49-9021
819,Combustion Appliance Zone Certification,ESCO Group,Core,49-9021
820,Residential & Light Commercial Hydronic Heat Certification,ESCO Group,Core,49-9021
821,Master Specialist Residential Electric Heat,ESCO Group,Advanced,49-9021
822,Master Specialist Hands On System Charging and Start-up,ESCO Group,Advanced,49-9021
823,Certified Electrical Safety Technician,National Fire Protection Association,Core,49-9021
824,Certified in Hydrocarbon Refrigerants,ESCO Group,Core,49-9021
825,Master Specialist Hands On Air Economizer Controls,ESCO Group,Advanced,49-9021
826,Master Specialist Hands On Commercial TEV Metering Device Troubleshooting,ESCO Group,Core,49-9021
827,Fuel Oil Combustion Certification,ESCO Group,Core,49-9021
828,Heating Associate,North American Board of Certified Energy Practitioners,Core,49-9021
829,Hydronics Oil Service,"North American Technician Excellence, Inc.",Specialty,49-9021
830,Certified Refrigeration Compliance Manager,National Registry of Environmental Professionals,Advanced,49-9021
831,Air Conditioning Installation Technician,"North American Technician Excellence, Inc.",Specialty,49-9021
832,Oil Heating (Air) Service,"North American Technician Excellence, Inc.",Specialty,49-9021
833,Cleanroom Testing Engineer,Associated Air Balance Council,Advanced,49-9021
834,Air Systems Cleaning Specialist,National Air Ducts Cleaning Association,Specialty,49-9021
835,Light Commercial Air Conditioning Certification,ESCO Group,Specialty,49-9021
836,Residential and Light Commercial Low Pressure Hydronic Heat Certification,ESCO Group,Specialty,49-9021
837,Master Specialist Residential Electric Heat,ESCO Group,Core,49-9021
838,Heating Professional,Building Performance Institute,Core,49-9021
839,Residential Air Conditioning Certification,ESCO Group,Specialty,49-9021
840,Master Oil Heat Specialist Certification,ESCO Group,Core,49-9021
841,Ground Source Heat Pump Loop,"North American Technician Excellence, Inc.",Specialty,49-9021
842,Certified Master Technician,Professional Service Association,Advanced,49-9021
843,Master Specialist Hands On Light Commercial Air Conditioning Certification,ESCO Group,Specialty,49-9021
844,EPA Section 608 Certification - Refrigerant Handling,Air Conditioning Contractors of America,Core,49-9021
845,System Diagnostics & Troubleshooting Certification,ESCO Group,Core,49-9021
846,Geothermal Heat Pump Certification,ESCO Group,Core,49-9021
847,Master Specialist Hands On System Charging and Start-up,ESCO Group,Core,49-9021
848,Master Specialist Hands On Air Economizer Controls,ESCO Group,Core,49-9021
849,System Diagnostics and Troubleshooting,ESCO Group,Core,49-9021
850,Carbon Monoxide & Combustion Analysis Certification,ESCO Group,Core,49-9021
851,Master Specialist Hands On Calculating Indoor Air CFM,ESCO Group,Advanced,49-9021
852,Master Specialist Hands On Outdoor Air Set-up and Commissioning,ESCO Group,Advanced,49-9021
853,Master Specialist Hands On Hydronic System Variable Flow Control Set-up and Commissioning,ESCO Group,Advanced,49-9021
854,Certified Subject Matter Educator - Gas Heat,ESCO Group,Specialty,49-9021
855,Light Commercial HVAC Design,Air Conditioning Contractors of America,Core,49-9021
856,Residential HVAC Design for Quality Installation,Air Conditioning Contractors of America,Core,49-9021
857,Oil Heat Certification,ESCO Group,Core,49-9021
858,Electrical Certification,ESCO Group,Core,49-9021
859,Light Commercial Refrigeration Certification,ESCO Group,Core,49-9021
860,Master Specialist Hands On Residential Heat Gain and Heat Loss Calculation,ESCO Group,Core,49-9021
861,Master Specialist Hands On Outdoor Air Set-up and Commissioning,ESCO Group,Core,49-9021
862,Certified Duct and Envelope Testing,ESCO Group,Core,49-9021
863,Master Specialist Hands On Fault Detection & Diagnostics for Packaged DX Units Set-up and Commissioning,ESCO Group,Core,49-9021
864,"Master Specialist Hands On Constant Air Volume, A/C and Heat Pump Systems Set-up and Commissioning",ESCO Group,Advanced,49-9021
865,Master Specialist Hands On Residential Heat Gain and Heat Loss Calculation,ESCO Group,Core,49-9021
866,Master Specialist Hands On Duct Leak Testing,ESCO Group,Core,49-9021
867,Certified Residential Heat Load Analyst,ESCO Group,Core,49-9021
868,Basic Refrigeration and Charging Procedures Certification,ESCO Group,Core,49-9021
869,Master Specialist Hands On Economizer Set-up and Commissioning,ESCO Group,Advanced,49-9021
870,Air Distribution Service Technician,"North American Technician Excellence, Inc.",Specialty,49-9021
871,Air Conditioning Service Certification,"North American Technician Excellence, Inc.",Specialty,49-9021
872,Master Specialist Hands On Residential Air Conditioning,ESCO Group,Core,49-9021
873,Light Commercial Refrigeration Service,"North American Technician Excellence, Inc.",Specialty,49-9021
874,Commercial Refrigeration Service,"North American Technician Excellence, Inc.",Specialty,49-9021
875,Gas Heating (Air) Service,"North American Technician Excellence, Inc.",Specialty,49-9021
876,Certified National Appliance Service Technician - Refrigeration and Air Conditioning,International Society of Certified Electronics Technicians,Core,49-9021
877,Certified Ventilation Inspector,National Air Ducts Cleaning Association,Advanced,49-9021
878,Light Commercial Refrigeration Certification,ESCO Group,Specialty,49-9021
879,Heat Pump Service Certification,ESCO Group,Core,49-9021
880,Air Conditioning and Heat Pump Professional,Building Performance Institute,Core,49-9021
881,NAFA Certified Technician,National Air Filtration Association,Core,49-9021
882,Test and Balance Technician,Associated Air Balance Council,Advanced,49-9021
883,NAFA Certified Air Filter Specialist,National Air Filtration Association,Core,49-9021
884,Certified Technician,Professional Service Association,Advanced,49-9021
885,STAR HVAC Mastery,"National Inspection, Testing and Certification Corporation",Advanced,49-9021
886,STAR Commercial Refrigeration Mastery,"National Inspection, Testing and Certification Corporation",Advanced,49-9021
887,STAR Residential-Light Commercial HVACR Mastery,"National Inspection, Testing and Certification Corporation",Advanced,49-9021
888,Master Specialist Hands On Light Commercial Refrigeration Certification,ESCO Group,Specialty,49-9021
889,Master Specialist Hands On Residential Energy Auditing Certification,ESCO Group,Specialty,49-9021
890,Master Specialist Hands On Residential Heat Pump,ESCO Group,Specialty,49-9021
891,Master Specialist Hands On Water Valve Leakage Testing,ESCO Group,Core,49-9021
892,Master Specialist Hands On Residential Heat Pump,ESCO Group,Advanced,49-9021
893,Master Specialist Hands On Envelope Leak Testing,ESCO Group,Core,49-9021
894,Master Specialist Hands On Demand-Controlled Ventilation Set-up and Commissioning,ESCO Group,Core,49-9021
895,Master Specialist Hands On Hydronic System Variable Flow Control Set-up and Commissioning,ESCO Group,Core,49-9021
896,Combustion Appliance Zone Certification,ESCO Group,Core,49-9021
897,Carbon Monoxide Safety Certification,ESCO Group,Core,49-9021
898,Master Specialist Hands On Variable Air Volume Set-up and Commissioning,ESCO Group,Advanced,49-9021
899,Master Specialist Hands On Building Automation Systems Set-up and Commissioning,ESCO Group,Advanced,49-9021
900,Master Specialist Hands On Demand-Controlled Ventilation Set-up and Commissioning,ESCO Group,Advanced,49-9021
901,Master Specialist Hands On Duct Leak Testing,ESCO Group,Advanced,49-9021
902,Residential Heat Load Analyst,ESCO Group,Core,49-9021
903,Master Specialist Hands On Commercial TEV Metering Device Troubleshooting,ESCO Group,Advanced,49-9021
904,Geothermal Heat Pump Certification,ESCO Group,Core,49-9021
905,Master Specialist Hands On Fault Detection & Diagnostics for Packaged DX Units Set-up and Commissioning,ESCO Group,Advanced,49-9021
906,Combustion Appliance Zone Certification,ESCO Group,Core,49-9021
907,Master Specialist Hands On Calculating Indoor Air CFM,ESCO Group,Core,49-9021
908,Master Specialist Hands On Economizer Set-up and Commissioning,ESCO Group,Core,49-9021
909,Master Specialist Hands On Variable Air Volume Set-up and Commissioning,ESCO Group,Core,49-9021
910,Master Specialist Hands On Supply Water Temperature Reset Controls Set-up and Testing,ESCO Group,Unclassified,49-9021
911,Retrofit Installer Technician,Building Performance Institute,Core,49-9021
912,Section 608 Technician Certification (Universal),Environmental Protection Agency,Advanced,49-9021
913,Section 608 Technician Certification (Type III),Environmental Protection Agency,Advanced,49-9021
914,Heat Pump Certification,ESCO Group,Core,49-9021
915,Residential & Light Commercial Hydronic Heat Certification,ESCO Group,Core,49-9021
916,Fuel Oil Combustion Certification,ESCO Group,Core,49-9021
917,Fluid Power Pneumatic Technician,International Fluid Power Society,Advanced,49-9041
918,Fluid Power Electronic Controls Specialist,International Fluid Power Society,Specialty,49-9041
919,Certified Maintenance and Reliability Technician,Society for Maintenance & Reliability Professionals,Core,49-9041
920,Certified Vibration Analyst - Category III,Vibration Institute,Advanced,49-9041
921,Fluid Power Pneumatic Mechanic,International Fluid Power Society,Advanced,49-9041
922,Fluid Power Mobile Hydraulic Mechanic,International Fluid Power Society,Advanced,49-9041
923,Fluid Power Industrial Hydraulic Mechanic,International Fluid Power Society,Advanced,49-9041
924,Fluid Power Accredited Instructor,International Fluid Power Society,Advanced,49-9041
925,Fluid Power Connector and Conductor,International Fluid Power Society,Advanced,49-9041
926,Certified Vibration Analyst Category I,Vibration Institute,Advanced,49-9041
927,Plant Maintenance Technologist Certification Class II,Association of Boards of Certification,Core,49-9041
928,Plant Maintenance Technologist Certification Class III,Association of Boards of Certification,Advanced,49-9041
929,Mechatronics: Fluid Power 1,Packaging Machinery Manufacturing Institute,Core,49-9041
930,Certified Vibration Analyst - Category IV,Vibration Institute,Advanced,49-9041
931,Certified Vibration Analyst - Category II,Vibration Institute,Advanced,49-9041
932,"Machine Maintenance, Service and Repair Level II - Preventative Maintenance",National Institute for Metalworking Skills,Advanced,49-9043
933,Certified Maintenance and Reliability Technician,Society for Maintenance & Reliability Professionals,Core,49-9043
934,"Machine Maintenance, Service and Repair Level III - Machine Repair/Rebuilding",National Institute for Metalworking Skills,Advanced,49-9043
935,Level I Machine Lubricant Analyst,International Council for Machinery Lubrication,Core,49-9043
936,Level II Machine Lubricant Analyst,International Council for Machinery Lubrication,Core,49-9043
937,Level III Machine Lubricant Analyst,International Council for Machinery Lubrication,Advanced,49-9043
938,Fluid Power Connector and Conductor,International Fluid Power Society,Advanced,49-9044
939,"BICSI Installer 2, Copper",Building Industry Consulting Service International,Advanced,49-9052
940,Fiber Optics Designer,ETA International,Core,49-9052
941,Fiber Optics Technician,ETA International,Specialty,49-9052
942,Fiber Optics Installer,ETA International,Specialty,49-9052
943,Certified Fiber Optic Specialist/Testing,The Fiber Optic Association Inc.,Specialty,49-9052
944,Fiber Optics Technician-Inside Plant,ETA International,Core,49-9052
945,Data Cabling Installer,ETA International,Core,49-9052
946,"ARINC Installer, Technician",ETA International,Advanced,49-9052
947,Certified Fiber Optic Technician - Home/Premise/Curb/Node,The Fiber Optic Association Inc.,Specialty,49-9052
948,Certified Fiber Optic Instructor,The Fiber Optic Association Inc.,Advanced,49-9052
949,Certified Fiber Optic Specialist/Connectors,The Fiber Optic Association Inc.,Specialty,49-9052
950,Broadband Premises Technician,Society of Cable Telecommunications Engineers,Advanced,49-9052
951,Inside Electrical Craft Certification,Electrical Training Alliance,Core,49-9052
952,Cable Splicing Certification,Electrical Training Alliance,Core,49-9052
953,Business Class Services Specialist,Society of Cable Telecommunications Engineers,Core,49-9052
954,Broadband-Voice over Internet Protocol,ETA International,Core,49-9052
955,Fiber Optics Technician - Outside Plant,ETA International,Core,49-9052
956,"BICSI Installer 2, Optical Fiber",Building Industry Consulting Service International,Advanced,49-9052
957,BICSI Technician,Building Industry Consulting Service International,Core,49-9052
958,Certified Fiber Optic Specialist/Splicing,The Fiber Optic Association Inc.,Specialty,49-9052
959,Certified Fiber Optic Specialist/Design,The Fiber Optic Association Inc.,Specialty,49-9052
960,Certified Fiber Optic Specialist - Outside Plant,The Fiber Optic Association Inc.,Specialty,49-9052
961,Broadband Premises Expert,Society of Cable Telecommunications Engineers,Advanced,49-9052
962,Fiber To The Antenna,ETA International,Core,49-9052
963,BICSI Installer 1,Building Industry Consulting Service International,Core,49-9052
964,Certified DME Specialist,Board of Certification/Accreditation International,Core,49-9062
965,Certified Electronics Technician - Journeyman-Level - Medical,International Society of Certified Electronics Technicians,Specialty,49-9062
966,Certified Radiology Equipment Specialist,Association for the Advancement of Medical Instrumentation,Advanced,49-9062
967,Certified Biomedical Equipment Technician,Association for the Advancement of Medical Instrumentation,Advanced,49-9062
968,Biomedical Imaging Electronics Technician,ETA International,Advanced,49-9062
969,Certified Hemodialysis Bio-Medical Technician,Board of Nephrology Examiners Technology Nursing,Core,49-9062
970,Certified Master Watchmaker of the 21st Century,American Watchmakers-Clockmakers Institute,Advanced,49-9064
971,Certified Watchmaker of the 21st Century,American Watchmakers-Clockmakers Institute,Core,49-9064
972,Certified Building Operator,Building Operators Certification,Core,49-9071
973,Certified Apartment Maintenance Technician,National Apartment Association,Core,49-9071
974,Certified Maintenance Employee,American Hotel and Lodging Association Educational Institute,Core,49-9071
975,Certified Maintenance and Reliability Technician,Society for Maintenance & Reliability Professionals,Core,49-9071
976,Small Wind Installer - Level 1,ETA International,Advanced,49-9081
977,Small Wind Associate,North American Board of Certified Energy Practitioners,Core,49-9081
978,Bell/Saturation Diving Supervisor,Association of Diving Contractors International,Specialty,49-9092
979,Open Water Diver,Professional Association of Diving Instructors,Core,49-9092
980,Saturation Technician,Association of Diving Contractors International,Specialty,49-9092
981,Diver Medic Technician,National Board of Diving and Hyperbaric Medical Technology,Specialty,49-9092
982,Mixed Gas Diving Supervisor,Association of Diving Contractors International,Specialty,49-9092
983,Life Support Technician,Association of Diving Contractors International,Specialty,49-9092
984,Mixed Gas Diver,Association of Diving Contractors International,Specialty,49-9092
985,Air Diver,Association of Diving Contractors International,Specialty,49-9092
986,Air Diving Supervisor,Association of Diving Contractors International,Specialty,49-9092
987,Bell/Saturation Diving,Association of Diving Contractors International,Specialty,49-9092
988,Nitrobox Supervisor,Association of Diving Contractors International,Specialty,49-9092
989,Entry Level Tender Diver,Association of Diving Contractors International,Specialty,49-9092
990,Entry Level Tender Diver,Association of Diving Contractors International,Core,49-9092
991,Certified Registered Locksmith,Associated Locksmiths of America,Core,49-9094
992,Certified Master Locksmith,Associated Locksmiths of America,Advanced,49-9094
993,Certified Professional Locksmith,Associated Locksmiths of America,Advanced,49-9094
994,Certified Master Safe Technician,Associated Locksmiths of America,Advanced,49-9094
995,Certified Professional Safe Technician,Associated Locksmiths of America,Core,49-9094
996,Fundamental Locksmith,Associated Locksmiths of America,Core,49-9094
997,Manufactured Housing Professional,Building Performance Institute,Core,49-9095
998,Envelope Professional,Building Performance Institute,Specialty,49-9095
999,Rigger and Signal Person Certification,National Center for Construction Education and Research,Advanced,49-9097
1000,Certified Electrical Safety Worker,National Fire Protection Association,Core,49-9098
1001,Heat Pump Service Certification,ESCO Group,Core,49-9098
1002,Universal Design Certified Remodeler,National Association of the Remodeling Industry,Core,49-9098
1003,Heat Pump Installer Certification,ESCO Group,Core,49-9098
1004,Welding Inspection and Metallurgy Professional,American Petroleum Institute,Advanced,51-2041
1005,Certified Metalworking Fluids Specialist,Society of Tribologists and Lubrication Engineers,Core,51-2041
1006,Certified Master Watchmaker of the 21st Century,American Watchmakers-Clockmakers Institute,Advanced,51-2061
1007,Certified Watchmaker of the 21st Century,American Watchmakers-Clockmakers Institute,Core,51-2061
1008,Screw Machining Level II - Operate with Single Spindles II,National Institute for Metalworking Skills,Advanced,51-4023
1009,Screw Machining Level III - Set Up & Operate with Multiple Spindles III,National Institute for Metalworking Skills,Advanced,51-4023
1010,Screw Machining Level II - Operate with Multiple Spindles II,National Institute for Metalworking Skills,Advanced,51-4023
1011,Screw Machining Level III - Set Up & Operate with Single Spindles III,National Institute for Metalworking Skills,Advanced,51-4023
1012,Machining Level I - CNC Milling: Programming Setup & Operations,National Institute for Metalworking Skills,Core,51-4081
1013,Stamping Level II - Operate with Progressive Dies II,National Institute for Metalworking Skills,Advanced,51-4111
1014,Stamping Level III - Setup with Deep Draw Dies III,National Institute for Metalworking Skills,Advanced,51-4111
1015,Diemaking Level III,National Institute for Metalworking Skills,Advanced,51-4111
1016,Stamping Level II - Compound Dies,National Institute for Metalworking Skills,Advanced,51-4111
1017,Level III - Setup with Single Hit Tooling III,National Institute for Metalworking Skills,Advanced,51-4111
1018,Stamping Level II - Operate with Single Hit Tooling II,National Institute for Metalworking Skills,Advanced,51-4111
1019,Stamping Level II - Operate with Deep Draw Dies II,National Institute for Metalworking Skills,Advanced,51-4111
1020,Stamping Level III - Setup with Progressive Dies III,National Institute for Metalworking Skills,Advanced,51-4111
1021,Stamping Level III - Setup with Compound Dies III,National Institute for Metalworking Skills,Advanced,51-4111
1022,Diemaking Level II,National Institute for Metalworking Skills,Advanced,51-4111
1023,Certified Oil Monitoring Analyst II,Society of Tribologists and Lubrication Engineers,Advanced,51-4111
1024,Protective Coatings Specialist - Industrial and Marine Structures,Society for Protective Coatings,Core,51-4193
1025,Coatings Inspector Program Level 3 - Peer Review,NACE International,Core,51-4193
1026,Protective Coating Technician,NACE International,Core,51-4193
