"","full_address","must_inc_number_address","bedrooms","bathrooms","sqft","text","source"
"723","1695 44TH ST NE, MCCANNA, ND, 58251","""1695"" 44TH ST NE, MCCANNA, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/1695-44th-St-NE...1695 44th St NE, Mccanna, ND 58251 | ZillowWeb1695 44th St NE, Mccanna, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"724","3262 17TH AVE NE, ARVILLA, ND, 58214","""3262"" 17TH AVE NE, ARVILLA, ND, 58214","4","3","5,637","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...3262 17th Ave NE, Arvilla, ND 58214 | realtor.com®WebSee sales history and home details for 3262 17th Ave NE, Arvilla, ND 58214, a 4 bed, 3 bath, 5,637 Sq. Ft. single family home built in 2010 that was last sold on 02/27/2009. …","realtor"
"725","1735 43RD ST NE, LARIMORE, ND, 58251","""1735"" 43RD ST NE, LARIMORE, ND, 58251",NA,NA,NA,NA,NA
"726","1849 THOMAS DR, LARIMORE, ND, 58251","""1849"" THOMAS DR, LARIMORE, ND, 58251","5","4","1,720","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...1849 Thomas Dr, Larimore, ND 58251 | realtor.com®WebView 54 photos for 1849 Thomas Dr, Larimore, ND 58251, a 5 bed, 4 bath, 1,720 Sq. Ft. single family home built in 2005 that was last sold on 08/12/2019.Location: 1849 Thomas Dr, Larimore, 58251, ND","realtor"
"727","1829 37TH ST NE, LARIMORE, ND, 58251","""1829"" 37TH ST NE, LARIMORE, ND, 58251","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/1829-37th-St-NE...1829 37th St NE, Larimore, ND 58251 | ZillowWeb1829 37th St NE , Larimore, ND 58251-9713 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …Location: 1825 37th St NE, Larimore, 58251, ND","zillow"
"728","1837 THOMAS DR, LARIMORE, ND, 58251","""1837"" THOMAS DR, LARIMORE, ND, 58251","3","2","3,528","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...1837 Thomas Dr, Larimore, ND 58251 | realtor.com®Web1837 Thomas Dr, is a single family home, built in 2000, with 3 beds and 2 bath, at 3,528 sqft. This home is currently not for sale, this home is estimated to be valued at $459,821.","realtor"
"729","1811 35TH ST NE, LARIMORE, ND, 58251","""1811"" 35TH ST NE, LARIMORE, ND, 58251","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/1811-35th-St-NE...1811 35th St NE, Larimore, ND 58251 | ZillowWeb1811 35th St NE , Larimore, ND 58251-9758 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"730","1825 35TH ST NE, LARIMORE, ND, 58251","""1825"" 35TH ST NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/1825-35th-St-NE...1825 35th St NE, Larimore, ND 58251 | ZillowWebMulti-family Condos/Co-ops Lots/Land Apartments Manufactured More filters","zillow"
"731","1837 35TH ST NE, LARIMORE, ND, 58251","""1837"" 35TH ST NE, LARIMORE, ND, 58251","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/1837-35th-St-NE...1837 35th St NE, Larimore, ND 58251 | ZillowWeb1837 35th St NE , Larimore, ND 58251-9758 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …Location: 1851 35th St NE, Larimore, 58251, ND","zillow"
"732","1845 36TH ST NE, LARIMORE, ND, 58251","""1845"" 36TH ST NE, LARIMORE, ND, 58251","3","1",NA,"realtor.comhttps://www.realtor.com › ...1845 36th St NE, Larimore, ND 58251 | realtor.com®Web1845 36th St NE, is a single family home, built in 2003, with 3 beds and 1 bath, at 3,720 …Location: 1845 36th St NE, Larimore, 58251, ND","realtor"
"733","1850 39TH ST NE, LARIMORE, ND, 58251","""1850"" 39TH ST NE, LARIMORE, ND, 58251","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/1850-39th-St-NE...1850 39th St NE, Larimore, ND 58251 | ZillowWeb1850 39th St NE , Larimore, ND 58251-9718 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"734","1856 39TH ST NE, LARIMORE, ND, 58251","""1856"" 39TH ST NE, LARIMORE, ND, 58251","3","2","3,702","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...1856 39th St NE, Larimore, ND 58251 | realtor.com®Web1856 39th St NE, is a single family home, built in 1967, with 3 beds and 2 bath, at 3,702 sqft. This home is currently not for sale, this home is estimated to be valued at $415,300.","realtor"
"735","1865 39TH ST NE, LARIMORE, ND, 58251","""1865"" 39TH ST NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/1865-39th-St-NE...1865 39th St NE, Larimore, ND 58251 | ZillowWeb1865 39th St NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"736","3488 FOLEY AVE, LARIMORE, ND, 58251","""3488"" FOLEY AVE, LARIMORE, ND, 58251","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 3488-Foley-Ave...3488 Foley Ave, Larimore, ND 58251 | ZillowWeb3488 Foley Ave , Larimore, ND 58251-9632 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"737","1885 DAVID DR NE, LARIMORE, ND, 58251","""1885"" DAVID DR NE, LARIMORE, ND, 58251","4","2.5","2,526","Zillowhttps://www.zillow.com/homedetails/1885-David-Dr...1885 David Dr NE, Larimore, ND 58251 WebThe 2,526 Square Feet single family home is a 4 beds, 2.5 baths property. This home was built in 2017 and last sold on 2021-12-03 for $--. View more property details, sales …","zillow"
"738","3422 US 2, LARIMORE, ND, 58251","""3422"" US 2, LARIMORE, ND, 58251","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/3422-Us-Highway...3422 Us Highway 2, Larimore, ND 58251 | ZillowWeb3422 US Highway 2 , Larimore, ND 58251-9755 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"739","3567 US 2, LARIMORE, ND, 58251","""3567"" US 2, LARIMORE, ND, 58251","3","2","3,992","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...3567 US 2, Larimore, ND 58251 | realtor.com®Web3567 US 2, is a single family home, built in 1996, with 3 beds and 2 bath, at 3,992 sqft. This home is currently not for sale, this home is estimated to be valued at $323,000.","realtor"
"740","3575 20TH AVE NE, LARIMORE, ND, 58251","""3575"" 20TH AVE NE, LARIMORE, ND, 58251","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/3575-20th-Ave...3575 20th Ave NE, Larimore, ND 58251 | ZillowWeb3575 20th Ave NE , Larimore, ND 58251-9752 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"741","4050 20TH AVE NE, LARIMORE, ND, 58251","""4050"" 20TH AVE NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/4050-20th-Ave...4050 20th Ave NE, Larimore, ND 58251 | ZillowWeb4050 20th Ave NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"742","2018 36TH ST NE, LARIMORE, ND, 58251","""2018"" 36TH ST NE, LARIMORE, ND, 58251","2","1","1,932","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...2018 36th St NE, Larimore, ND 58251 | realtor.com®WebView 12 photos for 2018 36th St NE, Larimore, ND 58251, a 2 bed, 1 bath, 1,932 Sq. Ft. single family home built in 1966 that was last sold on 03/17/2011.","realtor"
"743","2020 36TH ST NE, LARIMORE, ND, 58251","""2020"" 36TH ST NE, LARIMORE, ND, 58251","2","1","2,550","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...2020 36th St NE, Larimore, ND 58251 | realtor.com®Web2020 36th St NE, is a single family home, built in 1977, with 2 beds and 1 bath, at 2,550 sqft. This home is currently not for sale, this home is estimated to be valued at $255,000. …Location: 2020 36th St NE, Larimore, 58251, ND","realtor"
"744","3532 20TH AVE NE, LARIMORE, ND, 58251","""3532"" 20TH AVE NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/3532-20th-Ave...3532 20th Ave NE, Larimore, ND 58251 | ZillowWeb3532 20th Ave NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"745","2054 35TH ST NE, LARIMORE, ND, 58251","""2054"" 35TH ST NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/2054-35th-St-NE...2054 35th St NE, Larimore, ND 58251 | ZillowWeb2054 35th St NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"746","3551 21ST AVE NE, LARIMORE, ND, 58251","""3551"" 21ST AVE NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/3551-21st-Ave...3551 21st Ave NE, Larimore, ND 58251 | ZillowWeb3551 21st Ave NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"747","3154 21ST AVE NE, ARVILLA, ND, 58214","""3154"" 21ST AVE NE, ARVILLA, ND, 58214","3","3","1,556","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...3154 21st Ave NE, Arvilla, ND 58214 | realtor.com®WebSee sales history and home details for 3154 21st Ave NE, Arvilla, ND 58214, a 3 bed, 3 bath, 1,556 Sq. Ft. single family home built in 2016 that was last sold on 07/22/2015.Explore further3154 21ST AVE NE, ARVILLA, ND 58214 | RE/MAXremax.com2421 154th Ave NW Andover, MN 55304 - Coldwell Bankercoldwellbankerhomes.com2421 154th Avenue NW, Andover, MN 55304 - Homesnaphomesnap.com2421 154th Ave NW, Andover, MN 55304homes.comRecommended to you based on what's popular • Feedback","realtor"
"748","2148 37TH ST NE, LARIMORE, ND, 58251","""2148"" 37TH ST NE, LARIMORE, ND, 58251","3","0.5","1,948","realtor.comhttps://www.realtor.com › ...2148 37th St NE, Larimore, ND 58251 | realtor.com®Web2148 37th St NE, Larimore, ND 58251. 3 bed. 0.5 bath. 1,948 sqft. 3.54 acre lot. 2148 37th St NE, a single family home located in Larimore, ND has 3 beds, 1 baths, and is 1,948 …Location: 2148 37th St NE, Larimore, 58251, ND","realtor"
"749","3323 22ND AVE NE, ARVILLA, ND, 58214","""3323"" 22ND AVE NE, ARVILLA, ND, 58214",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/3323-22nd-Ave...3323 22nd Ave NE, Arvilla, ND 58214 Web3323 22nd Ave NE, Arvilla, ND 58214 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"750","2254 38TH ST NE, LARIMORE, ND, 58251","""2254"" 38TH ST NE, LARIMORE, ND, 58251","3","1",NA,"realtor.comhttps://www.realtor.com/realestateandhomes-detail/...2254 38th St NE, Larimore, ND 58251 | realtor.com®Web2254 38th St NE, is a single family home, built in 1950, with 3 beds and 1 bath, at 1,000 …Location: 2254 38th St NE, Larimore, 58251, ND","realtor"
"751","3722 23RD AVE NE, LARIMORE, ND, 58251","""3722"" 23RD AVE NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/3722-23rd-Ave...3722 23rd Ave NE, Larimore, ND 58251 | ZillowWeb3722 23rd Ave NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"752","2312 35TH ST NE, LARIMORE, ND, 58251","""2312"" 35TH ST NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/2312-35th-St-NE...2312 35th St NE, Larimore, ND 58251 | ZillowWeb2312 35th St NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"753","2451 37TH ST NE, LARIMORE, ND, 58251","""2451"" 37TH ST NE, LARIMORE, ND, 58251","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/2451-37th-St-NE...2451 37th St NE, Larimore, ND 58251 | ZillowWeb2451 37th St NE , Larimore, ND 58251-9736 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"754","3441 25TH AVE NE, LARIMORE, ND, 58251","""3441"" 25TH AVE NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/3441-25th-Ave...3441 25th Ave NE, Larimore, ND 58251 | ZillowWeb3441 25th Ave NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"755","3502 25TH AVE NE, LARIMORE, ND, 58251","""3502"" 25TH AVE NE, LARIMORE, ND, 58251","4","2","2,184","realtor.comhttps://www.realtor.com/realestateandhomes-detail/...3502 25th Ave NE, Larimore, ND 58251 | realtor.com®Web3502 25th Ave NE, is a single family home, built in 1950, with 4 beds and 2 bath, at 2,184 sqft. This home is currently not for sale, this home is estimated to be valued at $234,000.Location: 3502 25th Ave NE, Larimore, 58251, ND","realtor"
"756","3444 25TH AVE NE, LARIMORE, ND, 58251","""3444"" 25TH AVE NE, LARIMORE, ND, 58251",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/3444-25th-Ave...3444 25th Ave NE, Larimore, ND 58251 | ZillowWeb3444 25th Ave NE, Larimore, ND 58251 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $--. …","zillow"
"757","14266 58TH ST NE, FOREST RIVER, ND, 58233","""14266"" 58TH ST NE, FOREST RIVER, ND, 58233","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14266-58th-St...14266 58th St NE, Forest River, ND 58233 | ZillowWeb14266 58th St NE , Forest River, ND 58233-9642 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"758","5861 145TH AVE NE, FOREST RIVER, ND, 58233","""5861"" 145TH AVE NE, FOREST RIVER, ND, 58233","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/5861-145th-Ave...5861 145th Ave NE, Forest River, ND 58233 | ZillowWeb5861 145th Ave NE , Forest River, ND 58233-9647 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on …","zillow"
"759","14240 59TH ST NE, PISEK, ND, 58273","""14240"" 59TH ST NE, PISEK, ND, 58273","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14240-59th-St...14240 59th St NE, Pisek, ND 58273 | ZillowWeb14240 59th St NE , Pisek, ND 58273-9349 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"760","5985 141ST AVE NE, PISEK, ND, 58273","""5985"" 141ST AVE NE, PISEK, ND, 58273",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/5985-14…5985 141st Ave NE, Pisek, ND 58273 | ZillowWeb5985 141st Ave NE, Pisek, ND 58273 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2023-07-10 for $--. View more property details, sales …","zillow"
"761","6030 145TH AVE NE, MINTO, ND, 58261","""6030"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6030-145th-Ave...6030 145th Ave NE, Minto, ND 58261 | ZillowWeb6030 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"762","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"763","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View more property details, sales history and Zestimate data on Zillow.","zillow"
"764","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"765","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"766","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 Web6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"767","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"768","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View more property details, sales history and Zestimate data on Zillow.","zillow"
"769","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 Web6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"770","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"771","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"772","6056 145TH AVE NE, MINTO, ND, 58261","""6056"" 145TH AVE NE, MINTO, ND, 58261","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6056-145th-Ave...6056 145th Ave NE, Minto, ND 58261 | ZillowWeb6056 145th Ave NE , Minto, ND 58261-9409 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"773","14044 COUNTY ROAD 15, GRAFTON, ND, 58237","""14044"" COUNTY ROAD 15, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14044-County...14044 County Road 15, Grafton, ND 58237 | ZillowWeb14044 County Road 15 , Grafton, ND 58237-9175 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"774","6281 COUNTY ROAD 8, GRAFTON, ND, 58237","""6281"" COUNTY ROAD 8, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6281-County...6281 County Road 8, Grafton, ND 58237 | ZillowWeb6281 County Road 8 , Grafton, ND 58237-9119 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"775","102 KARNIK AVE, GRAFTON, ND, 58237","""102"" KARNIK AVE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/102-Karnik-Ave...102 Karnik Ave, Grafton, ND 58237 | ZillowWeb102 Karnik Ave , Grafton, ND 58237-9101 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"776","111 KARNIK AVE, GRAFTON, ND, 58237","""111"" KARNIK AVE, GRAFTON, ND, 58237","4","1",NA,"Zillowhttps://www.zillow.com/homedetails/111-Kar…111 Karnik Ave, Grafton, ND 58237 | ZillowWebThe description and property data below may’ve been provided by a third party, the homeowner or public records. This 4 Bed, 1 Bath 1 Car …Location: 111 Karnik Ave, Grafton, 58237, ND","zillow"
"777","111 KARNIK AVE, GRAFTON, ND, 58237","""111"" KARNIK AVE, GRAFTON, ND, 58237","4","1",NA,"Zillowhttps://www.zillow.com/homedetails/111-Kar…111 Karnik Ave, Grafton, ND 58237 | ZillowWebThe description and property data below may’ve been provided by a third party, the homeowner or public records. This 4 Bed, 1 Bath 1 Car …Location: 111 Karnik Ave, Grafton, 58237, ND","zillow"
"778","111 KARNIK AVE, GRAFTON, ND, 58237","""111"" KARNIK AVE, GRAFTON, ND, 58237","4","1",NA,"Zillowhttps://www.zillow.com/homedetails/111-Kar…111 Karnik Ave, Grafton, ND 58237 | ZillowWebThe description and property data below may’ve been provided by a third party, the homeowner or public records. This 4 Bed, 1 Bath 1 Car …Location: 111 Karnik Ave, Grafton, 58237, ND","zillow"
"779","111 KARNIK AVE, GRAFTON, ND, 58237","""111"" KARNIK AVE, GRAFTON, ND, 58237","4","1",NA,"Zillowhttps://www.zillow.com/homedetails/111-Kar…111 Karnik Ave, Grafton, ND 58237 | ZillowWebThe description and property data below may’ve been provided by a third party, the homeowner or public records. This 4 Bed, 1 Bath 1 Car …Location: 111 Karnik Ave, Grafton, 58237, ND","zillow"
"780","14046 63RD ST NE, GRAFTON, ND, 58237","""14046"" 63RD ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14046-63rd-St...14046 63rd St NE, Grafton, ND 58237 | ZillowWeb14046 63rd St NE , Grafton, ND 58237-9173 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"781","14206 63RD ST NE, GRAFTON, ND, 58237","""14206"" 63RD ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/14206-63rd-St...14206 63rd St NE, Grafton, ND 58237 | ZillowWeb14206 63rd St NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on 2017-05 …","zillow"
"782","14198 63RD ST NE, GRAFTON, ND, 58237","""14198"" 63RD ST NE, GRAFTON, ND, 58237","5","1","1980","realtor.comhttps://www.realtor.com/realestateandhome…14198 63rd St NE, Grafton, ND 58237 | realtor.com®Web14198 63rd St NE, Grafton, ND 58237 is contingent. View 25 photos of this 5 bed, 1 bath, 1980 sqft. single-family home with a list price of $249000.","realtor"
"783","14198 63RD ST NE, GRAFTON, ND, 58237","""14198"" 63RD ST NE, GRAFTON, ND, 58237","5","1","1980","realtor.comhttps://www.realtor.com › realestateandhome…14198 63rd St NE, Grafton, ND 58237 | realtor.com®Web14198 63rd St NE, Grafton, ND 58237 is contingent. View 25 photos of this 5 bed, 1 bath, 1980 sqft. single-family home with a list price of $249000.","realtor"
"784","14782 64TH ST NE, GRAFTON, ND, 58237","""14782"" 64TH ST NE, GRAFTON, ND, 58237",NA,NA,NA,"Zillowhttps://www.zillow.com/homedetails/14782-64th-St...14782 64th St NE, Grafton, ND 58237 | ZillowWeb14782 64th St NE, Grafton, ND 58237 is currently not for sale. The -- sqft single family home is a -- beds, -- baths property. This home was built in null and last sold on -- for $- …","zillow"
"785","6479 157TH AVE NE, GRAFTON, ND, 58237","""6479"" 157TH AVE NE, GRAFTON, ND, 58237","2","1.0",NA,"Zillowhttps://www.zillow.com/homedetails/6479-157th-Ave...6479 157th Ave NE, Grafton, ND 58237 | ZillowWeb6479 157th Ave NE , Grafton, ND 58237-8831 is currently not for sale. The sq. ft. single-family home is a 2 bed, 1.0 bath property. This home was built in 1917 and last sold on for. View more property details, sales history …","zillow"
"786","6505 147TH AVE NE, GRAFTON, ND, 58237","""6505"" 147TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 6505-147th-Ave...6505 147th Ave NE, Grafton, ND 58237 | ZillowWeb6505 147th Ave NE , Grafton, ND 58237-9197 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"787","14949 65TH ST NE, GRAFTON, ND, 58237","""14949"" 65TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/14949-65th-St...14949 65th St NE, Grafton, ND 58237 Web14949 65th St NE , Grafton, ND 58237-9201 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"788","6574 148TH AVE NE, GRAFTON, ND, 58237","""6574"" 148TH AVE NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/6574-148th-Ave...6574 148th Ave NE, Grafton, ND 58237 | ZillowWeb6574 148th Ave NE , Grafton, ND 58237-9208 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. …","zillow"
"789","15776 66TH ST NE, GRAFTON, ND, 58237","""15776"" 66TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com/homedetails/15776-66th-St...15776 66th St NE, Grafton, ND 58237 | ZillowWeb15776 66th St NE , Grafton, ND 58237-8836 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
"790","15776 66TH ST NE, GRAFTON, ND, 58237","""15776"" 66TH ST NE, GRAFTON, ND, 58237","0","0.0",NA,"Zillowhttps://www.zillow.com › homedetails › 15776-66th-St...15776 66th St NE, Grafton, ND 58237 | ZillowWeb15776 66th St NE , Grafton, ND 58237-8836 is currently not for sale. The sq. ft. single-family home is a 0 bed, 0.0 bath property. This home was built in and last sold on for. View …","zillow"
