"","lemma","verb_count","item2","cooccurence_count"
"5498","aggregate",3,"pbd",1
"5499","aggregate",3,"releas",1
"5500","aggregate",3,"reliance",1
"5501","aggregate",3,"strateg",1
"5502","aggregate",3,"tier",1
"5503","aggregate",3,"tw",1
"5504","aggregate",3,"vital",1
"5505","aggregate",3,"write",1
"5506","aim",3,"note",12
"5507","aim",3,"knowledge",6
"5508","aim",3,"alive",6
"5509","aim",3,"culture",5
"5510","aim",3,"native",5
"5511","airlift",3,"transportation",41
"5512","airlift",3,"note",39
"5513","airlift",3,"priority",37
"5514","airlift",3,"date",37
"5515","airlift",3,"include",37
"5516","alert",3,"note",54
"5517","alert",3,"dj",49
"5518","alert",3,"routine",48
"5519","alert",3,"description",47
"5520","alert",3,"appropriate",15
"5521","appear",3,"commodity",1
"5522","appear",3,"craft",1
"5523","appear",3,"decoy",1
"5524","appear",3,"eventually",1
"5525","appear",3,"falsification",1
"5526","appear",3,"fragmentation",1
"5527","appear",3,"frago",1
"5528","appear",3,"functionality",1
"5529","appear",3,"gray",1
"5530","appear",3,"logical",1
"5531","appear",3,"noncritical",1
"5532","appear",3,"noticeable",1
"5533","appear",3,"officially",1
"5534","appear",3,"populate",1
"5535","appear",3,"relay",1
"5536","appear",3,"reveal",1
"5537","appear",3,"secondary",1
"5538","appear",3,"spoof",1
"5539","appear",3,"sufficiency",1
"5540","appear",3,"tertiary",1
"5541","appear",3,"view",1
"5542","approach",3,"include",83
"5543","approach",3,"g",73
"5544","approach",3,"comprehensive",70
"5545","approach",3,"date",65
"5546","approach",3,"routine",65
"5547","attendant",3,"band",1
"5548","attendant",3,"certain",1
"5549","attendant",3,"charge",1
"5550","attendant",3,"circumstance",1
"5551","attendant",3,"designation",1
"5552","attendant",3,"deviate",1
"5553","attendant",3,"increasingly",1
"5554","attendant",3,"jpra",1
"5555","attendant",3,"license",1
"5556","attendant",3,"obscuration",1
"5557","attendant",3,"osia",1
"5558","attendant",3,"selection",1
"5559","attendant",3,"smoke",1
"5560","attendant",3,"subsequently",1
"5561","attendant",3,"violation",1
"5562","attrite",3,"avenue",2
"5563","attrite",3,"block",2
"5564","attrite",3,"canalize",1
"5565","attrite",3,"cliff",1
"5566","attrite",3,"combination",1
"5567","attrite",3,"countermobility",1
"5568","attrite",3,"demolition",1
"5569","attrite",3,"detonate",1
"5570","attrite",3,"encounter",1
"5571","attrite",3,"explode",1
"5572","attrite",3,"forest",1
"5573","attrite",3,"hinder",1
"5574","attrite",3,"immobilize",1
"5575","attrite",3,"impede",1
"5576","attrite",3,"impediment",1
"5577","attrite",3,"landmine",1
"5578","attrite",3,"lay",1
"5579","attrite",3,"merchant",1
"5580","attrite",3,"mountain",1
"5581","attrite",3,"placement",1
"5582","attrite",3,"possibility",1
"5583","attrite",3,"prohibit",1
"5584","attrite",3,"retreat",1
"5585","attrite",3,"sloc",1
"5586","attrite",3,"soft",1
"5587","attrite",3,"specifically",1
"5588","attrite",3,"subsurface",1
"5589","attrite",3,"swamp",1
"5590","attrite",3,"thus",1
"5591","attrite",3,"trade",1
"5592","attrite",3,"waterway",1
"5593","attrite",3,"word",1
"5594","battle",3,"note",90
"5595","battle",3,"priority",88
"5596","battle",3,"description",83
"5597","battle",3,"date",79
"5598","battle",3,"dj",79
"5599","battle",3,"routine",79
"5600","bear",3,"bring",3
"5601","bear",3,"consultation",1
"5602","bear",3,"currently",1
"5603","bear",3,"distance",1
"5604","bear",3,"four",1
"5605","bear",3,"jmao",1
"5606","bear",3,"jun",1
"5607","bear",3,"labor",1
"5608","bear",3,"mimic",1
"5609","bear",3,"nationality",1
"5610","bear",3,"negative",1
"5611","bear",3,"otherwise",1
"5612","bear",3,"overcome",1
"5613","bear",3,"overwatch",1
"5614","bear",3,"portcall",1
"5615","bear",3,"prohibition",1
"5616","bear",3,"scar",1
"5617","bear",3,"sofa",1
"5618","bear",3,"subsequent",1
"5619","bear",3,"substandard",1
"5620","bear",3,"unidentified",1
"5621","bear",3,"vii",1
"5622","bear",3,"violation",1
"5623","bear",3,"weaponry",1
"5624","belong",3,"exit",3
"5625","belong",3,"note",3
"5626","belong",3,"coastal",2
"5627","belong",3,"compose",2
"5628","belong",3,"dec",2
"5629","belong",3,"enter",2
"5630","belong",3,"neutral",2
"5631","belong",3,"occupy",2
"5632","belong",3,"attend",2
"5633","belong",3,"comprehend",2
"5634","belong",3,"navy",2
"5635","belong",3,"school",2
"5636","break",3,"news",2
"5637","break",3,"briefing",1
"5638","break",3,"carry",1
"5639","break",3,"chaplaincy",1
"5640","break",3,"compete",1
"5641","break",3,"competition",1
"5642","break",3,"designation",1
"5643","break",3,"drive",1
"5644","break",3,"embed",1
"5645","break",3,"equivalent",1
"5646","break",3,"familiar",1
"5647","break",3,"fast",1
"5648","break",3,"favorable",1
"5649","break",3,"grow",1
"5650","break",3,"hoc",1
"5651","break",3,"importance",1
"5652","break",3,"inextricably",1
"5653","break",3,"informative",1
"5654","break",3,"insight",1
"5655","break",3,"interactive",1
"5656","break",3,"mathematical",1
"5657","break",3,"meaningful",1
"5658","break",3,"nature",1
"5659","break",3,"njoic",1
"5660","break",3,"nmcc",1
"5661","break",3,"often",1
"5662","break",3,"opords",1
"5663","break",3,"particular",1
"5664","break",3,"pool",1
"5665","break",3,"significantly",1
"5666","break",3,"sociological",1
"5667","break",3,"story",1
"5668","break",3,"subsequent",1
"5669","break",3,"supportability",1
"5670","break",3,"sway",1
"5671","break",3,"talk",1
"5672","break",3,"theory",1
"5673","break",3,"topic",1
"5674","break",3,"underlie",1
"5675","break",3,"unplanned",1
"5676","break",3,"view",1
"5677","buy",3,"certain",1
"5678","buy",3,"classification",1
"5679","buy",3,"crew",1
"5680","buy",3,"dangerous",1
"5681","buy",3,"descriptive",1
"5682","buy",3,"desirable",1
"5683","buy",3,"dfars",1
"5684","buy",3,"displace",1
"5685","buy",3,"entire",1
"5686","buy",3,"escalation",1
"5687","buy",3,"expectation",1
"5688","buy",3,"fsc",1
"5689","buy",3,"incidence",1
"5690","buy",3,"intervention",1
"5691","buy",3,"kit",1
"5692","buy",3,"livestock",1
"5693","buy",3,"market",1
"5694","buy",3,"nsn",1
"5695","buy",3,"otherwise",1
"5696","buy",3,"oversee",1
"5697","buy",3,"play",1
"5698","buy",3,"quickly",1
"5699","buy",3,"recurrently",1
"5700","buy",3,"regulatory",1
"5701","buy",3,"rend",1
"5702","buy",3,"representation",1
"5703","buy",3,"sanitation",1
"5704","buy",3,"satisfaction",1
"5705","buy",3,"sell",1
"5706","buy",3,"spec",1
"5707","buy",3,"supplier",1
"5708","buy",3,"surge",1
"5709","buy",3,"tenant",1
"5710","buy",3,"transient",1
"5711","buy",3,"valuable",1
"5712","buy",3,"venue",1
"5713","calculate",3,"expect",3
"5714","calculate",3,"note",3
"5715","calculate",3,"yield",3
"5716","calculate",3,"contamination",2
"5717","calculate",3,"continuum",2
"5718","calculate",3,"dose",2
"5719","calculate",3,"fallout",2
"5720","calculate",3,"incapacitate",2
"5721","calculate",3,"limit",2
"5722","calculate",3,"nudet",2
"5723","calculate",3,"prediction",2
"5724","calculate",3,"render",2
"5725","calculate",3,"safeguard",2
"5726","calculate",3,"simplify",2
"5727","calculate",3,"competition",2
"5728","calculate",3,"distance",2
"5729","calculate",3,"governmental",2
"5730","calculate",3,"ii",2
"5731","calculate",3,"kilotons",2
"5732","calculate",3,"nbc",2
"5733","calculate",3,"plot",2
"5734","calculate",3,"relay",2
"5735","calculate",3,"zero",2
"5736","choose",3,"like",3
"5737","choose",3,"had",2
"5738","choose",3,"if",2
"5739","choose",3,"would",2
"5740","choose",3,"cip",1
"5741","choose",3,"combination",1
"5742","choose",3,"comparative",1
"5743","choose",3,"continually",1
"5744","choose",3,"cooperatively",1
"5745","choose",3,"cyclical",1
"5746","choose",3,"decide",1
"5747","choose",3,"dilemma",1
"5748","choose",3,"discrete",1
"5749","choose",3,"dlm",1
"5750","choose",3,"fall",1
"5751","choose",3,"fcp",1
"5752","choose",3,"gcp",1
"5753","choose",3,"globe",1
"5754","choose",3,"iterative",1
"5755","choose",3,"jcs",1
"5756","choose",3,"jmet",1
"5757","choose",3,"jun",1
"5758","choose",3,"legislation",1
"5759","choose",3,"manual",1
"5760","choose",3,"menu",1
"5761","choose",3,"milstrip",1
"5762","choose",3,"misunderstand",1
"5763","choose",3,"orchestrate",1
"5764","choose",3,"precursor",1
"5765","choose",3,"rarely",1
"5766","choose",3,"rationale",1
"5767","choose",3,"specialist",1
"5768","choose",3,"tcp",1
"5769","choose",3,"tier",1
"5770","choose",3,"undertake",1
"5771","code",3,"note",18
"5772","code",3,"sep",7
"5773","code",3,"expect",4
"5774","code",3,"usc",4
"5775","code",3,"gp",3
"5776","code",3,"yield",3
"5777","code",3,"hydrographic",3
"5778","compensate",3,"dependable",2
"5779","compensate",3,"enforce",2
"5780","compensate",3,"differentiate",1
"5781","compensate",3,"guerrilla",1
"5782","compensate",3,"ifo",1
"5783","compensate",3,"mind",1
"5784","compensate",3,"rebuild",1
"5785","compensate",3,"stable",1
"5786","compete",3,"simultaneous",2
"5787","compete",3,"complement",1
"5788","compete",3,"complementary",1
"5789","compete",3,"convince",1
"5790","compete",3,"credible",1
"5791","compete",3,"crucial",1
"5792","compete",3,"deconflicted",1
"5793","compete",3,"demarche",1
"5794","compete",3,"density",1
"5795","compete",3,"desert",1
"5796","compete",3,"designation",1
"5797","compete",3,"differ",1
"5798","compete",3,"diversion",1
"5799","compete",3,"drill",1
"5800","compete",3,"drive",1
"5801","compete",3,"executable",1
"5802","compete",3,"familiar",1
"5803","compete",3,"fast",1
"5804","compete",3,"food",1
"5805","compete",3,"frequently",1
"5806","compete",3,"hoc",1
"5807","compete",3,"horizontal",1
"5808","compete",3,"hunger",1
"5809","compete",3,"inextricably",1
"5810","compete",3,"informative",1
"5811","compete",3,"insight",1
"5812","compete",3,"interactive",1
"5813","compete",3,"iterative",1
"5814","compete",3,"jdn",1
"5815","compete",3,"judge",1
"5816","compete",3,"jun",1
"5817","compete",3,"large",1
"5818","compete",3,"likely",1
"5819","compete",3,"logistical",1
"5820","compete",3,"malign",1
"5821","compete",3,"master",1
"5822","compete",3,"mathematical",1
"5823","compete",3,"meaningful",1
"5824","compete",3,"moo",1
"5825","compete",3,"musical",1
"5826","compete",3,"nature",1
"5827","compete",3,"neutralization",1
"5828","compete",3,"now",1
"5829","compete",3,"often",1
"5830","compete",3,"overwhelm",1
"5831","compete",3,"particular",1
"5832","compete",3,"performer",1
"5833","compete",3,"privation",1
"5834","compete",3,"prompt",1
"5835","compete",3,"publicly",1
"5836","compete",3,"rather",1
"5837","compete",3,"realize",1
"5838","compete",3,"refrain",1
"5839","compete",3,"relieve",1
"5840","compete",3,"routinely",1
"5841","compete",3,"sanitation",1
"5842","compete",3,"scarce",1
"5843","compete",3,"serviceable",1
"5844","compete",3,"shelter",1
"5845","compete",3,"sociological",1
"5846","compete",3,"specifically",1
"5847","compete",3,"speedy",1
"5848","compete",3,"steady",1
"5849","compete",3,"sufficiently",1
"5850","compete",3,"surrender",1
"5851","compete",3,"theory",1
"5852","compete",3,"thus",1
"5853","compete",3,"traditionally",1
"5854","compete",3,"underlie",1
"5855","compete",3,"vertical",1
"5856","compete",3,"view",1
"5857","compete",3,"weaken",1
"5858","compete",3,"word",1
"5859","conclude",3,"detention",1
"5860","conclude",3,"inadvertent",1
"5861","conclude",3,"mnfs",1
"5862","conclude",3,"offset",1
"5863","conclude",3,"pnd",1
"5864","conclude",3,"prison",1
"5865","conclude",3,"promise",1
"5866","conclude",3,"supervisor",1
"5867","conclude",3,"trainer",1
"5868","consideration",3,"description",33
"5869","consideration",3,"dj",32
"5870","consideration",3,"routine",32
"5871","consideration",3,"note",32
"5872","consideration",3,"sep",11
"5873","correspond",3,"range",11
"5874","correspond",3,"scope",11
"5875","correspond",3,"sufficient",11
"5876","correspond",3,"wide",11
"5877","correspond",3,"tool",9
"5878","correspond",3,"maximize",9
"5879","correspond",3,"yield",9
"5880","correspond",3,"sufficiently",9
"5881","current",3,"description",162
"5882","current",3,"dj",161
"5883","current",3,"note",159
"5884","current",3,"routine",155
"5885","current",3,"situation",70
"5886","decontaminate",3,"diagnose",1
"5887","decontaminate",3,"east",1
"5888","decontaminate",3,"examiner",1
"5889","decontaminate",3,"exposure",1
"5890","decontaminate",3,"fall",1
"5891","decontaminate",3,"food",1
"5892","decontaminate",3,"immunization",1
"5893","decontaminate",3,"inoculate",1
"5894","decontaminate",3,"jfs",1
"5895","decontaminate",3,"jpmrc",1
"5896","decontaminate",3,"lessen",1
"5897","decontaminate",3,"mark",1
"5898","decontaminate",3,"masf",1
"5899","decontaminate",3,"nrf",1
"5900","decontaminate",3,"otherwise",1
"5901","decontaminate",3,"par",1
"5902","decontaminate",3,"play",1
"5903","decontaminate",3,"pow",1
"5904","decontaminate",3,"prophylaxis",1
"5905","decontaminate",3,"recognize",1
"5906","decontaminate",3,"see",1
"5907","decontaminate",3,"setup",1
"5908","decontaminate",3,"specifically",1
"5909","decontaminate",3,"thorough",1
"5910","decontaminate",3,"triage",1
"5911","decontaminate",3,"undetected",1
"5912","decontaminate",3,"unless",1
"5913","decontaminate",3,"vector",1
"5914","decontaminate",3,"wash",1
"5915","decontaminate",3,"west",1
"5916","defect",3,"hijack",2
"5917","defect",3,"imminent",2
"5918","defect",3,"desert",1
"5919","defect",3,"rfa",1
"5920","defect",3,"scramble",1
"5921","defect",3,"stabilize",1
"5922","defect",3,"surrender",1
"5923","delineate",3,"distill",1
"5924","delineate",3,"easily",1
"5925","delineate",3,"equally",1
"5926","delineate",3,"hostage",1
"5927","delineate",3,"metric",1
"5928","delineate",3,"moas",1
"5929","delineate",3,"particular",1
"5930","delineate",3,"prohibit",1
"5931","delineate",3,"reverse",1
"5932","delineate",3,"ruf",1
"5933","delineate",3,"standalone",1
"5934","delineate",3,"succession",1
"5935","delineate",3,"trainer",1
"5936","delineate",3,"ucp",1
"5937","delineate",3,"violate",1
"5938","delineate",3,"vital",1
"5939","demand",3,"description",31
"5940","demand",3,"note",31
"5941","demand",3,"dj",27
"5942","demand",3,"routine",27
"5943","demand",3,"ensure",10
"5944","denote",3,"often",3
"5945","denote",3,"viable",3
"5946","denote",3,"driver",2
"5947","denote",3,"emotion",2
"5948","denote",3,"jcoie",2
"5949","detonate",3,"disciplinary",1
"5950","detonate",3,"divide",1
"5951","detonate",3,"explode",1
"5952","detonate",3,"forest",1
"5953","detonate",3,"homemade",1
"5954","detonate",3,"impede",1
"5955","detonate",3,"impediment",1
"5956","detonate",3,"important",1
"5957","detonate",3,"improperly",1
"5958","detonate",3,"landmine",1
"5959","detonate",3,"mark",1
"5960","detonate",3,"mountain",1
"5961","detonate",3,"parallel",1
"5962","detonate",3,"possibility",1
"5963","detonate",3,"preliminary",1
"5964","detonate",3,"prohibit",1
"5965","detonate",3,"soft",1
"5966","detonate",3,"standardize",1
"5967","detonate",3,"swamp",1
"5968","detonate",3,"trade",1
"5969","disable",3,"note",10
"5970","disable",3,"sep",6
"5971","disable",3,"knowledge",3
"5972","disable",3,"threaten",3
"5973","disable",3,"eliminate",2
"5974","disable",3,"encompass",2
"5975","disable",3,"furtherance",2
"5976","disable",3,"hardware",2
"5977","disable",3,"layer",2
"5978","disable",3,"limitation",2
"5979","disable",3,"mischief",2
"5980","disable",3,"oct",2
"5981","disable",3,"primarily",2
"5982","disable",3,"replace",2
"5983","disable",3,"roll",2
"5984","disable",3,"self",2
"5985","disable",3,"software",2
"5986","disable",3,"circumstance",2
"5987","disable",3,"dotmlpf",2
"5988","disable",3,"fail",2
"5989","disable",3,"pillar",2
"5990","disable",3,"residual",2
"5991","disable",3,"undertake",2
"5992","discern",3,"fail",1
"5993","discern",3,"gaming",1
"5994","discern",3,"great",1
"5995","discern",3,"helicopter",1
"5996","discern",3,"insight",1
"5997","discern",3,"large",1
"5998","discern",3,"locally",1
"5999","discern",3,"often",1
"6000","discern",3,"probable",1
"6001","discern",3,"radio",1
"6002","discern",3,"readily",1
"6003","discern",3,"reservation",1
"6004","discern",3,"uncertainty",1
"6005","discern",3,"vary",1
"6006","discern",3,"visualize",1
"6007","elapse",3,"note",5
"6008","elapse",3,"period",4
"6009","elapse",3,"specialty",4
"6010","elapse",3,"start",4
"6011","elapse",3,"wartime",4
"6012","emphasize",3,"nature",6
"6013","emphasize",3,"vary",4
"6014","emphasize",3,"optimize",2
"6015","emphasize",3,"regime",2
"6016","emphasize",3,"respective",2
"6017","emphasize",3,"rfa",2
"6018","emphasize",3,"together",2
"6019","emphasize",3,"unique",2
"6020","emphasize",3,"whose",2
"6021","encode",3,"interpretation",2
"6022","encode",3,"translation",2
"6023","encode",3,"english",1
"6024","encode",3,"fei",1
"6025","encode",3,"firearm",1
"6026","encode",3,"impression",1
"6027","encode",3,"jcmec",1
"6028","encode",3,"jidc",1
"6029","encode",3,"latent",1
"6030","encode",3,"mark",1
"6031","encode",3,"page",1
"6032","encode",3,"read",1
"6033","encode",3,"trace",1
"6034","encode",3,"unity",1
"6035","encode",3,"usable",1
"6036","encode",3,"variety",1
"6037","encode",3,"veos",1
"6038","encrypt",3,"encryption",1
"6039","encrypt",3,"explain",1
"6040","encrypt",3,"fail",1
"6041","encrypt",3,"fratricide",1
"6042","encrypt",3,"page",1
"6043","encrypt",3,"portal",1
"6044","encrypt",3,"radar",1
"6045","encrypt",3,"read",1
"6046","encrypt",3,"though",1
"6047","encrypt",3,"tsas",1
"6048","encrypt",3,"whose",1
"6049","endorse",3,"gfmap",2
"6050","endorse",3,"gfmb",2
"6051","endorse",3,"rfc",2
"6052","endorse",3,"rff",2
"6053","endorse",3,"instrument",1
"6054","endorse",3,"ipl",1
"6055","endorse",3,"jfp",1
"6056","endorse",3,"jia",1
"6057","endorse",3,"jllp",1
"6058","endorse",3,"modernization",1
"6059","endorse",3,"symptom",1
"6060","endorse",3,"wetware",1
"6061","endure",3,"note",14
"6062","endure",3,"sep",6
"6063","endure",3,"redundant",5
"6064","endure",3,"timely",5
"6065","endure",3,"feb",4
"6066","endure",3,"flexible",4
"6067","endure",3,"reliable",4
"6068","endure",3,"nongovernment",4
"6069","endure",3,"radio",4
"6070","endure",3,"simple",4
"6071","endure",3,"sophistication",4
"6072","endure",3,"sustainable",4
"6073","endure",3,"telephone",4
"6074","endure",3,"unambiguous",4
"6075","entail",3,"note",5
"6076","entail",3,"nov",3
"6077","entail",3,"experience",2
"6078","entail",3,"interdependence",2
"6079","entail",3,"keep",2
"6080","entail",3,"knowledge",2
"6081","entail",3,"limit",2
"6082","entail",3,"metl",2
"6083","entail",3,"necessitate",2
"6084","entail",3,"primarily",2
"6085","entail",3,"typically",2
"6086","entail",3,"concurrently",2
"6087","entail",3,"likely",2
"6088","entail",3,"overwhelm",2
"6089","entail",3,"pace",2
"6090","entail",3,"traditional",2
"6091","explore",3,"transformation",2
"6092","explore",3,"generic",1
"6093","explore",3,"jllp",1
"6094","explore",3,"productivity",1
"6095","explore",3,"repeat",1
"6096","happen",3,"me",18
"6097","happen",3,"that",18
"6098","happen",3,"things",18
"6099","happen",3,"to",18
"6100","happen",3,"is",16
"6101","happen",3,"think",16
"6102","happen",3,"like",16
"6103","hazard",3,"note",46
"6104","hazard",3,"include",42
"6105","hazard",3,"description",38
"6106","hazard",3,"priority",37
"6107","hazard",3,"date",36
"6108","hazard",3,"dj",36
"6109","hazard",3,"routine",36
"6110","hinder",3,"ignore",1
"6111","hinder",3,"inflict",1
"6112","hinder",3,"lay",1
"6113","hinder",3,"merchant",1
"6114","hinder",3,"placement",1
"6115","hinder",3,"predetermine",1
"6116","hinder",3,"retreat",1
"6117","hinder",3,"shortcoming",1
"6118","hinder",3,"sloc",1
"6119","hinder",3,"specifically",1
"6120","hinder",3,"tcp",1
"6121","hinder",3,"thus",1
"6122","hinder",3,"uncommitted",1
"6123","hinder",3,"unknown",1
"6124","hinder",3,"waterway",1
"6125","impair",3,"infrared",1
"6126","impair",3,"jam",1
"6127","impair",3,"millimeter",1
"6128","impair",3,"nationality",1
"6129","impair",3,"nutrition",1
"6130","impair",3,"obscuration",1
"6131","impair",3,"optical",1
"6132","impair",3,"optometric",1
"6133","impair",3,"overcome",1
"6134","impair",3,"preclude",1
"6135","impair",3,"prohibition",1
"6136","impair",3,"radio",1
"6137","impair",3,"rf",1
"6138","impair",3,"rtd",1
"6139","impair",3,"selection",1
"6140","impair",3,"sick",1
"6141","impair",3,"spin",1
"6142","impair",3,"stress",1
"6143","impair",3,"subsequent",1
"6144","impair",3,"subsurface",1
"6145","impair",3,"therapy",1
"6146","impair",3,"thereof",1
"6147","impair",3,"uncover",1
"6148","impair",3,"unfit",1
"6149","impair",3,"wave",1
"6150","impair",3,"weaponry",1
"6151","inflict",3,"reject",2
"6152","inflict",3,"standoff",2
"6153","inflict",3,"intel",1
"6154","inflict",3,"invalid",1
"6155","inflict",3,"isoprep",1
"6156","inflict",3,"jun",1
"6157","inflict",3,"lawful",1
"6158","inflict",3,"pick",1
"6159","inflict",3,"predetermine",1
"6160","inflict",3,"recognize",1
"6161","inflict",3,"remainder",1
"6162","inflict",3,"resident",1
"6163","inflict",3,"unacceptable",1
"6164","inflict",3,"uncertain",1
"6165","inflict",3,"uncommitted",1
"6166","inflict",3,"unknown",1
"6167","inflict",3,"withdraw",1
"6168","initial",3,"priority",94
"6169","initial",3,"note",93
"6170","initial",3,"description",92
"6171","initial",3,"date",90
"6172","initial",3,"routine",88
"6173","inoculate",3,"wetware",2
"6174","inoculate",3,"malign",1
"6175","inoculate",3,"mark",1
"6176","inoculate",3,"observable",1
"6177","inoculate",3,"psychology",1
"6178","inoculate",3,"recognize",1
"6179","inoculate",3,"sociology",1
"6180","inoculate",3,"towards",1
"6181","inoculate",3,"undetected",1
"6182","inoculate",3,"vector",1
"6183","inoculate",3,"warehouse",1
"6184","introduce",3,"nipf",1
"6185","introduce",3,"opposition",1
"6186","introduce",3,"optimum",1
"6187","introduce",3,"particular",1
"6188","introduce",3,"several",1
"6189","introduce",3,"tradecraft",1
"6190","introduce",3,"troublesome",1
"6191","introduce",3,"underscore",1
"6192","introduce",3,"undesirable",1
"6193","introduce",3,"wargame",1
"6194","introduce",3,"whose",1
"6195","investigate",3,"refer",2
"6196","investigate",3,"jurisdiction",1
"6197","investigate",3,"lie",1
"6198","investigate",3,"lsc",1
"6199","investigate",3,"lscc",1
"6200","investigate",3,"mnfs",1
"6201","investigate",3,"polygraph",1
"6202","investigate",3,"ruf",1
"6203","investigate",3,"sofa",1
"6204","investigate",3,"tcp",1
"6205","investigate",3,"testimonial",1
"6206","investigate",3,"tsc",1
"6207","lack",3,"dj",30
"6208","lack",3,"routine",30
"6209","lack",3,"description",29
"6210","lack",3,"note",22
"6211","lack",3,"must",11
"6212","legitimate",3,"routine",8
"6213","legitimate",3,"note",7
"6214","legitimate",3,"territory",4
"6215","legitimate",3,"comprehensive",4
"6216","legitimate",3,"another",4
"6217","legitimate",3,"relieve",4
"6218","list",3,"note",217
"6219","list",3,"approval",214
"6220","list",3,"date",213
"6221","list",3,"description",206
"6222","list",3,"priority",201
"6223","list",3,"dj",201
"6224","localize",3,"microwave",1
"6225","localize",3,"naturally",1
"6226","localize",3,"optical",1
"6227","localize",3,"phenomenon",1
"6228","localize",3,"pulse",1
"6229","localize",3,"radio",1
"6230","localize",3,"reflector",1
"6231","localize",3,"reradiating",1
"6232","mass",3,"include",142
"6233","mass",3,"note",134
"6234","mass",3,"priority",131
"6235","mass",3,"routine",126
"6236","mass",3,"description",124
"6237","miss",3,"note",9
"6238","miss",3,"routine",8
"6239","miss",3,"temporary",7
"6240","miss",3,"notify",5
"6241","miss",3,"personal",5
"6242","miss",3,"return",5
"6243","miss",3,"depot",5
"6244","miss",3,"interment",5
"6245","miss",3,"tmep",5
"6246","node",3,"description",50
"6247","node",3,"routine",48
"6248","node",3,"dj",47
"6249","node",3,"note",43
"6250","node",3,"st",27
"6251","offensive",3,"description",92
"6252","offensive",3,"note",91
"6253","offensive",3,"routine",88
"6254","offensive",3,"dj",87
"6255","offensive",3,"op",43
"6256","open",3,"osint",5
"6257","open",3,"sep",3
"6258","open",3,"unload",3
"6259","open",3,"possible",2
"6260","open",3,"sf",2
"6261","open",3,"tailor",2
"6262","open",3,"tempo",2
"6263","open",3,"terrain",2
"6264","open",3,"timely",2
"6265","open",3,"ton",2
"6266","open",3,"typically",2
"6267","open",3,"with",2
"6268","open",3,"acted",2
"6269","open",3,"adhere",2
"6270","open",3,"come",2
"6271","open",3,"compete",2
"6272","open",3,"credible",2
"6273","open",3,"desert",2
"6274","open",3,"discovery",2
"6275","open",3,"four",2
"6276","open",3,"highly",2
"6277","open",3,"judgement",2
"6278","open",3,"mindedness",2
"6279","open",3,"nbc",2
"6280","open",3,"neutralization",2
"6281","open",3,"now",2
"6282","open",3,"often",2
"6283","open",3,"overwhelm",2
"6284","open",3,"realize",2
"6285","open",3,"requisite",2
"6286","open",3,"rld",2
"6287","open",3,"simultaneous",2
"6288","open",3,"socio",2
"6289","open",3,"speedy",2
"6290","open",3,"spoe",2
"6291","open",3,"sufficiently",2
"6292","open",3,"surrender",2
"6293","open",3,"techint",2
"6294","open",3,"thinking",2
"6295","open",3,"weeks",2
"6296","overthrow",3,"paramilitary",1
"6297","overthrow",3,"regularly",1
"6298","overthrow",3,"reject",1
"6299","overthrow",3,"sensitivity",1
"6300","overthrow",3,"submersible",1
"6301","overthrow",3,"subsurface",1
"6302","overthrow",3,"tank",1
"6303","overthrow",3,"torpedo",1
"6304","overthrow",3,"tow",1
"6305","overthrow",3,"traditional",1
"6306","overthrow",3,"underwater",1
"6307","overthrow",3,"vary",1
"6308","overthrow",3,"wsm",1
"6309","planner",3,"note",40
"6310","planner",3,"routine",34
"6311","planner",3,"aug",15
"6312","planner",3,"across",12
"6313","planner",3,"knowledge",12
"6314","proliferate",3,"sep",3
"6315","proliferate",3,"regard",2
"6316","proliferate",3,"threaten",2
"6317","proliferate",3,"another",2
"6318","proliferate",3,"circumstance",2
"6319","proliferate",3,"formally",2
"6320","proliferate",3,"steal",2
"6321","re",3,"note",28
"6322","re",3,"description",26
"6323","re",3,"dj",26
"6324","re",3,"routine",26
"6325","re",3,"sn",15
"6326","react",3,"retasked",1
"6327","react",3,"vicinity",1
"6328","realize",3,"simultaneous",1
"6329","realize",3,"speedy",1
"6330","realize",3,"sufficiently",1
"6331","realize",3,"surrender",1
"6332","reconcile",3,"responder",1
"6333","reconcile",3,"successive",1
"6334","reconcile",3,"supplier",1
"6335","reconcile",3,"utilization",1
"6336","reconcile",3,"weekly",1
"6337","reconcile",3,"whose",1
"6338","salvage",3,"description",23
"6339","salvage",3,"dj",23
"6340","salvage",3,"routine",23
"6341","salvage",3,"note",23
"6342","salvage",3,"storage",12
"6343","save",3,"setting",1
"6344","save",3,"stabilize",1
"6345","save",3,"therapy",1
"6346","save",3,"transfuse",1
"6347","save",3,"variety",1
"6348","see",3,"sides",2
"6349","see",3,"try",2
"6350","see",3,"when",2
"6351","see",3,"tpas",1
"6352","see",3,"universal",1
"6353","seldom",3,"sn",10
"6354","seldom",3,"usually",10
"6355","seldom",3,"description",10
"6356","seldom",3,"dj",10
"6357","seldom",3,"routine",10
"6358","seldom",3,"note",10
"6359","seldom",3,"sep",10
"6360","speak",3,"tiktok",1
"6361","speak",3,"traditional",1
"6362","speak",3,"twitter",1
"6363","standardize",3,"tier",1
"6364","standardize",3,"upload",1
"6365","standardize",3,"verification",1
"6366","standardize",3,"wbb",1
"6367","strike",3,"note",78
"6368","strike",3,"description",76
"6369","strike",3,"approval",72
"6370","strike",3,"date",72
"6371","strike",3,"dj",72
"6372","transform",3,"true",1
"6373","transform",3,"voluntary",1
