"","soc","certificate","confidence_entry","confidence_cert","confidence","SOC","Raw"
"351289","American Council for Accredited Certification (ACAC)","council/certified indoor air quality manager",0.191041866433978,0.185531754725846,0.0423081109322843,"27-4012","certified facility manager"
"351396","Federal Emergency Management Agency (FEMA)","basic emergency medical services for chemical, biological, radiological, nuclear, and explosive (cbrne) events (awr-111-w)",0.171616503705143,0.0714285714285714,0.0146321398782795,"27-3042","explosive license"
"351433","","",0,0,0,"49-9062","conflict resolution"
"351677","National Center for Construction Education and Research (NCCER)","plumbing - level 1",0.171616503705143,0.333333333333333,0.0682833194319712,"51-9081","plumbing certification"
"351678","National Center for Construction Education and Research (NCCER)","plumbing - level 1",0.171616503705143,0.333333333333333,0.0682833194319712,"51-9081","plumbing license"
"351871","American Medical Certification Association (AMCA)","medical administrative assistant (cmaa)",0.221651448309522,0.242228544414786,0.064087410324964,"47-4011","administrative support certification"
"351916","AXELOS Ltd. ","itil service operations certification",0.189645338373028,0.276263258892135,0.062537732770653,"49-9012","civil service certification"
"351933","Commercial Food Equipment Service Association","commercial food equipment service technician",0.0606863102566601,0.0707231635028835,0.00512305763488971,"13-2081","good conduct"
"351985","National Restaurant Association","servsafe food handler",0.353301550852773,0.317871939171472,0.134052391140554,"47-2061","food service certification"
"352034","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"47-2061","applicators license"
"352465","Federal Aviation Administration (FAA)","light sport pilot certificate",0.299748131862632,0.205778027463482,0.0736261879049974,"43-6014","certificate in school administration"
"353259","American Institute of CPAs","certified public accountant",0.319380556396523,0.0826651354481161,0.0315143014349347,"47-4011","american institute of certified planners"
"353311","National Institute for Metal Working Skills (NIMS)","machine building level iii: mechancial assembly",0.327562465573851,0.166666666666667,0.0651657969595177,"49-9071","machine operator certificate"
"353418","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"49-9071","librarian certification"
"353857","Commercial Food Equipment Service Association","commercial food equipment service technician",0.163656212479746,0.190723163502883,0.0372574191451404,"17-3013","global food safety initiative"
"353913","American Health Information Management Association (AHIMA)","certified coding associate",0.208841768131959,0.405636528001164,0.101118646569159,"19-4031","certified outpatient coding"
"354119","American Society for Quality (ASQ)","certified quality improvement associate (cqia)",0.322144721891883,0.375423942262995,0.144360978093054,"47-2111","quality improvement"
"354166","American Health Information Management Association (AHIMA)","certified coding associate",0.334168665694418,0.326089465969352,0.130070654034185,"27-4021","certified clinical research associate"
"354179","United States Green Building Council (USGBC)","leed ap interior design + construction",0.91478459710408,0.775423942262995,0.846710371747624,"17-3022","leed ap building design and construction"
"354396","National Board for Certification of the National Association of Dental Laboratories","dental laboratory technology, recognized graduate (rg)",0.224304829458607,0.164062547464881,0.0439263284932111,"17-3012","dental hygienist certification"
"354759","International Institute of Business Analysis","certified business analysis professional (cbap)",0.211495149281045,0.246474138226727,0.0622226635418496,"17-3024","certified rhythm analysis technician"
"355343","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"27-3042","japanese language certification"
"355612","CompTIA","comptia security+ certification",0.322559239577035,0.626511694413784,0.241221213775763,"49-2098","comptia security+"
"355778","Project Management Institute (PMI)","project management professional (pmp)",0.403154654454807,0.587290041678441,0.282618863012435,"17-3013","project management professional"
"355781","Commercial Food Equipment Service Association","commercial food equipment service technician",0.0606863102566601,0.0707231635028835,0.00512305763488971,"17-3024","good conduct"
"355804","Federal Emergency Management Agency (FEMA)","public information officer awareness",0.171616503705143,0.25,0.0512124895739784,"53-7072","police officer"
"355805","Federal Emergency Management Agency (FEMA)","public information officer awareness",0.307541286010701,0.242228544414786,0.0889212533405685,"53-7072","public safety certificate"
"355887","American Welding Society (AWS)","gas metal arc welding (gmaw)",0.166281663560206,0,0,"49-9044","aws d1.1"
"356184"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-9071","certified lifeguard"
"356312","Apple","apple certified system administrator (acsa)",0.206216317051499,0.240322244771753,0.0591553227363867,"27-4011","certified network administrator"
"356373","American Institute of CPAs","certified public accountant",0.211495149281045,0.410790230377878,0.103704439236416,"49-2022","certified management accountant"
"356625","RedHat","red hat certified engineer (rhce)",0.549393316546393,0.640256973758556,0.41986968503472,"49-1011","red hat certified engineer"
"356756","American Registry of Radiologic Technologists (ARRT)","registered technologist in radiography rt(r) ",0.47872273086911,0.298248537226555,0.170427314831765,"49-3011","registered radiologic technologist"
"356992","CompTIA","comptia advanced security practitioner (casp)",0.62709543246337,0.73081017142826,0.547034920332257,"49-3023","comptia advanced security practitioner"
"357183"," Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals ","water works operator",0.171616503705143,0.333333333333333,0.0682833194319712,"49-9071","certified water technician"
"357199","Behavior Analyst Certification Board (BACB)","registered behavior technician (rbt)",0.420450805100237,0.612485973118618,0.307388889139301,"47-2061","registered behavior technician"
"357200","Behavior Analyst Certification Board (BACB)","registered behavior technician (rbt)",0.471850086760546,0.25,0.140805908097411,"47-2061","board certified behavior analyst"
"357344"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-9071","certified janitorial"
"357383","American Association of Electronic Reporters and Transcribers","certified electronic court reporter",0.385793111982039,0.561998851586087,0.258801463217709,"49-9052","certified court reporter"
"357405","AXELOS Ltd. ","itil service operations certification",0.189645338373028,0.276263258892135,0.062537732770653,"49-9021","civil service certification"
"357530","National Council of State Boards of Nursing","registered nurse",0.171616503705143,0.5,0.102424979147957,"35-1011","acute care nurse practitioner"
"357666","Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals","wastewater works operator",0.327562465573851,0.636229536013702,0.248762428581103,"51-9011","wastewater treatment plant operator grade ii"
"358192","Manufacturing Skills Standards Council (MSSC)","certified logistics associate",0.0686466014820571,0,0,"51-3022","fssc 22000"
"358394","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.387933111869727,0.753488356295153,0.348907436241304,"47-2061","personal fitness trainer certification"
"358395","American Heart Association","basic life support (cpr) instructor",0.168935044709291,0.196875056957857,0.0396997048302166,"47-2061","certified fitness instructor"
"358514","Adobe Systems Incorporated ","adobe certified associate - photoshop cc",0.343233007410286,0.4,0.163879966636731,"49-9071","adobe photoshop certificate"
"358518","National Center for Construction Education and Research (NCCER)","carpentry - level 2",0.33010501311728,0.307834631266853,0.121295985076479,"17-3024","class 2 certification"
"358680","National Institute for Automotive Service Excellence (ASE)","ase entry-level medium/heavy truck brakes",0.221651448309522,0.161485696276524,0.0427249402166427,"51-3022","bucket truck certification"
"358734","American Heart Association","basic life support (cpr) instructor",0.317224399432098,0.369689852180099,0.139984820036354,"49-9011","basic life saving"
"358735","Cardiovascular Credentialing International","registered vascular specialist (rvs)",0.449258281807201,0.408357050525189,0.218984300347779,"49-9011","registered cardiovascular invasive specialist"
"358736","American Heart Association","basic life support (cpr) instructor",0.644647953553527,0.554390630940211,0.426594567343796,"49-9011","basic cardiac life support certification"
"358756","AXELOS Ltd. ","itil service design ",0.134275553623712,0.260805440667123,0.0418013616220496,"49-3023","community service"
"358798","National Coalition of Certification Centers (NC-3)","verus edge navigation & scanner operation certification",0.171616503705143,0.166666666666667,0.0341416597159856,"49-2022","computer operation"
"359034","American Association of Electronic Reporters and Transcribers","certified electronic court reporter",0.385793111982039,0.561998851586087,0.258801463217709,"51-8031","certified court reporter"
"359074","Federal Aviation Administration (FAA)","remote pilot airman certification",0.226986288454458,0.330659178391793,0.089589484114583,"53-6041","pilot certification"
"359075","Federal Aviation Administration (FAA)","airplane single engine land (asel) pilot license",0.340551548414434,0.283482183541326,0.115235279217175,"53-6041","airline transport pilot license"
"359639","International Association of Healthcare Central Services Material Management  (IAHCSMM)","central service technician",0.597286463295703,0.793782778125485,0.56592799031298,"27-4011","certified registered central service technician"
"359757","National Safety Council (NSC)","lift truck operator",0.226986288454458,0.333333333333333,0.0903140252049597,"49-2097","aerial lift certification"
"359826","American Public Works Associations","certified stormwater manager",0.35997691114327,0.371063509451691,0.159440895066567,"17-3013","certified manager of community associations"
"359827","Electronics Technicians Association (ETA) International","computer service technician",0.176835658195465,0.260805440667123,0.0550507601451918,"49-3023","certified service writer"
"359952","Occupational Safety & Health Administration","osha hazwoper",0.226986288454458,0.5,0.13547103780744,"17-3023","osha forklift certification"
"359969","Human Resources Certification Institute (HRCI)","global professional in human resources (gphr)",0.732576489226826,0.7114472029309,0.622117592683363,"43-6014","global professional in human resources"
"360122","National Center for Construction Education and Research (NCCER)","heavy equipment operations - level 2",0.332591257189037,0.387598220460741,0.153875484405042,"47-2071","certified heavy equipment operator"
"360332","Cardiovascular Credentialing International","certified cardiographic technician (cct)",0.316963226197793,0.461731854679858,0.174693017265399,"47-2061","certified cardiographic technician"
"360414","Microsoft","microsoft certified professional",0.251260227355685,0.185130340864998,0.0555236718821297,"49-2011","master financial professional"
"360529"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"47-2081","certified rehabilitation counselor"
"360540","National Roofing Contractors Association","asphalt shingle systems installer",0.171616503705143,0,0,"49-9062","contractors license"
"360554","American Society for Quality (ASQ)","six sigma green belt",0.337870089418583,0.492187642394643,0.198498524151083,"53-6041","six sigma certification"
"360555","Manufacturing Skills Institute","lean practitioner certification",0.224304829458607,0.435670666118819,0.116647053763979,"53-6041","lean certification"
"360625","National Institute for Metal Working Skills (NIMS)","machine building level iii: mechancial assembly",0.322227625428914,0.161485696276524,0.0621117350579011,"43-6014","building operator certification"
"360712","Certified Internet Web (CIW)","certified internet web (ciw) user interface designer",0.171616503705143,0.142857142857143,0.0292642797565591,"49-2093","registered communications distribution designer"
"360840","National Association of Emergency Medical Technicians (NAEMT)","geriatric education for ems - 2nd edition gems core course",0.171616503705143,0.111111111111111,0.0227611064773237,"47-2152","geriatric nursing assistant"
"361070","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"51-4193","applicators license"
"361093","National Council for Behavioral Health","mental health first aid usa",0.320098265567368,0.373039024402145,0.142532668967472,"49-3011","mental health certification"
"361148","AAPC","certified professional biller (cpb)",0.13787437005873,0.200846607234835,0.0330540645579031,"49-9071","certified treasury professional"
"361185","American Boat and Yacht Council (ABYC)","american boat and yacht council marine electrical certification",0.146047683474197,0.106376485012423,0.0185445858410519,"43-6014","electrical contractor"
"361375","National Institute for Automotive Service Excellence (ASE)","ase student certification - engine repair",0.387961041938353,0.255250506216318,0.118203832821871,"51-4111","auto repair certification"
"361618","Commercial Food Equipment Service Association","commercial food equipment service technician",0.0606863102566601,0.0707231635028835,0.00512305763488971,"17-3023","good conduct"
"361633","Electronics Technicians Association (ETA) International","certified satellite dish installer",0.377832820756642,0.550402805964691,0.248231647542147,"47-2021","certified satellite installer"
"361742","Electronics Technicians Association (ETA) International","computer service technician",0.224304829458607,0.328125094929762,0.0878526569864222,"49-2022","computer maintenance certification"
"362170","Environmental Protection Agency (EPA)","mold remediation supervisor",0.171616503705143,0.333333333333333,0.0682833194319712,"17-3024","certified mold technician"
"362245","National Association of Pharmaceutical Sales Representatives (NAPSR)","certified national pharmaceutical representative (cnpr)",0.208841768131959,0.243381916800699,0.0606711879414953,"43-6014","certified patient account representative"
"362262","National Institute for Automotive Service Excellence (ASE)","automotive service excellence (ase) - a5 brakes",0.509192391474935,0.440733259843645,0.267876466274053,"27-4012","automotive service excellence certification"
"362394","Apple","apple certified associate - mac integration",0.214176608276896,0.24959908126887,0.063810456137732,"49-1011","citrix certified integration architect"
"362439","Certified Internet Web (CIW)","certified internet web (ciw) user interface designer",0.171616503705143,0.142857142857143,0.0292642797565591,"49-3023","registered communications distribution designer"
"362451","American Welding Society (AWS)","certified welding supervisor (cws)",0.168935044709291,0.246093821197321,0.0496246310377707,"49-9052","asbestos contractor/supervisor"
"362668","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"49-1011","appraisal license"
"362721","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"17-3023","back-flow certification"
"362862","Commercial Food Equipment Service Association","commercial food equipment service technician",0.163656212479746,0.190723163502883,0.0372574191451404,"13-2081","global food safety initiative"
"362867","Occupational Safety & Health Administration","osha confined space safety",0.748026817003668,0.202348464832371,0.180673272742712,"49-2093","occupational safety and health administration certification"
"362992","Global Association of Risk Professionals (GARP)","financial risk manager (frm)",0.483698470131723,0.704621146114789,0.406824609434199,"51-3022","financial risk manager"
"363032"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-3042","certified teacher"
"363034","American Society for Quality (ASQ)","certified quality improvement associate (cqia)",0.11120670605381,0.12959908126887,0.0172032194686863,"19-4031","clia certified"
"363228","CerTEC","certtec basic electricity and electronics",0.314598948351638,0.366630180151154,0.137677289927026,"49-9041","basic electricity certificate"
"363451","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.102969902223086,0.12,0.0147491969973058,"47-4011","nicet soils"
"363641","Apple","apple certified system administrator (acsa)",0.206216317051499,0.240322244771753,0.0591553227363867,"47-2061","certified construction contract administrator"
"363859","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"49-2022","typing certification"
"364294","APICS","apics certificate in production and inventory management",0.748782554416099,0.587874238363893,0.525432553654745,"47-2061","certified in production and inventory management"
"364744","National Board for Certification of the National Association of Dental Laboratories","dental laboratory technology, recognized graduate (rg)",0.224304829458607,0.164062547464881,0.0439263284932111,"51-8031","dental hygienist certification"
"364865","American Association of Professional Coders (AAPC)","certified professional coder (cpc)",0.309490873763873,0.450846607234835,0.166553392363745,"43-6014","certified chiropractic professional coder"
"365045","National Center for Construction Education and Research (NCCER)","plumbing - level 1",0.171616503705143,0.333333333333333,0.0682833194319712,"49-9012","plumbing license"
"365072","National Roofing Contractors Association","asphalt shingle systems installer",0.171616503705143,0,0,"47-2071","contractors license"
"365199","Mainstream Engineering Corporation","hvac epa 608 universal certification  ",0.171616503705143,0,0,"49-2022","civil engineering certificate"
"365317","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.242378884237599,0.107545571189057,0.0311145942781713,"49-1011","american speech - language hearing association certification"
"365373"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"47-2121","3m certified"
"365847","International Information Systems Certification Consortium (ISC2)","systems security certified practitioner (sscp)",0.486266903479495,0.566690141077526,0.328925238643557,"17-3031","systems security certified practitioner"
"365849","Global Information Assurance Certification","giac security essentials certification (gsec)",0.488840903137241,0.569689852180099,0.332416713298568,"17-3031","giac security essentials"
"366080","American Heart Association","basic life support (cpr) instructor",0.644647953553527,0.554390630940211,0.426594567343796,"53-6041","basic cardiac life support certification"
"366081","American Heart Association","basic life support (cpr) instructor",0.317224399432098,0.369689852180099,0.139984820036354,"53-6041","basic life saving"
"366250","Microsoft","microsoft certified solutions associate (mcsa) - server",0.505785169399561,0.491197095927867,0.296550534567842,"29-2055","microsoft certified solutions associate"
"366282","National Center for Competency Testing (NCCT)","insurance and coding specialist",0.171616503705143,0.25,0.0512124895739784,"51-5111","insurance agent certification"
"366283","National Center for Competency Testing (NCCT)","insurance and coding specialist",0.171616503705143,0.25,0.0512124895739784,"51-5111","insurance license"
"366399","ESCO Group","esco system diagnostics & troubleshooting (air conditioning )",0.35736343009222,0.293283414690083,0.125104935121801,"51-8021","air conditioning certification"
"366400","Federal Emergency Management Agency (FEMA)","earthquake basics science and risk mitigation ",0.171616503705143,0.166666666666667,0.0341416597159856,"51-8021","applied science"
"367152","Society for Human Resource Management (SHRM)","shrm certified professional (shrm-cp)",0.309490873763873,0.450846607234835,0.166553392363745,"49-9062","shrm certified professional"
"367283","Cardiovascular Credentialing International","registered vascular specialist (rvs)",0.449258281807201,0.408357050525189,0.218984300347779,"49-2022","registered cardiovascular invasive specialist"
"367284","AAPC","certified professional biller (cpb)",0.13787437005873,0.200846607234835,0.0330540645579031,"49-2022","certified accounts payable professional"
"367461","International Association of Healthcare Central Services Material Management  (IAHCSMM)","central service technician",0.597286463295703,0.793782778125485,0.56592799031298,"43-6014","certified registered central service technician"
"367499","National Institute for Automotive Service Excellence (ASE)","automotive service excellence (ase) - a5 brakes",0.625439110430762,0.607399926510312,0.453457511471268,"49-3023","automotive service excellence brakes"
"367519","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"47-2152","social work license"
"367520","National Center for Construction Education and Research (NCCER)","power line worker 1",0.171616503705143,0.25,0.0512124895739784,"47-2152","licensed clinical social worker"
"367613","American Registry of Radiologic Technologists (ARRT)","registered radiation therapist",0.171616503705143,0.333333333333333,0.0682833194319712,"17-3023","radiation safety certified"
"367614","American Registry of Radiologic Technologists (ARRT)","registered radiation therapist",0.226986288454458,0.333333333333333,0.0903140252049597,"17-3023","radiation safety certification"
"367715","Federal Emergency Management Agency (FEMA)","professional development certificate of achievement",0.312876126155637,0.164622421970786,0.061480620578825,"49-9041","chemical handling certificate"
"367716","American Council for Accredited Certification (ACAC)","council/certified indoor air quality manager",0.158488509412138,0.153917315633427,0.0291180368497133,"49-9041","quality system"
"367831","Occupational Safety & Health Administration","osha 10 construction",0.482138351668824,0.666666666666667,0.383669476613627,"17-3013","osha safety 10 hour"
"367979","Adobe Systems Incorporated ","adobe certified associate - photoshop cc",0.343233007410286,0.4,0.163879966636731,"49-2022","adobe photoshop certificate"
"368133","APICS","apics certificate in production and inventory management",0.42367675265614,0.352677330400799,0.178356527933533,"27-3042","american production and inventory control society certification"
"368197","American Institute of CPAs","certified public accountant",0.276820451824769,0,0,"27-3042","american institute of architects"
"368235","National Coalition of Certification Centers (NC-3)","ami - data sure",0.305187007818744,0.322971392553048,0.117654062388473,"49-9071","certified data management professional"
"368450","American Institute of CPAs","certified public accountant",0.183315902080628,0,0,"27-3042","institute of internal auditors"
"368588","EC-Council","certified secure computer user (cscu) ",0.168935044709291,0.196875056957857,0.0396997048302166,"47-2111","computer business certificate"
"368609","American Association of Medical Assistants (AAMA)","certified medical assistant (cma)",0.337143193373313,0.491128746499469,0.197645340718547,"51-4062","certified medical assistant"
"369170","Society for Human Resource Management (SHRM)","shrm senior certified professional (shrm-scp)",0.478425918473164,0.557552342745725,0.318403016990978,"29-2056","shrm senior certified professional"
"369285","National Restaurant Association","servsafe alcohol",0.168935044709291,0.492187642394643,0.0992492620755414,"47-1011","servsafe"
"369307","Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals","wastewater works operator",0.327562465573851,0.636229536013702,0.248762428581103,"49-2098","wastewater treatment plant operator"
"369332","Federal Aviation Administration (FAA)","remote pilot airman certification",0.226986288454458,0.330659178391793,0.089589484114583,"29-2055","pilot certification"
"369397","Cisco","cisco certified entry networking technician (ccent)",0.652235942382682,0.633423872705642,0.493146533472703,"27-3042","cisco certified entry networking technician"
"369495","APICS","apics certificate in production and inventory management",0.234219609745515,0.115627694189926,0.0323267428167126,"43-6014","program management professional"
"370052","National Council of State Boards of Nursing","registered nurse",0.171616503705143,0.5,0.102424979147957,"49-3023","certified hospice and palliative nurse"
"370110","S/P2","mechanical pollution prevention",0.226986288454458,0.333333333333333,0.0903140252049597,"49-3023","backflow prevention certification"
"370111","National Center for Construction Education and Research (NCCER)","power line worker 1",0.171616503705143,0.25,0.0512124895739784,"49-3023","asbestos worker"
"370112","S/P2","mechanical pollution prevention",0.171616503705143,0.333333333333333,0.0682833194319712,"49-3023","back-flow prevention certificate"
"370161"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"49-9041","certified boilermaker"
"370206","Federal Aviation Administration (FAA)","light sport aircraft repairman",0.512168052119577,0.25,0.15283728815711,"49-3011","aircraft and powerplant license"
"370520","National Board for Certification in Occupational Therapy","certified occupational therapy assistant (cota)",0.322777828077078,0.0495990812688696,0.0191097126612282,"49-9062","board certified in emergency medicine"
"370611","American Institute of CPAs","certified public accountant",0.276820451824769,0,0,"47-1011","american institute of steel construction"
"370862","National Center for Construction Education and Research (NCCER)","construction site safety orientation",0.332591257189037,0.246093821197321,0.0976986063063238,"49-3023","communication site installer"
"370863","American Institute of CPAs","certified public accountant",0.319380556396523,0.0826651354481161,0.0315143014349347,"49-3023","american institute of certified planners"
"370865","Equipment and Engine Training Council (EETC)","reel technology certification",0.124016386231373,0.24087890452239,0.0356578102356686,"49-3023","real estate certification"
"370955","AXELOS Ltd. ","itil service operations certification",0.189645338373028,0.276263258892135,0.062537732770653,"49-9062","civil service certification"
"371003","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"49-9071","agile certification"
"371005","Practice Management Institute (PMI)","certified medical office manager (cmom)",0.206216317051499,0.0495990812688696,0.0122088143054543,"49-9071","pmi agile certified practitioner"
"371135","American Heart Association","basic life support (cpr) instructor",0.317224399432098,0.369689852180099,0.139984820036354,"49-3092","basic life saving"
"371136","American Heart Association","basic life support (cpr) instructor",0.644647953553527,0.554390630940211,0.426594567343796,"49-3092","basic cardiac life support certification"
"371137","American Heart Association","heartsaver first aid/cpr/aed",0.628868942561691,0.732877000736667,0.550133472142197,"49-3092","first aid cpr aed"
"371138","American Heart Association","heartsaver first aid/cpr/aed",0.358625603193426,0,0,"49-3092","american heart association certification"
"371231","Cardiovascular Credentialing International","registered cardiac sonographer (rcs)",0.481264391743694,0.701075335636954,0.402740447548462,"49-3023","registered diagnostic cardiac sonographer"
"371459","Manufacturing Skills Institute","manufacturing specialist",0.221651448309522,0.484457088829572,0.128174820649928,"17-3022","manufacturing certification"
"371631","Environmental Protection Agency (EPA)","lead safe rrp certification",0.388044832144228,0.330659178391793,0.153157869410717,"47-1011","epa lead certification"
"372032","American Association of Professional Coders (AAPC)","certified professional coder (cpc)",0.214176608276896,0.311998851586087,0.0797630701721651,"43-6014","certified general surgery coder"
"372228","American Welding Society (AWS)","welding (sense) training program (level one)",0.262439594453433,0.164062547464881,0.0513943808673722,"17-3023","north american defense contractors accreditation program"
"372264","CompTIA","comptia a+ certification",0.266442830400643,0.317871939171472,0.101095787525562,"49-3011","certified a+ technician"
"372809","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"47-2061","commercial pesticide license"
"372920","American Council for Accredited Certification (ACAC)","council/certified indoor air quality manager",0.191041866433978,0.185531754725846,0.0423081109322843,"49-9071","certified emergency manager"
"373132","American Heart Association","heartsaver blood borne pathogens",0.171616503705143,0.25,0.0512124895739784,"49-9052","bloodborne pathogens certification"
"373372"," American Software Testing Qualifications Board ","astqb certified tester foundation level ",0.0425601045717532,0.0495990812688696,0.00251972501966218,"47-2061","mbe certified"
"373393","National Council of State Boards of Nursing","registered nurse",0.171616503705143,0.5,0.102424979147957,"49-9095","licensed practical nurse"
"373426","American Association of Professional Coders (AAPC)","certified professional coder (cpc)",0.214176608276896,0.311998851586087,0.0797630701721651,"49-9071","certified emergency department coder"
"373433","North American Technician Excellence","hvacr certification",0.518435889556923,0,0,"47-3013","north american technician excellence"
"373507","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.0659651424862057,0.076875056957857,0.0060530851787352,"47-2061","licensed attorney"
"373599","Department of Professional and Occupational Regulation (DPOR)","alternative onsite soil evaluators license",0.168935044709291,0.196875056957857,0.0396997048302166,"47-2061","notary license"
"373603","Federal Emergency Management Agency (FEMA)","public information officer awareness",0.307541286010701,0.242228544414786,0.0889212533405685,"47-4011","public safety certificate"
"373639","Federal Aviation Administration (FAA)","light sport pilot certificate",0.24422952467358,0.205778027463482,0.0599893275858874,"49-1011","airman's certificate"
"373640","American Heart Association","heartsaver first aid/cpr/aed",0.628868942561691,0.732877000736667,0.550133472142197,"51-4193","first aid cpr aed"
"373841","Microsoft","microsoft certified professional",0.309490873763873,0.601128809646447,0.222071189818327,"17-3023","microsoft certified professional"
"373842","Microsoft","microsoft certified solutions expert (mcse) - data platform",0.541516815526872,0.450769846751919,0.291369195107515,"17-3023","microsoft certified solutions expert"
"373965","Electronics Technicians Association (ETA) International","fiber optics installer certification",0.488579729902936,0.5,0.291596481498084,"17-3024","certified fiber optics technician"
"373967","Electronics Technicians Association (ETA) International","fiber optics installer certification",0.214176608276896,0.25,0.0639129517357829,"17-3024","certified fiber"
"373999","Federal Emergency Management Agency (FEMA)","professional development certificate of achievement",0.241613713653843,0.184700778760112,0.0532680915001139,"49-9071","cross-cultural language and academic development"
"374003","Federation of State Boards of Physical Therapy (FSBPT)","physical therapist assistant (pta)",0.171616503705143,0.25,0.0512124895739784,"49-9071","physical fitness"
"374196","Electronics Technicians Association (ETA) International","computer service technician",0.224304829458607,0.328125094929762,0.0878526569864222,"49-1011","computer science certification"
"374305","National Center for Construction Education and Research (NCCER)","construction project management",0.30784038896783,0.59792304803959,0.219708937280577,"49-2011","project management certification"
"374421","Cisco","cisco certified network professional (ccnp)",0.309490873763873,0.360677285787868,0.133242713890996,"49-2022","cisco certified voice professional"
"374457"," Board for Waterworks and Wastewaterworks Operators and On-Site Sewage System Professionals ","water works operator",0.155945961868708,0.302896202680369,0.0563825601750029,"49-2098","certified pool/spa operator"
"374518","American Academy of Pediatrics ","pediatric education for prehospital professionals (pepp)",0.328644004527528,0.153917315633427,0.0603795711737386,"19-4031","american council of pharmaceutical education"
"374726","American Registry of Radiologic Technologists (ARRT)","registered technologist in radiography rt(r) ",0.47872273086911,0.298248537226555,0.170427314831765,"49-3023","registered radiologic technologist"
"374727","American Registry of Radiologic Technologists (ARRT)","mammography certification",0.724481990819825,0.161318356783586,0.139504498981664,"49-3023","american registry of radiologic technologists certification"
"375003","","",0,0,0,"33-2011","conflict resolution"
"375123","American Aerobic Association International and International Sports Medicine Association (AAAI/ISMA)","personal trainer certification",0.0553697847493156,0.107545571189057,0.00710791450816234,"51-8011","electrician certification"
"375220","Adobe Systems Incorporated ","adobe certified associate - visual design specialist",0.176835658195465,0.17173528805762,0.0362498501838854,"29-1126","certified exercise specialist"
"375244","National Board of Surgical Technology and Surgical Assisting (NBSTSA)","certified surgical technologist",0.214176608276896,0.415998468781449,0.106350760229553,"49-9071","certified surgical technician"
"375254","American Health Information Management Association (AHIMA)","registered health information technician (rhit)",0.445472181208315,0.519148417070293,0.276050763411645,"49-1011","registered health information administrator"
"375286","American Boat and Yacht Council (ABYC)","american boat and yacht council marine electrical certification",0.146047683474197,0.106376485012423,0.0185445858410519,"49-2022","electrical contractor"
"375303","American Heart Association","pediatric advanced life support (pals)",0.639752901155832,0.548685990311818,0.418998979620577,"49-9052","advanced cardiac life support certification"
"375330","aws.amazon.com ","aws certified solutions architect (associate)",0.214176608276896,0.24959908126887,0.063810456137732,"17-3022","certified senior system architect"
"375415","National Center for Construction Education and Research (NCCER)","carpentry - level 2",0.171616503705143,0.333333333333333,0.0682833194319712,"49-9094","carpentry certification"
"375515","American Boat and Yacht Council (ABYC)","american boat and yacht council marine electrical certification",0.201417468223513,0.14670607420832,0.0352713480364534,"47-2231","electrical certification"
"375610","American Association of Electronic Reporters and Transcribers","certified electronic court reporter",0.385793111982039,0.561998851586087,0.258801463217709,"51-8021","certified court reporter"
