"","ONET Certification","Confidence of Match","Burning Glass Certification"
"7637","backflow prevention assembly tester certification",0.2,"soil tester"
"9013","giac certified web application defender",0.2,"giac reverse engineering malware"
"9425","hdi support center team lead",0.2,"certified team leader"
"9484","oracle weblogic server 12c essentials",0.2,"comptia cloud essentials"
"9653","giac certified web application defender",0.2,"giac security essentials certification"
"10699","general communications technician - level 2",0.2,"certified general appraiser"
"4793","microsoft certified: dynamics 365 customer service functional consultant associate",0.199502735217641,"certified service consultant"
"58","certified preventative functions dental assistant",0.198052730333629,"certified occupational therapy assistant"
"293","certified preventative functions dental assistant",0.198052730333629,"certified medical assistant"
"771","certified preventative functions dental assistant",0.198052730333629,"certified veterinary assistant"
"814","certified preventative functions dental assistant",0.198052730333629,"aama certified medical assistant"
"1190","certified preventative functions dental assistant",0.198052730333629,"certified orthodontic assistant"
"19","welding inspection and metallurgy professional",0.197029751861962,"welding certification"
"781","level i machine lubrication technician",0.197029751861962,"machine shop"
"1207","level i machine lubrication technician",0.197029751861962,"machine operator certificate"
"1957","level i machine lubrication technician",0.197029751861962,"certifiied lubrication specialist"
"3165","general communications technician - level 3",0.197029751861962,"series 3"
"3619","level i machine lubrication technician",0.197029751861962,"machine technology"
"4166","coating inspector program level 2",0.197029751861962,"certified program assistant"
"4447","machine maintenance, service and repair level iii - machine repair/rebuilding",0.197029751861962,"cnc machine certification"
"6165","industry radiography radiation safety personnel",0.197029751861962,"radiation license"
"7157","radio frequency identification technical specialist",0.197029751861962,"component identification"
"9509","neonatal/pediatric respiratory care specialist",0.197029751861962,"certified pediatric nurse"
"802","certified healthcare technology specialist -  technical/software support staff",0.195930710670306,"certified software test automation specialist"
"479","certtec aviation structures level 2 certification",0.195209648481272,"bronze level certification"
"7729","certified cyber security professional - associate/practitioner",0.195175311942224,"associate safety professional certification"
"6916","juniper networks certified certified data center design professional",0.194817554144084,"certified data management professional"
"277","certified surveyor technician: level iii",0.194089058186703,"licensed professional surveyor"
"1887","hdi support center team lead",0.194089058186703,"certified lead inspector"
"2311","avid certified system administrator: inews",0.194089058186703,"xsan 2 administrator"
"2363","veterinary internal medicine technician - neurology",0.194089058186703,"veterinary technologist"
"3945","certtec aviation mechanical assembly certification",0.194089058186703,"electronic assembly"
"5679","avid certified system administrator: inews",0.194089058186703,"database administrator"
"9312","avid certified system administrator: inews",0.194089058186703,"administrator cert"
"9272","autodesk certified professional in design for manufacturing",0.193978693378553,"certified professional coder in dermatology"
"2814","welding inspection and metallurgy professional",0.192453859018563,"geometric dimensioning and tolerancing professional"
"3634","welding inspection and metallurgy professional",0.192453859018563,"planning and scheduling professional"
"4069","certified healthcare technology specialist -  technical/software support staff",0.192236372036996,"certified technical specialist"
"10","certified operator class ii",0.191780879272359,"nicet ii"
"244","permit technician",0.191619807450212,"certified maintenance technician"
"9307","certification in electrical power testing",0.19117777120191,"certified power engineer"
"1214","certified watchmaker of the 21st century",0.190212501923606,"fellow of the casualty actuarial society"
"4293","spacetec composites certification",0.190148430311172,"certified composite technician"
"10598","autodesk certified associate in cad for mechanical design",0.189093516600557,"associate professional in human resources"
"1971","concrete construction special inspector",0.188670980140509,"653 aboveground storage tank inspector"
"3440","concrete construction special inspector",0.188670980140509,"asbestos inspector"
"8724","concrete construction special inspector",0.188670980140509,"radon inspector"
"5648","certified healthcare technology specialist -  technical/software support staff",0.188615550129849,"certified peer support specialist"
"1582","certified alarm technician - level i",0.188295743135268,"burglar alarm license"
"3934","general communications technician - level 2",0.188295743135268,"certified type 2"
"10343","web application developer associate 10.4",0.188295743135268,"chemical application license"
"513","certified specialist of inspection housing quality standards",0.186023529187416,"certified manager of quality organizational excellence"
"2042","certified specialist of inspection housing quality standards",0.186023529187416,"certified manager of software quality"
"712","certified operator class i",0.185594883925463,"nicet i"
"1129","master truck equipment specialist",0.185594883925463,"master hvac license"
"2056","master truck equipment specialist",0.185594883925463,"mecp master installation"
"107","welding inspection and metallurgy professional",0.185442826214464,"home inspection"
"580","certified cyber security professional - foundation",0.185442826214464,"security guard certification"
"1746","water distribution operator class iii",0.185442826214464,"certified water technician"
"2337","water distribution operator class iii",0.185442826214464,"certified storm water"
"6331","video security systems technician iii",0.185442826214464,"certified in healthcare privacy and security"
"7966","water distribution operator class iii",0.185442826214464,"certified water restoration technician"
"973","autodesk certified professional in design for manufacturing",0.18497161900772,"professional in human resources"
"147","industry radiography radiation safety personnel",0.182618872667183,"osha safety 10 hour"
"195","industry radiography radiation safety personnel",0.182618872667183,"osha safety 30 hour"
"2132","industry radiography radiation safety personnel",0.182618872667183,"workplace safety"
"8010","industry radiography radiation safety personnel",0.182618872667183,"boater's safety course"
"8704","oracle cloud platform content and experience 2020 specialist",0.182535627597021,"salesforce marketing cloud email specialist"
"1248","citrix virtual apps and desktops service on citrix cloud certified",0.1824199341896,"certified salesforce service cloud consultant"
"533","certified specialist of inspection housing quality standards",0.181196441002335,"national institute of standards and technology"
"4978","citrix virtual apps and desktops service integration with microsoft azure certified",0.180468069028165,"architecting microsoft azure solutions"
"2609","certified solidworks advanced professional mold making",0.177174920099305,"certified mold inspector"
"6867","certified solidworks advanced professional mold making",0.177174920099305,"certified mold technician"
"98","certified fire alarmtechnician - level ii",0.177057264603938,"fire instructor i"
"1098","certified fire alarmtechnician - level ii",0.177057264603938,"fire fighter i"
"4175","undercar specialist: exhaust systems",0.173624833925469,"automotive youth educational systems"
"9836","collision repair and refinish: painting and refinishing technician",0.172904951862553,"certified refinish technician"
"1033","certified cyber security professional - associate/practitioner",0.172249135254891,"certified psychiatric rehabilitation practitioner"
"1241","certified cyber security professional - associate/practitioner",0.172249135254891,"pmi agile certified practitioner"
"1939","certified cyber security professional - associate/practitioner",0.172249135254891,"certified registered nurse practitioner"
"232","saca c-104 certified industry 4.0 associate -iiot, networking & data analytics",0.171343771230725,"citrix certified associate - networking"
"414","cedia electronic systems certified networking specialist",0.169823062767563,"cisco certified entry networking technician"
"112","medium/heavy truck technician: heating, ventilation, & a/c",0.169210613229243,"certified a+ technician"
"72","backflow prevention assembly repairer certification",0.168209653448064,"back-flow certification"
"4046","hydronic heating and cooling certification",0.168209653448064,"cooking certification"
"4154","infection control & water quality certification",0.168209653448064,"injection molding certification"
"9614","apple certified support professional (acsp) 10.15",0.167421372712028,"certified field support technician"
"396","chief engineer (osv) - near coastal domestic",0.166666666666667,"domestic violence"
"530","epa section 608 certification - refrigerant handling",0.166666666666667,"epa 410a"
"2708","certified solidworks advanced professional mold making",0.166666666666667,"mold remediation certification"
"3133","epa section 608 certification - refrigerant handling",0.166666666666667,"certified in refrigerant recovery"
"4230","certified solidworks advanced professional mold making",0.166666666666667,"cabinet making certificate"
"6044","certification in construction materials testing - asphalt",0.166666666666667,"nicet asphalt"
"6755","certified biosolids land appliers class i",0.166666666666667,"land title"
"6910","epa section 608 certification - refrigerant handling",0.166666666666667,"chemical handling certificate"
"7457","interior fire alarm technician level ii",0.166666666666667,"interior design certification"
"8808","interior fire alarm technician level ii",0.166666666666667,"registered interior designer"
"359","truck-mounted attenuator operator",0.166372891201854,"operating room technician"
"64","backflow prevention program specialist/administrator certification",0.164191459884968,"neonatal resuscitation program"
"692","certification in construction materials testing - asphalt",0.164191459884968,"certified materials and resource professional"
"1458","registered construction inspector in public works",0.164191459884968,"public safety certificate"
"2528","epa section 608 certification - refrigerant handling",0.164191459884968,"asme section 9"
"3160","oracle weblogic server 12c: administration i",0.164191459884968,"transportation security administration"
"6605","backflow prevention program specialist/administrator certification",0.164191459884968,"cna program"
"8407","linux server professional certification - level 1",0.164191459884968,"certified server"
"9834","registered construction inspector in public works",0.164191459884968,"public safety telecommunicator"
"10694","registered construction inspector in public works",0.164191459884968,"insurance adjuster, public"
"972","electronics in traffic signal technician",0.163649759420516,"senior professional in human resources"
"1170","hydronic heating and cooling certification",0.162586178042734,"seating and mobility specialist"
"439","certified cyber security professional - associate/practitioner",0.161740881822253,"nurse practitioner"
"2411","certified cyber security professional - associate/practitioner",0.161740881822253,"advanced registered nurse practitioner"
"7735","plant maintenance technologist certification class i",0.161740881822253,"certified plant professional"
"9056","backflow prevention cross-connection control surveyor certification",0.161740881822253,"registered surveyor"
"9317","certified cyber security professional - associate/practitioner",0.161740881822253,"psychiatric nurse practitioner"
"10375","plant maintenance technologist certification class i",0.161740881822253,"certified plant engineer"
"2029","master specialist hands on supply water temperature reset controls set-up and testing",0.16060117758936,"driver/operator mobile water supply"
"1989","autodesk certified professional in inventor for mechanical design",0.160162289712301,"certified in production and inventory management"
"1617","residential hvac design for quality installation",0.159314809334925,"quality improvement"
"2221","residential hvac design for quality installation",0.159314809334925,"iso 9000 quality management"
"2867","residential hvac design for quality installation",0.159314809334925,"quality system"
"3019","residential hvac design for quality installation",0.159314809334925,"quality technology"
"424","apple certified support professional (acsp) 10.15",0.15691311927939,"administrative support certification"
"2019","transit bus technician: electrical/electronic systems",0.154535688512053,"electronic engineering certification"
"395","registered respiratory therapist - sleep disorders specialty",0.152182393889319,"registered vascular specialist"
"1356","certtec advanced electricity and electronics certification",0.152182393889319,"advanced practice nurse"
"2118","registered respiratory therapist - sleep disorders specialty",0.152182393889319,"registered cardiovascular invasive specialist"
"3866","registered respiratory therapist - sleep disorders specialty",0.152182393889319,"registered cardiac electrophysiology specialist"
"6367","avid certified operator for pro tools | post",0.151864217227975,"certified post anesthesia nurse"
"3404","certified national appliance service technician - refrigeration and air conditioning",0.151042610981352,"certified refrigeration technician"
"4206","traffic signal inspector level i",0.150936784112407,"fire inspector iii"
"13","certified electrical safety worker",0.15,"social work license"
"689","certified electrical safety worker",0.15,"work keys"
"3968","line and antenna sweeping",0.15,"all lines adjuster license"
"4729","certified electrical safety worker",0.15,"licensed bachelor of social work"
"4702","sap certified application associate - sap cpq implementation",0.149742611415091,"vmware certified implementation expert"
"7397","certified welding engineer",0.149399426635212,"certified wedding planner"
"832","certified dental technician",0.148763045165417,"certified medical laboratory technician"
"686","certified fire plan examiner i",0.148475907140371,"learning behavioral specialist i"
"9535","master specialist residential electric heat",0.148475907140371,"hp master accredited systems engineer"
"6430","interior fire alarm technician level ii",0.147547720503281,"fire instructor iii"
"69","piping inspector certification",0.147016089080106,"airframe and powerplant certification"
"1389","construction superintendant certification",0.147016089080106,"special education certification"
"4917","piping inspector certification",0.147016089080106,"travel and tourism certification"
"5502","construction superintendant certification",0.147016089080106,"early childhood education certification"
"515","certified specialist of inspection housing quality standards",0.14556262522934,"certified quality engineer"
"2987","autodesk certified professional in design for manufacturing",0.14556262522934,"certified manufacturing engineer"
"5926","autodesk certified professional in design for manufacturing",0.14556262522934,"certified manufacturing specialist"
"9980","certified specialist of inspection housing quality standards",0.14556262522934,"certified quality improvement associate"
"915","oracle application express 18: developing web applications",0.142857142857143,"computer applications"
"2520","oracle application express 18: developing web applications",0.142857142857143,"business applications certificate"
"4538","avid certified operator for pro tools | post",0.142857142857143,"basic post certificate"
"5887","coating inspector program level 1 - nuclear specialty",0.142857142857143,"certified nuclear medicine technologist"
"6169","coatings inspector program level 3 - peer review",0.142857142857143,"certified peer specialist"
"9020","coatings inspector program level 3 - peer review",0.142857142857143,"certified professional utilization review"
"877","certified sprinkler itm specialist for facility managers",0.140735537044259,"facility management professional"
"2352","certified sprinkler itm specialist for facility managers",0.140735537044259,"aquatic facility operator"
"7903","construction code professionals one- and two-family dwellings",0.140735537044259,"bar code certification"
"2193","certified operator class i",0.140542048550347,"certified nurse operating room"
"7072","coating inspector program level 2 - marine specialty",0.138635041561931,"certified marine technician"
"7699","coating inspector program level 2 - marine specialty",0.138635041561931,"certified marine mechanic"
"2646","traffic signal senior field technician level iii",0.136555550858507,"chartered advisor for senior living"
"6982","traffic signal senior field technician level iii",0.136555550858507,"certified senior system architect"
"9222","autodesk certified professional in design for manufacturing",0.136555550858507,"manufacturing technology"
"164","certified ira services professional",0.134900514136823,"certified professional secretary"
"413","certified ira services professional",0.134900514136823,"certified professional coder"
"475","certified ira services professional",0.134900514136823,"certified hipaa professional"
"758","certified ira services professional",0.134900514136823,"vmware certified professional"
"870","certified ira services professional",0.134900514136823,"certified equity professional"
"1203","certified ira services professional",0.134900514136823,"certified treasury professional"
"1204","certified ira services professional",0.134900514136823,"certified benefits professional"
"1255","certified ira services professional",0.134900514136823,"aruba certified mobility professional"
"1581","certified ira services professional",0.134900514136823,"certified compensation professional"
"1684","certified ira services professional",0.134900514136823,"shrm certified professional"
"1866","certified ira services professional",0.134900514136823,"certified authorization professional"
"3598","certified ira services professional",0.134900514136823,"certified accounts payable professional"
"4015","certified ira services professional",0.134900514136823,"certified cost professional"
"4726","certified ira services professional",0.134900514136823,"certified hr professional"
"6144","certified ira services professional",0.134900514136823,"certified professional collector"
"6886","certified ira services professional",0.134900514136823,"certified chiropractic professional coder"
"8073","certified ira services professional",0.134900514136823,"certified estimating professional"
"8802","certified ira services professional",0.134900514136823,"certified professional salesperson"
"8804","certified ira services professional",0.134900514136823,"certified professional ergonomist"
"9038","certified ira services professional",0.134900514136823,"certified meeting professional"
"9641","certified ira services professional",0.134900514136823,"aruba certified clearpass professional"
"9774","certified ira services professional",0.134900514136823,"certified purchasing professional"
"1093","certified coating applicator",0.133333333333333,"applicators license"
"1671","life support technician",0.133333333333333,"certified boom lift"
"4298","rating field inspector",0.133333333333333,"horse racing"
"4958","bell/saturation diving",0.133333333333333,"six sigma dfss-green belt"
"7405","bell/saturation diving",0.133333333333333,"six sigma yellow belt"
"8198","microsoft office specialist: word associate (word and word 2019)",0.133333333333333,"ward clerk"
"8470","construction superintendant certification",0.133333333333333,"certified superintendent"
"9094","bell/saturation diving",0.133333333333333,"six sigma white belt"
"9469","life support technician",0.133333333333333,"boom lift license"
"10103","construction superintendant certification",0.133333333333333,"certified golf course superintendent"
"671","saca certified industry 4.0 production systems specialist ii",0.132881190074478,"certified production technician"
"1154","certified healthcare technology specialist -  technical/software support staff",0.132881190074478,"certified software project manager"
"1218","certified healthcare technology specialist -  technical/software support staff",0.132881190074478,"certified software process engineer"
"2239","certified healthcare technology specialist -  technical/software support staff",0.132881190074478,"certified healthcare access manager"
"4104","certified healthcare technology specialist -  technical/software support staff",0.132881190074478,"certified software business analyst"
"5402","certified healthcare technology specialist -  technical/software support staff",0.132881190074478,"certified secure software lifecycle professional"
"5403","certified healthcare technology specialist -  technical/software support staff",0.132881190074478,"certified software tester"
"8200","certified healthcare technology specialist -  technical/software support staff",0.132881190074478,"certified software quality engineer"
"10365","sap certified application associate - sap sales cloud 1911",0.132881190074478,"certified sales executive"
"809","microsoft office specialist: microsoft excel 2016 expert",0.13245916158176,"certified functional safety expert"
"1864","saca certified industry 4.0 it systems specialist ii",0.131024784988205,"microsoft certified it professional"
"3497","sap certified technology associate - sap fiori system administration",0.131024784988205,"certified medication administration"
"5274","certified specialist of inspection uniform physical condition standards",0.131024784988205,"certified physical therapy assistant"
"153","avid certified user: pro tools for game audio",0.129186851441168,"certified audio engineering"
"7080","certified healthcare technology specialist -  technical/software support staff",0.129186851441168,"certified salesforce technical architect"
"8867","certified mail manager",0.128382919769937,"bail bonds license"
"4666","automobile technician: brakes",0.127746538300141,"certified rhythm analysis technician"
"294","construction code professionals one- and two-family dwellings",0.126469474717098,"certified construction manager"
"1776","construction code professionals one- and two-family dwellings",0.126469474717098,"certified construction specifier"
"9590","veterinary technician specialist- nutrition",0.126099041191656,"salesforce pardot specialist"
"146","machining level i - cnc milling: programming setup & operations",0.125,"programming certification"
"934","machining level i - cnc milling: programming setup & operations",0.125,"plc programming"
"1150","sap certified application associate - sap sales cloud 1911",0.125,"auto sales"
"1153","certified fiber optic technician - home/premise/curb/node",0.125,"hubbell premise wiring"
"1228","machining level i - cnc milling: programming setup & operations",0.125,"cnc certification"
"1560","saca certified industry 4.0 production systems specialist ii",0.125,"production certificate"
"1973","transit bus - preventive maintenance and inspection (pmi) (h8)",0.125,"pmi scheduling professional"
"2141","military tactical wheeled vehicle certification - diesel engines (mil2)",0.125,"certified military"
"2327","oracle cloud platform content and experience 2020 specialist",0.125,"aerial platform certification"
"2660","collision repair and refinish: painting and refinishing technician",0.125,"painting certification"
"2919","oracle cloud platform content and experience 2020 specialist",0.125,"aerial work platform"
"3146","oracle cloud platform content and experience 2020 specialist",0.125,"certified salesforce platform developer i"
"7611","transit bus - preventive maintenance and inspection (pmi) (h8)",0.125,"pmi professional in business analysis"
"7651","machining level i - cnc milling: programming setup & operations",0.125,"advanced programming"
"8871","master specialist hands on residential energy auditing certification",0.125,"certified government auditing professional"
"10215","machining level i - cnc milling: programming setup & operations",0.125,"cam programming certificate"
"2864","avid certified support representative: mediacentral | asset management",0.124513796102389,"program management professional"
"4603","avid certified support representative: mediacentral | asset management",0.124513796102389,"portfolio management professional"
"932","autodesk certified expert in generative design for manufacturing",0.123782956458518,"aruba certified mobility expert"
"2258","autodesk certified expert in generative design for manufacturing",0.123782956458518,"check point certified managed security expert"
"2261","autodesk certified expert in generative design for manufacturing",0.123782956458518,"check point certified security expert"
"780","certified healthcare technology specialist -  technical/software support staff",0.12130566136669,"technical writing certification"
"408","stamping level ii - compound dies",0.12,"tool and die"
"694","wastewater lab analyst class iii",0.12,"u.s. department of labor"
"871","fluid power connector and conductor",0.12,"good conduct"
"4458","associate electronics technician - direct current",0.12,"activity director certified"
"4824","level i certified building investigations",0.12,"private investigation"
"5296","level i certified building investigations",0.12,"arson investigation certification"
"6772","associate electronics technician - direct current",0.12,"licensed funeral director"
"271","machining level i - cnc milling: programming setup & operations",0.119486107001194,"hazmat operations"
"928","saca c-102 certified industry 4.0 associate - advanced operations",0.119486107001194,"operations certification"
"1358","certified ira services professional",0.119138133987866,"licensed professional counselor"
"2347","certified ira services professional",0.119138133987866,"pharmaceutical gmp professional"
"2839","certified ira services professional",0.119138133987866,"applied measurement professional"
"7362","certified ira services professional",0.119138133987866,"licensed professional geologist"
"8120","certified ira services professional",0.119138133987866,"professional achievement"
"621","apple certified ios technician (acit) certification (2019)",0.117755411734392,"aggregate technician certification"
"1495","autodesk certified expert in generative design for manufacturing",0.11590176638404,"itil expert"
"4241","autodesk certified professional in autocad for design and drafting",0.113924312854294,"certified parks and recreation professional"
"10346","master specialist hands on water valve leakage testing",0.113049520595828,"certified value specialist"
"129","certified plumbing design technician",0.111572283874063,"certified patient account technician"
"131","certified plumbing design technician",0.111572283874063,"certified scrub technician"
"235","certified plumbing design technician",0.111572283874063,"certified lube technician"
"417","certified plumbing design technician",0.111572283874063,"certified calibration technician"
"741","certified plumbing design technician",0.111572283874063,"certified cardiographic technician"
"1996","certified plumbing design technician",0.111572283874063,"certified pharmacy technician"
"2546","certified plumbing design technician",0.111572283874063,"certified rv technician"
"3657","certified plumbing design technician",0.111572283874063,"certified medication technician"
"3720","certified plumbing design technician",0.111572283874063,"2m certified technician"
"6184","certified plumbing design technician",0.111572283874063,"certified euthanasia technician"
"8764","certified plumbing design technician",0.111572283874063,"chevrolet certified technician"
"133","autodesk certified professional in autocad for design and drafting",0.111111111111111,"autocad certification"
"169","autodesk certified professional in civil 3d for infrastructure design",0.111111111111111,"civil engineering certificate"
"9787","autodesk certified professional in civil 3d for infrastructure design",0.111111111111111,"civil litigation certificate"
"9871","certified solidworks advanced professional mold making",0.110508253432638,"certified molder"
"24","certification in aerospace physiology",0.11026206681008,"carpentry certification"
"32","certification in aerospace physiology",0.11026206681008,"itil certification"
"47","certification in aerospace physiology",0.11026206681008,"paralegal certification"
"51","certification in aerospace physiology",0.11026206681008,"taxation certification"
"127","certification in aerospace physiology",0.11026206681008,"paramedic certification"
"149","certification in aerospace physiology",0.11026206681008,"insurance agent certification"
"151","certification in aerospace physiology",0.11026206681008,"aerial lift certification"
"159","certification in aerospace physiology",0.11026206681008,"epic certification"
"297","certification in aerospace physiology",0.11026206681008,"lean six sigma certification"
"346","certification in aerospace physiology",0.11026206681008,"six sigma black belt certification"
"436","certification in aerospace physiology",0.11026206681008,"pole climbing certification"
"510","certification in aerospace physiology",0.11026206681008,"counseling certification"
"611","certification in aerospace physiology",0.11026206681008,"bookkeeping certification"
"669","certification in aerospace physiology",0.11026206681008,"typing certification"
"756","certification in aerospace physiology",0.11026206681008,"soldering certification"
"789","certification in aerospace physiology",0.11026206681008,"phlebotomy certification"
"824","certification in aerospace physiology",0.11026206681008,"iahcsmm certification"
"879","certification in aerospace physiology",0.11026206681008,"six sigma certification"
"893","certification in aerospace physiology",0.11026206681008,"red x certification"
"937","certification in aerospace physiology",0.11026206681008,"purchasing certification"
"993","certification in aerospace physiology",0.11026206681008,"acquired immune deficiency syndrome certification"
"1005","certification in aerospace physiology",0.11026206681008,"lean certification"
"1019","certification in aerospace physiology",0.11026206681008,"togaf certification"
"1143","certification in aerospace physiology",0.11026206681008,"pilot certification"
"1209","certification in aerospace physiology",0.11026206681008,"crisis intervention certification"
"1324","certification in aerospace physiology",0.11026206681008,"help desk certification"
"1330","certification in aerospace physiology",0.11026206681008,"lean bronze certification"
"1393","certification in aerospace physiology",0.11026206681008,"agile certification"
"1430","certification in aerospace physiology",0.11026206681008,"scheduling certification"
"1431","certification in aerospace physiology",0.11026206681008,"armorer certification"
"1433","certification in aerospace physiology",0.11026206681008,"mentor certification"
"1590","certification in aerospace physiology",0.11026206681008,"english certification"
"1806","certification in aerospace physiology",0.11026206681008,"osha forklift certification"
"1862","certification in aerospace physiology",0.11026206681008,"leadership certification"
"1880","certification in aerospace physiology",0.11026206681008,"manicurist certification"
"2079","certification in aerospace physiology",0.11026206681008,"librarian certification"
"2125","certification in aerospace physiology",0.11026206681008,"bloodborne pathogens certification"
"2245","certification in aerospace physiology",0.11026206681008,"bilingual certification"
"2293","certification in aerospace physiology",0.11026206681008,"prince2 certification"
"2328","certification in aerospace physiology",0.11026206681008,"law enforcement certification"
"2579","certification in aerospace physiology",0.11026206681008,"aerial bucket certification"
"2654","certification in aerospace physiology",0.11026206681008,"quickbooks certification"
"2671","certification in aerospace physiology",0.11026206681008,"aaalac certification"
"2677","certification in aerospace physiology",0.11026206681008,"procurement certification"
"2802","certification in aerospace physiology",0.11026206681008,"blasters certification"
"2971","certification in aerospace physiology",0.11026206681008,"afaa certification"
"3208","certification in aerospace physiology",0.11026206681008,"cdia+ certification"
"3293","certification in aerospace physiology",0.11026206681008,"dermatology certification"
"3501","certification in aerospace physiology",0.11026206681008,"math certification"
"3747","certification in aerospace physiology",0.11026206681008,"google earth certification"
"4050","certification in aerospace physiology",0.11026206681008,"kaizen certification"
"4129","certification in aerospace physiology",0.11026206681008,"boys town certification"
"4312","certification in aerospace physiology",0.11026206681008,"facilitation certification"
"4468","certification in aerospace physiology",0.11026206681008,"e.k.g. certification"
"4495","certification in aerospace physiology",0.11026206681008,"sarbanes-oxley certification"
"4989","certification in aerospace physiology",0.11026206681008,"retail certification"
"5029","certification in aerospace physiology",0.11026206681008,"criminal justice certification"
"5101","certification in aerospace physiology",0.11026206681008,"sas certification"
"5186","certification in aerospace physiology",0.11026206681008,"windows certification"
"5318","certification in aerospace physiology",0.11026206681008,"budgeting certification"
"5431","certification in aerospace physiology",0.11026206681008,"mediation certification"
"5520","certification in aerospace physiology",0.11026206681008,"cosmetology certification"
"6008","certification in aerospace physiology",0.11026206681008,"3-star certification"
"6025","certification in aerospace physiology",0.11026206681008,"java certification"
"6350","certification in aerospace physiology",0.11026206681008,"broker's certification"
"6501","certification in aerospace physiology",0.11026206681008,"italian language certification"
"6808","certification in aerospace physiology",0.11026206681008,"japanese language certification"
"9200","certification in aerospace physiology",0.11026206681008,"bels certification"
"9486","certification in aerospace physiology",0.11026206681008,"lean gold certification"
"9695","certification in aerospace physiology",0.11026206681008,"spanish certification"
"9852","certification in aerospace physiology",0.11026206681008,"storage+ certification"
"9935","certification in aerospace physiology",0.11026206681008,"mssc certification"
"9993","certification in aerospace physiology",0.11026206681008,"regulatory affairs certification"
"10338","certification in aerospace physiology",0.11026206681008,"local anesthesia certification"
"10339","certification in aerospace physiology",0.11026206681008,"nitrous oxide certification"
"10548","certification in aerospace physiology",0.11026206681008,"step certification"
"5349","inspection and testing of water-based systems i",0.10984901240684,"chartered institute of personnel and development"
"5275","certified healthcare technology specialist -  technical/software support staff",0.105580239689156,"pharmacy technology"
"7178","certified healthcare technology specialist -  technical/software support staff",0.105580239689156,"nail technology"
"7396","radio frequency identification technical specialist",0.100879232953325,"certified tissue bank specialist"
"684","residential heat load analyst",0.1,"licensed mortgage loan originator"
"947","certified international tax analyst",0.1,"lock out tag out"
"5743","line and antenna sweeping",0.1,"certified mine foreman"
"7635","big data foundation certification",0.1,"certified tig"
"10612","aem 6 lead developer",0.1,"aes certified"
"3542","citrix virtual apps and desktops service on citrix cloud certified",0.0955888856009549,"marketing cloud consultant"
"267","citrix virtual apps and desktops service integration with microsoft azure certified",0.0952907527186943,"microsoft certified professional"
"2243","citrix virtual apps and desktops service integration with microsoft azure certified",0.0952907527186943,"microsoft certified solutions developer"
"7028","citrix virtual apps and desktops service integration with microsoft azure certified",0.0952907527186943,"microsoft certified trainer"
"217","nafa certified air filter specialist",0.0926099041191656,"certified fitter"
"6536","certified msw collection systems - manager",0.0926099041191656,"msd certified"
"9405","nafa certified air filter specialist",0.0926099041191656,"certified mastectomy fitter"
"1366","citrix virtual apps and desktops service integration with microsoft azure certified",0.0909090909090909,"capability model maturity integration certification"
"7096","master specialist hands on residential heat gain and heat loss calculation",0.0909090909090909,"certified loss control professional"
"9035","citrix virtual apps and desktops service integration with microsoft azure certified",0.0909090909090909,"integration architecture designer"
"10367","light commercial refrigeration certification",0.0889722140023872,"certified flight attendant"
"6538","citrix virtual apps and desktops service integration with microsoft azure certified",0.0882222991757742,"teacher of students with disabilities"
"8840","backflow prevention program specialist/administrator certification",0.0840660274611038,"hearing aid specialist"
"2590","master specialist hands on supply water temperature reset controls set-up and testing",0.0833333333333333,"certified supply chain professional"
"10399","certified healthcare technology specialist -  technical/software support staff",0.0828811900744785,"certified staffing professional"
"1258","certified kitchen and bath remodeler",0.08,"shop math"
"5557","leed ap building design + construction",0.08,"atp license"
"10023","aci shotcrete nozzleman (wet-mix process)",0.08,"awci certified"
"538","master specialist hands on hydronic system variable flow control set-up and commissioning",0.078456559639695,"certified pest control"
"677","veterinary internal medicine technician - neurology",0.0766479229800849,"hazmat technician"
"945","veterinary internal medicine technician - neurology",0.0766479229800849,"histologic technician"
"1032","veterinary internal medicine technician - neurology",0.0766479229800849,"breath alcohol technician"
"1418","veterinary internal medicine technician - neurology",0.0766479229800849,"dialysis technician"
"3607","veterinary internal medicine technician - neurology",0.0766479229800849,"gaming & vending technician"
"8857","veterinary internal medicine technician - neurology",0.0766479229800849,"radiologic technician"
"1110","machining level i - cnc milling: programming setup & operations",0.075,"certified programmer"
"5165","machining level i - cnc milling: programming setup & operations",0.075,"certified crestron programmer"
"9096","collision repair and refinish: painting and refinishing technician",0.075,"certified painter"
"1774","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified coding specialist"
"2904","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified coding specialist - hospital"
"2930","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified occupancy specialist"
"3494","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified corporate trust specialist"
"4459","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified therapeutic recreation specialist"
"5897","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified avian specialist"
"6269","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified brain injury specialist"
"6977","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified exercise specialist"
"8658","certified healthcare technology specialist -  technical/software support staff",0.0709307106703063,"certified exchange specialist"
"4768","residential air conditioning certification",0.0678991431791809,"certified hair stylist"
