index,DEPARTMENT,PREDICTIONS,ABSTRACT
12966,NSF,NSF,"Nurturing Multiplicative Reasoning in Students with Learning Disabilities in a Computerized Conceptual-Modeling Environment (NMRSD-CCME) is a five-year research and development project that will augment teaching practice by providing the tools to analyze student conceptions and enact best-practice on an individual, student-needs basis.  The purpose of this project is to: (a) create a research-based model of how students with learning disabilities (SLDs) develop multiplicative reasoning via reform-oriented pedagogy, (b) convert the model into a computer system that dynamically models every student's evolving conceptions and recommends tasks to promote her/his advancement to higher level, standard-based multiplicative structures and operations, and (c) study how this computerized teaching tool impacts student outcomes, including diminishing the gap between SLDs and their normal achieving peers (NAPs).  The PIs draw upon universal design and three research-based frameworks: machine (or statistical) learning from computer sciences, generalization of word-problem underlying structures (story-grammar) from special education, and a constructivist view of learning from mathematics education. The latter consists of recognizing teaching can promote transformation of students' available mathematical conceptions into intended ones via tasks that orient student reflection on activity-effect relationship and content-specific constructs informed by established research. The development is done in three stages.  The first is a teaching experiment to determine learning trajectories for multiplicative reasoning with SLDs.  The second is the development of a computerized modeling system to support students' construction of multiplicative reasoning (includes alpha, beta and pilot testing).  The final stage is the evaluation of the system by comparing the learning process and outcomes of 15 SLD students with 15 non-SLD to judge the effect of the system on closing the achievement gap. In addition, the effect of the system on SLDs' performance will be compared to the effect of traditional teacher-delivered instruction on SLD. The products include software that is flexible and adaptive to the learner and protocols for teachers.  The project also tests the viability of dynamic recommendation algorithms, which is likely to be important in other domains beyond multiplicative reasoning and with other students who have difficulties learning mathematics concepts."
12976,NSF,HHS,"This project will investigate whether learning in the visual arts, a discipline in which students continually practice visualization, leads to improvements in geometric reasoning. This longitudinal, quasi-experimental study will compare high school students with and without extensive exposure to the visual arts. Geometric reasoning will be assessed at baseline and after one and two years of study, as will visualization skills in art, general spatial visualization, and control tasks not related to visualization. If the study supports the hypothesis that students in the arts group will show greater improvement in their geometric reasoning, future research will examine transfer between visual arts training and other STEM areas that depend on visualization such as physics, chemistry, biology, and additional areas in mathematics. This study promises to extend the boundaries of our understanding of the relation between visual-spatial thinking in mathematics and the visual arts and add to our understanding of the conditions under which near and far transfer may occur. It also has implications for increasing access to higher-level mathematics for students, particularly those students who have traditionally been underserved educationally, by increasing the number of students who succeed in geometry, and thereby increasing the numbers who stay in the mathematical pipeline."
12990,NSF,HHS,"Engineering Other -(59)Microfluidics is a branch of physics and biotechnology that studies the behavior of fluids at the microscale and the design of Micro-Electronic Mechanical Systems (MEMS) that takes advantage of such behavior. Fluids on these small scales behave differently than do fluids at the macro-level because factors such as surface tension, energy dissipation, inertia, and electrokinetics begin to predominate. The objective of this project is to adapt and implement an undergraduate course on microfluidics at partnering institutions.  The course consists of inquiry-based modules supplemented with lectures and reading materials employing educational uses of technology exploring the latest research in microfluidics. The courses will be offered in a variety of engineering programs including the electrical, mechanical, and biomedical disciplines. Students are collaborating on a group project that follows the full-cycle microfluidic system design approach. The course materials are being compiled to produce a textbook on microfluidic theory and practice that is suitable for undergraduate instruction. In addition to the textbook, the results from this project will be disseminated through several engineering education venues."
13002,NSF,HHS,"The mobile phone network is emerging as the largest sensor network on the planet.  Mobile phone users, however, are generally unaware of the dual uses of this network, in which their communication devices are also information gathering devices.  In participatory urban sensing, everyday mobile devices become a platform for coordinated investigation of the environment and human activity.  But transforming phones into data collection instruments raises both technical and ethical challenges.  The PI believes that researchers should utilize this network of sensors with the consent and active participation of users.  Facilitating responsible, socially trusted, and participatory ethics for data collection and analysis with urban sensing systems remains an open problem, and is the challenge undertaken in this research and education project.  In this project, the PI and her team will formalize and qualitatively assess an important test case in participatory ethics: a participatory approach to managing privacy in urban sensing applications.  They will create both an immersion curriculum (using a hands-on laboratory approach) and an interdisciplinary seminar-style curriculum to teach participatory ethics for urban sensing to diverse STEM undergraduate and graduate students, and will evaluate these curricula and synthesize classroom findings into best practices which will then be disseminated for education in participatory urban sensing ethics to urban sensing, ubiquitous computing, and broader technology education communities through white papers, guest lectures, video presentations and discussions, and an active website.Broader Impacts:  This work will benefit many areas of mobile and ubiquitous technology research.  The multidisciplinarity and rapid pace of system development, the social diversity of users, and the diversity of urban sensing applications are exhilirating yet pose significant challenges to developing a participatory ethics framework.  Much as traditional human subjects research guidelines apply to a broad and diverse research scope, the PI believes that similarly powerful principles can be specified for human sensing research.  The pedagogical tools developed in the education phase of this project will train a diverse group of STEM students to align technological advances with human practices and ethics.  Involving students in discussions and practical implementation of participatory ethics will integrate considerations of values into their research and design practice.  Students and researchers trained in participatory urban sensing ethics will design systems that reflect participatory ethics and balance technical and human values.  Students will also bring the ethical thinking and value commitments formed during their education to careers in academia, technology industries, and policy arenas.  As a critical test case in participatory ethics for urban sensing, formalizing and refining participatory privacy regulation will contribute to fields struggling with meaningful privacy design, including mobile and ubiquitous computing, social networking, and web community systems design."
13008,NSF,NSF,"The intimate connection between source coding (data compression,quantization) and simulation (the generation of a signal with prescribed distributions from a purely random mechanism such as coin flips) has been known for over three decades.  Recent results suggest even deeper connections with potentially significant implications for the related problems of compression code design, modeling random processes for the analysis and design of signal processing and coding systems, and understanding the nature and structure of mathematical models of random processes capturing the important properties of signals arising in the real world. This research is concerned with developing precise results characterizing and applying these connections to obtain new insight, theory, and algorithms.In 1977 the performance of an optimized source coding system was shown to be bounded by the quality of a constrained simulation of the source, with equality under certain conditions.  In 2008 this connection was strengthened by a precise formulation and proof of an information theoretic ``folk theorem'' stating that source coding systems performing near the Shannon optimum yield bit streams that are ``nearly coin flips'' in the rigorous sense of closeness in Ornstein's d-bar process distance. Together these results imply that source coding systems --- including digital speech, audio, image, and video communication and storage systems --- and simulation systems --- comprising stationary codings or filterings of iid bits --- are mathematically approximately equivalent systems, and hence the theory and design algorithms appropriate for one yield corresponding results for the other. This project exploits these connections to develop new theory and design algorithms for codes for compression, simulation, and modeling based on known distributions and on distributions learned from data."
13028,NSF,HHS,"Alternative oxidase (AOX) is a heme-independent terminal oxidase present in the respiratory chains of all plants, as well as in certain fungi, protists, animals, and bacteria. Unlike other respiratory oxidases, AOX does not directly contribute to the generation of a proton motive force. With the exception of thermogenic plants, where AOX is used to generate heat during flowering, its function is uncertain, although in eukaryotes it may contribute to metabolic homeostasis, protection from oxidative stress, or virulence.  The role of alternative oxidase in bacterial physiology is unclear.  A recent survey of the sequence databases revealed numerous bacteria and marine metagenomic samples whose genomes encode an AOX-like protein.  A model organism for studying the role of AOX in bacterial physiology is Vibrio fischeri, a bioluminescent marine bacterium that forms a symbiotic relationship with the Hawaiian bobtail squid.  In V. fischeri, microarray and reporter assay results have identified a link between aox gene expression levels and nitric oxide (NO).  The overall goal of the research is to investigate the physiological link between AOX and NO.  First, quantitative PCR will be used to assess NO-induced changes in aox transcript levels, and second, the effect of NO on the function of terminal respiratory oxidases in V. fischeri will be investigated.  This work will provide novel information related to the function of AOX in bacterial physiology, an area that is largely unexplored, but has implications for understanding bacterial contribution to marine ecosystems. The studies will provide a foundation for future exploration of the role of AOX in diverse bacteria and ultimately a better understanding of the link between bacterial respiration and ecosystem function. In addition, training opportunities will be provided for one graduate and two undergraduate students in basic microbiological techniques, molecular biology, bacterial physiology, and related instrumentation techniques."
13030,NSF,NSF,"Exurban residential development is widespread, constituting one of the major forms of land-use and land-cover changes in the Eastern US and elsewhere.  This sprawl has large impacts on natural and rural landscapes, ecosystem services, and quality of life for millions of people.  This project investigates the processes linking dynamics of land-atmosphere carbon budgets in exurban residential areas, preferences for land-cover types and patterns on these lands, and land-management activities of residents and developers. The goal of the project is to obtain a clearer understanding of the relationships between carbon dynamics, land-management activities, and market and non-market values of land-uses and land-covers ? focusing on how carbon dynamics might respond in a non-linear fashion to various management and policy options for land-cover management.  Building on the extensive data resources developed under a precursor project, the researchers will use dynamic agent-based models (including a new land-market sub model) to examine a range of exurban land-cover patterns that might be expected to result from market and policy drivers These models will be linked to homeowner preferences and landscape management behaviors from surveys. The outputs of the models will be coupled with a spatially explicit model of biogeochemistry, with inputs derived from remote sensing and field-based sampling within Southeastern Michigan. The researchers will explore the relationship between decision processes by various actors and the resulting changes in biogeochemical processes. We will look for the existence of ecologically significant thresholds (e.g., large, nonlinear land-atmosphere carbon exchange in response to small changes in policy, preferences or behaviors) that are revealed in the coupled system. The study will identify both modeled micro-level dynamics and macro-level patterns in space and time, building on data and model resources developed from previous projects, while creating a complementary new dataset to support modeling of land-market interactions that includes land transactions, biogeochemical processes, cultural preferences and management practices affecting land covers, The complex feedbacks explored in this project, that both drive and result from exurban sprawl, will provide new insights into how policy can be used to guide and manage this landscape change.  Coupled  computer models will be used to evaluate policy scenarios that may be spatially-targeted (e.g., zoning) or aspatial (e.g., carbon credits) and are designed to affect carbon dynamics through mechanisms built on an understanding of the incentives created by markets and preferences and behaviors of residents, developers, and local governments.  Field and modeling work on soil and vegetation carbon dynamics will provide much needed insights into the effects of exurban development on carbon storage, which, given the growth of exurban development, has important implications for the atmospheric carbon budget. The project strengthens scientific capacity and integration by bringing together scientists from a wide range of fields including landscape architecture, ecosystem science, economics, geographic information science, and complex systems science.  The project will produce results that improve our ability to model (a) carbon cycling in the heterogeneous landscapes that humans inhabit, (b) the economic incentives inherent in our management exurban landscapes, and (c) the linkages between peoples? preferences and their behaviors and ecological landscape function.  Models developed for the project will be used to generate both formal and informal educational materials for both graduate and undergraduate instruction on environmental science, policy, and design, in order to improve student understanding of how complex coupled human-environment dynamics can complicate decision making about ecosystem services, and how spatial and dynamic modeling can improve our understanding of alternative options in such settings."
13052,NSF,HHS,"Funding is provided to develop a network of inter-annually resolved proxy records of precipitation from the core monsoon zone of India using the oxygen isotope composition of stalagmites from strategically located caves throughout the core monsoon zone of India.  The ultimate science goal of the research is to develop a composite record of monsoon rainfall variability of the past 2,000 years as a 'paleo-equivalent' of the All India Rainfall time series.  This will serve as a benchmark to assess the variability of the Indian Summer Monsoon (ISM) and to place its 20th century precipitation variability in the context of the past 2,000 years. Additionally, monsoon proxy data sets resulting from this research will be compared to the instrumental and proxy data sets of last 2,000 years to examine variability in coupled atmosphere-ocean modes such as the Atlantic Multidecadal Oscillation (AMO) and the El Nino- Southern Oscillation (ENSO).  This research will help improve Indian monsoon predictive capabilities on inter-annual to decadal timescales.The broader impacts involve a strong educational mentoring portion and an equally strong intellectual portion.  The proposal supports undergraduate students at a primarily undergraduate-centered institution.  The revised project includes support for a senior thesis.  The science goal of helping to develop a better understanding of the ISM is an important scientific aim in itself but especially since the monsoon system directly and indirectly affects such a large number of people."
13062,NSF,HHS,"It is well known that neritic regions of subtropical oceans experience episodic occurrences of pelagic tunicate blooms. However, little is known regarding the processes that regulate these populations or their ecological significance. Based on sporadic field observations and a relatively small number of laboratory studies, it is understood that theoretically blooms of the Thaliacea, specifically the doliolids, may be particularly important because of their enormous and rapid asexual reproductive capacity. Blooms of over 1,000 zooids m-3 are reported from most of the world's continental shelves. Large blooms of doliolids have the potential of restructuring the trophic structure of shelf pelagic ecosystems by limiting copepod production via consumption of eggs and shunting primary production to the benthos and the microbial loop via fecal production. Although much has been learned via careful laboratory studies, investigation of the processes that govern the development of doliolid blooms cannot be satisfactorily simulated in the laboratory and, until recently, methods to investigate key aspects of trophic interactions between zooplankton, their prey, and their predators in situ have been lacking. In this project the investigators will conduct a field-based study in which classical and proven zooplankton ecology methods will be merged with new molecular based approaches for assessing gut contents to address several fundamental questions concerning doliolid trophic interactions during summer blooms on the South Atlantic Bight continental shelf.Two aspects of the project may be considered potentially transformative. First, it will be among the first to systematically apply zooplankton molecular gut content analytical methods in situ, potentially revolutionizing the field of zooplankton ecology. It is of note that the need for new tools to investigate zooplankton trophic processes has been clearly identified by the science community as a major limitation to the field. Second, the project will explore a paradigm shifting hypothesis that doliolid blooms are controlled not by direct predation, nutrient limitation, or advective oceanographic processes, but by a changing food particle environment.The research focuses on a central theme, trophic interactions, within the diverse field of marine plankton studies, and therefore will be of interest well beyond the specific focus of the project. To a broader degree, the study will serve to help bridge the fundamental divide in modern biology that exists between molecules, organisms, and ecology. An important component of the project will involve training and increasing representation of underrepresented students in STEM fields. One graduate student and three undergraduate students will be supported and trained. Through well established relationships with two Historically Black Universities, both of which have Marine Science programs (Hampton University and Savannah State University), the investigators will aggressively recruit students. Additionally, one of the investigators is a young assistant professor at Hampton University and this project will provide her opportunities to advance her research career, improve research infrastructure at Hampton, and increase student exposure to research. Finally, this project will take advantage of established International relationships with Nordic researchers who are actively engaged in similar research but focused on Appendicularians and other gelatinous pelagic species. The project will also support the participation of US marine scientists in the upcoming Molecular Trophic Interactions II symposium being organized in Savannah in 2009."
13069,NSF,NSF,"The long-term response of large lakes to climate change is not well understood. Recent observational results have shown that winter ice cover plays a vital and previously underappreciated role in determining thermal conditions the following summer; the concentration of high albedo ice determines the timing of the spring overturn, which in turn affects summer temperatures. A long-term trend towards lesser ice cover in Lake Superior is causing a sustained and more effective warming season that is contributing to a rise in summer lake temperatures in significant excess of the rise in air temperature. However, the role that ice plays in this phenomenon and the ability to predict the thermal response of the lake to climate change is poorly understood. In addition, the thermal response of the lake to winter ice cover is critical to its carbon cycle, because temperature is perhaps the single most important determinant of biogeochemical reaction rates. Rates such as nutrient uptake rates by phytoplankton and bacterial respiration rates work in synchrony to regulate the lake carbon cycle. Nevertheless, little is known about what effect steadily rising lake temperatures may have on the long-term stability of biochemical cycles within large lakes. This project will fill in these gaps in knowledge and to gain a fundamental understanding of the role of ice in determining the full annual and interannual cycles of temperature and carbon in large lakes. The following questions that pertain to Lake Superior?s physics and biogeochemistry will be addressed: 1) What is primarily responsible for setting the amount of ice formation? 2) What role does the spatial and temporal variability of ice formation play in determining lake-wide summer conditions? 3) What are the trends in mixed layer depth? 4) Are increased temperatures and reduced ice cover playing a role in the long-term mass balance of the lake, and contributing to the general trend of lower water over the last few decades? 5) How much ?information? regarding heat and carbon, if any, is passed from one year to the next? 6) What is the impact of a progressively earlier ice melt, higher summer temperatures, and stronger thermal stratification on biological production and carbon cycle? The project will improve our understanding of lake levels, a significant factor to the shipping industry. The unprecedented dataset will be available to a variety of lake modelers. Expertise in ice and biogeochemical modeling will also be broadened."
13092,NSF,NSF,"The integrated observing systems that comprise the EarthScope Facility can be used to address fundamental questions at all scales?from the active nucleation zone of earthquakes, to individual faults and volcanoes, to the deformation along the plate boundary, to the structure of the continent and planet. EarthScope data will be openly available to maximize participation from the national and international scientific community and to provide ongoing educational outreach to students and the public.  The intellectual merit of the EarthScope Facility is derived from its link to the support of fundamental research throughout the earth sciences. Through an ambitious data collection scheme and broad geographic coverage, the EarthScope Facility will provide the observational resources to encourage cross-disciplinary investigations and stimulate the next generation of research scientists.  The design and implementation plan for EarthScope was developed through extensive, decade-long engagement with the scientific and educational communities.  Through numerous workshops and working groups, the research community, along with federal and state partners, defined the data and tools required for geoscience to take the next step in exploring the fundamental processes that shape the structure and evolution of our continents. As the MREFC- supported construction stage for the EarthScope Facility nears completion, exciting results are already emerging from the analysis of new EarthScope data, confirming the enhanced resolution provided by this powerful new suite of observational tools.     The broader impacts of EarthScope will be achieved through an integrated education and outreach program and applications in hazard assessment, land use, and resource management. While EarthScope is a national program, it is being operated and maintained at local levels through interactions with hundreds of universities, schools, and organizations across the nation. As EarthScope collects data and makes it available, students and the public will be introduced to key unanswered scientific questions and the role that their region or discipline plays in understanding the evolution of the North American continent and the active processes driving deformation and volcanic activity.  Improved understanding of the natural environment is the first step toward improved land use, environmentally sound development, and resiliency to natural hazards.  With over 3,000 geographical locations, the broad distribution of EarthScope facilities will engage traditionally under-represented groups, particularly students in rural areas that have under-resourced schools and Native Americans on tribal lands (where some of the EarthScope stations will be installed).  EarthScope will provide a unique opportunity for students and the public to observe geological processes in real time and to measure geological change within the time frame of an academic school year.  EarthScope is providing the public with practical examples of how science advances, as they see new data being collected and watch new theories being formulated and tested."
13126,NSF,NSF,"This award provides funding for a workshop that will bring together key education representatives from ocean sciences and related professional societies to: 1) share society practices and K-12 programs with education representatives of other professional societies, 2) increase opportunities for collaboration among professional societies, and 3) develop recommendations for professional society K-12 outreach. This workshop is designed as a community-building collaboration focused on K-12 education and ocean sciences. To keep the needs of diverse student populations (and teachers) front and center, participation of ?diversity focused? professional societies will be encouraged. The interactions, dissemination of model programs, and collaborations developed during the workshop will be used to guide the development of a set of recommendations for how professional societies should focus their K-12 education efforts in ocean sciences."
13134,NSF,NSF,"Nicotinamide adenine dinucleotide (NAD+) and its reduced and phosphorylated forms, NADH, NAD+P and NADPH, are among the most fundamentally important co-enzymes in all living cells.  From the study of NAD+, the nature of cell-free fermentation was demonstrated, functions of co-enzymes in enzyme-mediated transformations were elucidated, vitamins were identified, biosynthetic pathways discovered, and important new mechanisms of gene regulation uncovered.  NAD+ is now recognized not only as a co-enzyme for hydride transfer enzymes but also as a consumed substrate of enzymes found in all three domains of life.  NAD+-consuming enzymes include ADPribose transferases (ARTs), poly(ADPribose) polymerases (PARPs), sirtuins, and cADPribose synthases, which produce nicotinamide plus and an ADPribosyl product in the course of modifying proteins, forming ADPribose polymers, deacetylating protein lysine residues, and cyclizing ADPribose.  Thus, living cells have developed a variety of strategies to salvage NAD+ precursors and to synthesize NAD+ de novo to keep up with the vital demands of hydride transfer enzymes and NAD+ consuming enzymes.  Though many of the most famous vitamin, pathway and enzyme discoveries in the NAD+ field are associated with classic works from 1905 to 1958, a series of creative, original and potentially transformative discoveries in the last 5 years have led to recognition of nicotinamide riboside and nicotinic acid riboside as additional NAD+ precursors in yeast that are converted to NAD+ via the nicotinamide riboside kinase pathway and also by nucleoside-splitting coupled to nicotinamide and nicotinic acid salvage.  In work that upsets the accepted view of NAD+ metabolism as a stagnant set of long-known reactions, new data indicate that there is a specific transporter for nicotinamide riboside import and there is a novel pathway induced by vitamins and regulated by glucose that breaks down NAD+ to nicotinamide riboside and nicotinic acid riboside.  Aims:  1) The specific transporter for nicotinamide riboside will be identified and characterized, making use of a novel and general method to determine the copy number of any yeast protein.  2) A novel pathway that degrades NAD+ to nicotinamide riboside and nicotinic acid riboside will be identified and the mechanism of its regulation by nicotinic acid, nicotinamide and glucose will be determined.  3) A 25 minute family educational experience using baker's yeast to demonstrate basic principals of bioscience will be developed and implemented at the Montshire Museum of Science.  This museum enrichment activity will develop expertise among museum staff, provide bioscience knowledge and encourage inquiry to museum visitors of all ages, and encourage science as a career choice to young, mostly rural, museum visitors.  Scientific Impact:  The function of redox enzymes, sirtuins and ADPribose transfer enzymes depends on import and metabolism of NAD+ precursors, regulation of which is under nutritional and developmental control in all eukaryotes examined.  Discovery and characterization of new, regulated steps in yeast NAD+ metabolism will enlighten the process by which this model eukaryote alters its metabolic biochemistry in response to changing nutritional conditions.  Broader Impact:  Dating back to the characterization of the first enzymes and co-enzymes, yeast has been tremendously important in elucidation of the chemical and biological principles of life.  By developing and implementing a museum-based learning experience on yeast as a living organism, this project will enrich the biology education of rural children, while also showing that graduate students of diverse backgrounds and learning styles make critical contributions to advanced knowledge."
13140,NSF,HHS,"Understanding the mechanisms of speciation allows us to understand how biological diversity has been generated in nature. This research will unravel the genetics of speciation by studying populations of the intertidal copepod Tigriopus californicus. This species is an excellent model system in which to study the early stages of reproductive isolation, because it has populations that are dramatically genetically differentiated but can be crossed in the lab. Thus, they show only partial reproductive isolation and speciation is not yet complete. Two specific genetic systems will be examined, both of which play central roles in metabolism and energy generation in animals. The study will probe how interactions between genes can reduce fitness in hybrids and contribute to reproductive isolation. Understanding the genetic basis of reproductive isolation in Tigriopus contributes to understanding of speciation in general and improves understanding of the mechanisms by which interactions between proteins can change between diverging groups. The research includes both graduate and undergraduate training and will seek to involve underrepresented groups and females in the research process."
13213,NSF,NSF,"Collaborative Research:A Mathematical Framework for the Performance Evaluation of Large-Scale Sensor NetworksJeffrey P. Kharoufeh and Rusty O. Baldwin This grant provides funding for creating and analyzing mathematical models of large-scale wireless sensor networks (WSNs).  A WSN is a collection of sensing devices linked via a wireless transmission medium for the purpose of sensing and conveying information about objects, their surroundings, and their interactions, without human intervention.  When the information is time sensitive, the network?s performance capabilities are critical to meeting quality-of-service guarantees. However, assessing network performance is difficult because the location of the data is generally not known a priori, or it may not exist in the network at all, sensors have limited energy reserves and fail when these reserves are exhausted, sensors may fail due a harsh operating environment, and communication channel quality may vary with time, impacting the timely delivery of critical data.  These characteristics distinguish sensor networks from other communication networks and significantly complicate the task of modeling and predicting their performance over time.  If successful, the results of this research will lead to fundamental principles, effective algorithms and optimization schemes that will enhance the design, analysis, control and realization of WSNs.  Using a queueing network-based model, specific performance parameters will be investigated including the network energy expenditure, average time required to respond to queries and the query success rate (the proportion of queries that are answered on time).  The sensitivity of the network?s performance to query deadline distributions, sensor failures and the network?s environment will also be assessed.  Finally, optimization of the network?s parameters will be investigated to ensure resilience in various operating environments."
13236,NSF,HHS,"This project is expanding the successful Digital Bridge Academy (DBA) curriculum to include intensive math and science content. The new curriculum is adding (1) a numeracy course and (2) a two-semester  science-intensive  course that includes additional mathematics and accelerated versions of high school biology, chemistry and physics courses. The goal is to prepare students to be successful in the standard college level math and science courses they need in order to qualify for technician careers supported by the ATE program.  The DBA program, which has shown great success with high at-risk Latino, urban African American, and Southeast Asian Students, is expanding its curricular offerings with the goal of becoming a national model for the recruitment, accelerated preparation, and retention of under-prepared, minority, and other at-risk students into careers as technicians for the high tech industries.  The project's intellectual merit lies in developing an understanding of how to best educate a growing population of under-prepared and under-represented students. Its broader impact lies in the potential to reach and educate a growing population of under-prepared students and thereby increase their participation in science, technology, and engineering fields."
13249,NSF,NSF,"The University of Washington (UW) seeks an extension for the Alliance for Access to Computing Careers (AccessComputing). AccessComputing aims to increase the number of students with disabilities who successfully complete post secondary degrees in computing and enter the computing workforce. It is lead by a collaboration between the Department of Computer Science and Engineering and the DO-IT (Disabilities, Opportunities, Internetworking, and Technology) Center at UW and it includes Gallaudet University, the Rochester Institute of Technology/National Technical Institute for the Deaf, and Landmark College as partners. The AccessComputing alliance engages individuals with disabilities as well as those who support, serve, guide, educate, and employ them. Specifically, this extension will  (1) increase the capacity of postsecondary institutions, precollege educators, veterans associations, other projects that broaden participation in computing, and industry to fully include individuals with disabilities in computing fields; (2) create synergistic and lasting relationships among stakeholders to foster systemic changes toward inclusiveness in computing education and careers; (3) implement evidence-based practices (e.g., mentoring, internships) to increase the number of individuals with disabilities moving through critical junctures to computing careers; and (4)  expand an online resource center to share research and promising practices worldwide. Applying methods grounded in multidisciplinary knowledge management, collaboration, and social network theory and practice, the AccessComputing Extension will formalize earlier and new relationships into a multi-tier organizational structure of partners, collaborators, and affiliates. Outcomes for individuals with disabilities will be documented by tracking the progress of student participants as well as institutional enrollment and graduation data; results will be compared to local, regional, and national data with respect to the academic and career success of people with disabilities."
13310,NSF,HHS,"TechnicalThe late 20th century marked a renaissance in fundamental areas of tribology, sparked by new experimental and theoretical techniques capable of studying the force of friction in geometries which are well defined at the atomic scale. This project involves the use of one such technique, namely the Quartz Crystal Microbalance, to probe critical topics in this field.  A first set of experiments will explore how friction impacts directed transport of polystyrene microspheres, to document control of motion through variations in atomic-scale friction levels. The second involves studies of the impact of sliding on the two-dimensional melting point of monolayer thick Krypton layers, important for fundamental studies of temperature rise and heat transport.  The final set of experiments will document the manner in which magnetic fields influence the firmly established, yet still poorly understood phenomenon of superconductivity-dependent friction, for helium and oxygen films. The goal is to deepen our knowledge of electronic contributions to energy dissipation mechanisms in sliding friction. A complimentary educational component includes (1) ongoing participation of undergraduates in the research, and (2) direct dissemination of state-of-the-art information on friction to instructors developing curriculum on the topic, as well as to more general audiences through lectures and written reviews.Non-TechnicalBy most recent estimates, improved attention to friction and wear would save developed countries up to 1.6% of their gross national product, well over $100 billion annually in the U.S. alone. As the price of energy rises, and the need to conserve both energy and raw materials becomes increasingly urgent, physicists' rush to understand basic tribological processes can only be expected to accelerate. The late 20th century marked a renaissance in fundamental areas of tribology (the study of friction and wear), sparked by a number of new experimental and theoretical techniques capable of studying the force of friction in geometries which were are well-defined at the nanometer scale. This project involves the use of one such technique, namely the Quartz Crystal Microbalance (QCM), (1) to explore the role of friction to control micron scale particles, an important feature in emerging nano-technological areas that include medical, electronic and manufacturing applications, (2) to probe the temperature of a simplified sliding contact, a quantity that has been exceptionally difficult to quantify from theoretical, experimental and computational approaches, and  (3) to explore the firmly established, yet still poorly understood phenomenon of superconductivity-dependent friction. The goal is to deepen our fundamental knowledge of how electrons contribute to energy loss. A complimentary educational component includes (1) ongoing participation of undergraduates in the research, and (2) direct dissemination of state-of-the-art information on friction to instructors developing curriculum on the topic, as well as to more general audiences through lectures and written reviews."
13311,NSF,HHS,"This project will build a  Scientific Observations Network --as a multi-disciplinary, community-driven effort to define and develop a unified model for observational data, to enhance data sharing, merging and reuse in the earth and life sciences. This effort will coordinate work of a community of experts drawn from numerous disciplines, including ecology, hydrology, oceanography, geo-sciences, the geospatial community, and life sciences, working closely with computer scientists and information managers, to develop necessary specifications and technologies to facilitate intelligent interpretation and seamless integration of observational data. Advances in environmental science and ecology increasingly depend on information from multiple disciplines to address broad, complex questions about the natural world. Researchers are extremely challenged, however, in effectively locating, interpreting, and integrating data that might be relevant for these investigations. This is due to extreme variability in the structure and contents of the data that scientists collect. This project will support the growing interest in the earth and life sciences in the possibilities of describing data at the level of observation and measurement, rather than the traditional focus at the level of the data set, in order to achieve stronger data discovery and interoperability. The Scientific Observations Network will work to develop compatible, open-source, standards-based approaches to the semantic modeling of observational data. A key goal will be the development of a core conceptual data model for representing scientific observations. This core observations model will provide a common basis for developing, extending, and applying highly specialized scientific terminologies required for detailed descriptions of data relevant for environmental research. Subgroups of experts will engage in extending the core data model to include a broad range of specific measurements collected by the representative disciplines, and a series of demonstration projects will illustrate the capabilities of these approaches to confederate data for reuse in broader and unanticipated contexts. The scientific Observations Network will help to insure that scientific data, once collected, is put to the greatest possible use by the broadest group of users."
13314,NSF,NSF,"Daniel Neuhauser of UCLA is supported by an award from the Theoretical and Computational Chemistry program for work to develop a theoretical methodology to understand molecular nanopolaritonics.  The project is intended to unify the treatment of radiation and matter in such a way as to efficiently and accurately describe systems of arbitrary physical geometry and electronic structure. Prior to this reseach, combined plasmon-matter studies typically utilized multipole mode expansions on the plasmon-carrying structure, which although simple, are unable to accurately capture arbitrary geometries or field singularities. Using TDDFT for the whole system, on the other hand, is prohibitively expensive computationally.  The PI is, thus, extending previous simulations, both in terms of method used and applications chosen for testing those methods.  The research starts with FDTD-type algorithms (to be modified for near-field applications), and continues on to discrete-dipole studies, and finally implements embedding formalisms using Hydrodynamic Tensor DFT. The molecular part is being described by a real-time TDDFT algorithm, and treated non-linearly as to capture the multiharmonic and frequency mixing characteristics of the system.The drive towards ever smaller scales for radiation features has led to the new field of plasmonics in which light transport along metal nanoparticle arrays and waveguides is studied at distances as small as a few nanometers (nm). At the same time, electronic structure calculations have also reached the nm size scale, so that the distinction between radiation and matter scale is being blurred out. This has led to a variety of studies where dipolar emission coupling of a few plasmons and excitons are considered, with interesting resonance, field- and spatial-dependence and more. Matter-radiation on the nanoscale (nanopolaritonics in short) is now ripe for a realistic description of both near-field radiation and molecules. The PI and his group are merging Maxwell's near-field description with modern studies of electronic dynamics, to simulate combined matter-radiation (plasmon-exciton, i.e., polariton) systems on the nanoscale. Some applications being considered are: gating of radiation transfer, specifically in large scale plasmonic systems with birefringence effects, including questions about whether molecules can control these systems, an application with possible use in imaging; nonlinear selective microscopy on the nanoscale -- a field with potentially huge impact for sensing applications from engineering to medicine; conversion of electromagnetic near-field energy to physical motion on the nanoscale, which will have practical importance in any field requiring motion control; photovoltaics where plasmons are hoped to reduce absorber sizes; matching of near and far fields, which could conceivably be affected by molecular motion; and the development of plasmon logic circuits ."
