Number of states within the category,State/ Country,Sub-categories,Tool,Name of tool,Web link of the tool,Variables Used (list all that apply),Geographic Levels,Geographic Levels2,number of geographic levels,Data Sources-Census,Data Sources-Census2,Data Sources-Non Census,Data Sources-Non Census2,Direct links to Census,Census link,Frequency,Age of data,Age of data2,Age of data_range,Historical data,Data Linkage,Citation,Notes
,District of Columbia,Estimates,Table Download,District of Columbia 2020 Census Ward Data Summary for Redistricting ,,2020 Census population,"DC, Ward","State, Ward",,2020 Census Redistricting Data (Public Law 94-171); US Census Bureau,"Census Redistricting, Census Bureau",,,N,N,As released,2020,2020,2020,N ,N,Y,
,District of Columbia,Estimates,Table Download,District of Columbia Population by Race and Hispanic Origin: 1800 to 2020,,"Year, Total population, Population by race and hispanic origin",DC,State ,,US Census Bureau,Census Bureau,,,N,N,As released,2020,2020,"1800, 2020",Y,N,N,
,District of Columbia,Estimates,Table Download,Group Quarters Population by Ward: 2020,,"Total population, Total group quarters, total institutional population, correctional facilities for adults, juvenile facilities, nursing facilities/skilled nursing facilities,other instituitional facilities, total non institutional population, college/university student housing, military quarters, other non institutional facilities","DC, Ward","State, Ward",,2020 Census Redistricting Data (Public Law 94-171); US Census Bureau,"Census Redistricting, Census Bureau",,,N,N,As released,2020,2020,2020,N ,N,N,
,District of Columbia,Estimates,Table Download,"Census 2020 Population, Voting Age, Race, Hispanic Origin, Housing Data-Wards",,"Total population, Population counts by race - all groups and 18 over, Housing-total, occupied, vacant","DC, Ward","State, Ward",,Census 2020 data,Decennial Census,,,N,N,As released,2020,2020,2020,N ,N,Y,
,District of Columbia,Estimates,Table Download,"Census 2020 Population, Voting Age, Race, Hispanic Origin, Housing Data-Census Tracts",,"Total population, Population counts by race - all groups and 18 over, Housing-total, occupied, vacant","DC, Census Tracts","State, Census Tract",,Census 2020 data,Decennial Census,,,N,N,As released,2020,2020,2020,N ,N,Y,
,District of Columbia,Estimates,Table Download,"Census 2020 Population, Voting Age, Race, Hispanic Origin, Housing Data-Census Blocks",,"Total population, Population counts by race - all groups and 18 over, Housing-total, occupied, vacant","DC, Census Blocks","State, Block",,Census 2020 data,Decennial Census,,,N,N,As released,2020,2020,2020,N ,N,Y,
,District of Columbia,Estimates,Map/Table Download,Census Tracts in 2020,https://opendata.dc.gov/datasets/DCGIS::census-tracts-in-2020/about,,Census Tracts,Census Tract,,Census 2020 data,Decennial Census,,,N,N,As released,2020,2020,2020,N ,N,N,
,District of Columbia,Estimates,Map/Table Download,Census Blocks in 2020,https://opendata.dc.gov/datasets/DCGIS::census-blocks-in-2020/about,,Census Blocks,Block,,Census 2020 data,Decennial Census,,,N,N,As released,2020,2020,2020,N ,N,N,
,District of Columbia,Estimates,Map/Table Download,Census Block Groups in 2020,https://opendata.dc.gov/datasets/DCGIS::census-block-groups-in-2020/about,,Census Block Groups,Block Group,,Census 2020 data,Decennial Census,,,N,N,As released,2020,2020,2020,N ,N,N,
,District of Columbia,Estimates,Report,DC Data Reports,https://planning.dc.gov/node/616202,,,,,,,,,N,N,As released,2023,2023,2023,Y,N,N,
,District of Columbia,Projections,Table Download,"Forecast by single year for District of Columbia by Neighborhood Cluster:  2015, 2020, 2025",,"Projected total population, projected population by neighborhood cluster",Neighborhood Cluster,Neighborhood Cluster,,US Census,Census Bureau,"Office of Planning State Data Center, the Citywide Planning division, and the Washington Council of Governments (COG)","Office of Planning State Data Center-Citywide Planning division, Washington Council of Governments (COG)",N,N,As released,,,,N ,N,N,
,District of Columbia,Projections,Table Download,"Forecast by age groups for District of Columbia by Neighborhood Cluster:  2015, 2020, 2025",,"Projected total population, projected population by neighborhood cluster and age group",Neighborhood Cluster,Neighborhood Cluster,,US Census,Census Bureau,"Office of Planning State Data Center, the Citywide Planning division, and the Washington Council of Governments (COG)","Office of Planning State Data Center-Citywide Planning division, Washington Council of Governments (COG)",N,N,As released,,,,N ,N,N,
,District of Columbia,Projections,Table Download,State Data Center Forecast Summary,,"2015,2020,2025,2030: Total population, 0-17 population, 25-34 population, 65+ population, deaths, births, natural increase, net migration",DC,State ,,US Census,Census Bureau,"Office of Planning State Data Center, the Citywide Planning division, and the Washington Council of Governments (COG)","Office of Planning State Data Center-Citywide Planning division, Washington Council of Governments (COG)",N,N,As released,,,,N ,N,N,
,District of Columbia,Projections,Table Download,"Forecast by single year for District of Columbia:  2015, 2020, 2025",,"By single year age: population for 2015, 2020, 2025",DC,State ,,US Census,Census Bureau,"Office of Planning State Data Center, the Citywide Planning division, and the Washington Council of Governments (COG)","Office of Planning State Data Center-Citywide Planning division, Washington Council of Governments (COG)",N,N,As released,,,,N ,N,N,
,District of Columbia,Projections,Table Download,District of Columbia Round 10.0 Forecasts Totals 2020-2050,,"Population, Employment, Households, Jobs/Housing Ratio, Group Quarters Population, Average Household size",DC,State ,,,,,,N,N,As released,,,,N ,N,Y,
,District of Columbia,Projections,Map,District of Columbia Population change : Age 0-4,https://planning.dc.gov/sites/default/files/dc/sites/op/publication/attachments/Neighborhood%20Cluster%20Age%200-4.pdf,Population change,Neighborhood cluster,Neighborhood Cluster,,,,,,N,N,As released,2015,2015,2015,N ,N,Y,
,District of Columbia,Projections,Map,District of Columbia Population change : Age 0-17,https://planning.dc.gov/sites/default/files/dc/sites/op/publication/attachments/Neighborhood%20Cluster%20Age%200-17.pdf,Population change,Neighborhood cluster,Neighborhood Cluster,,,,,,N,N,As released,2015,2015,2015,N ,N,Y,
,District of Columbia,Projections,Map,District of Columbia Population change : Age 18-34,https://planning.dc.gov/sites/default/files/dc/sites/op/publication/attachments/Neighborhood%20Cluster%20Age%2018-34.pdf,Population change,Neighborhood cluster,Neighborhood Cluster,,,,,,N,N,As released,2015,2015,2015,N ,N,Y,
,District of Columbia,Projections,Map,District of Columbia Population change : Age 35-64,https://planning.dc.gov/sites/default/files/dc/sites/op/publication/attachments/Neighborhood%20Cluster%20Age%2035-64.pdf,Population change,Neighborhood cluster,Neighborhood Cluster,,,,,,N,N,As released,2015,2015,2015,N ,N,Y,
,District of Columbia,Projections,Map,District of Columbia Population change : Age 65+,https://planning.dc.gov/sites/default/files/dc/sites/op/publication/attachments/Neighborhood%20Cluster%20Age%2065over.pdf,Population change,Neighborhood cluster,Neighborhood Cluster,,,,,,N,N,As released,2015,2015,2015,N ,N,Y,
,District of Columbia,Estimates,Table Download,American Community Survey (ACS) Estimates,,"age, sex, race, family and relationships, income and benefits, health insurance, education, veteran status, disabilities, where you work and how you get there, where you live and how much you pay for essentials","DC, Ward","State, Ward",,US Census,Census Bureau,,,N,N,As released,2017,2017,2017,N ,N,Y,
,Delaware,Estimates and Projections,Table Download,Annual Population Projections Data Tables,,"Population, Households, Population change (Births, deaths, net migration), Household change, Total labor force (Civillian, employed, private, government, self-employed, unpaid family, enemployed, military), Jobs by place of work ( jobs by residence, net commuting)","State, county","State, County",,"US Census, CPS","Census Bureau, CPS","Bureau of Labor Statistics,  Current Population Survey (CPS), Local Area
Unemployment Statistics (LAUS), Current Employment Statistics (CES), and the Quarterly Census of
Employment and Wages (QCEW)","Bureau of Labor Statistics, Local Area Unemployment Statistics , Current Employment Statistics, Quarterly Census of
Employment and Wages",N,N,As released,2022,2022,2022,Y,N,N,
,Delaware,Estimates and Projections,Table Download,Population Projections by Single Year and 5-Year Age Cohorts,,"By age (5 year cohort), race, gender: Population, Households, Population change (Births, deaths, net migration), Household change, Total labor force (Civillian, employed, private, government, self-employed, unpaid family, enemployed, military), Jobs by place of work ( jobs by residence, net commuting)","State, county","State, County",,"US Census, CPS","Census Bureau, CPS","Bureau of Labor Statistics,  Current Population Survey (CPS), Local Area
Unemployment Statistics (LAUS), Current Employment Statistics (CES), and the Quarterly Census of
Employment and Wages (QCEW)","Bureau of Labor Statistics, Local Area Unemployment Statistics , Current Employment Statistics, Quarterly Census of
Employment and Wages",N,N,As released,2022,2022,2022,Y,N,N,
,Delaware,Estimates and Projections,Table Download,"Population Projections by Single Year, Age, Race, and Sex",,"By age (1 year cohort), race, gender: Population, Households, Population change (Births, deaths, net migration), Household change, Total labor force (Civillian, employed, private, government, self-employed, unpaid family, enemployed, military), Jobs by place of work ( jobs by residence, net commuting)","State, county","State, County",,"US Census, CPS","Census Bureau, CPS","Bureau of Labor Statistics,  Current Population Survey (CPS), Local Area
Unemployment Statistics (LAUS), Current Employment Statistics (CES), and the Quarterly Census of
Employment and Wages (QCEW)","Bureau of Labor Statistics, Local Area Unemployment Statistics , Current Employment Statistics, Quarterly Census of
Employment and Wages",N,N,As released,2022,2022,2022,Y,N,N,
,Delaware,Estimates and Projections,Table Download,Population Projections Places (all municipalities),,Projections for each of the 57 municipalities in Delaware,"State, county","State, County",,"US Census, CPS","Census Bureau, ACS, CPS","Bureau of Labor Statistics,  Current Population Survey (CPS), Local Area
Unemployment Statistics (LAUS), Current Employment Statistics (CES), and the Quarterly Census of
Employment and Wages (QCEW)","Bureau of Labor Statistics, Local Area Unemployment Statistics , Current Employment Statistics, Quarterly Census of
Employment and Wages",N,N,As released,2022,2022,2022,Y,N,N,
,Delaware,Estimates ,Table Download,2021 ACS Estimates,,"Total population estimates, by different demographic characteristics","State, county, county subdivision, place, ZIPcode, msa, census tract, block, block group","State, County, County Subdivision, Places, ZIP code, Metropolitan Area, Census Tract, Block, Block Group",,US Census,Census Bureau,,,Y,"https://data.census.gov/table?q=acs&g=040XX00US10,10$0500000&y=2021&tid=ACSST1Y2021.S0101",As released,2021,2021,2021,Y,N,N,
,Florida,Estimates,Table Download,Florida Population Estimates by County and Municipality,,"April 2022 Estimate, total change, April 2020 Çensus, April 2022 Inmates","County, Municipality","County, Municipality",,U.S. Census Bureau ,Census Bureau,"University of Florida, Bureau of Economic and Business Research",University of Florida-Bureau of Economic and Business Research,N,N,As released,2022,2022,2022,Y,N,Y,
,Florida,Estimates,Table Download,Florida Population Estimates by Metropolitan Statistical Areas in Florida,,Population and population change,Metropolitan Statistical Areas,Metropolitan Area,,U.S. Census Bureau ,Census Bureau,"US Department of Commerce, University of Florida, Bureau of Economic and Business Research","US Department of Commerce, University of Florida-Bureau of Economic and Business Research",N,N,As released,2022,2022,2022,Y,N,Y,
,Florida,Projections,Table Download,"Projections of Florida Population by County, 2025–2050, with Estimates for 2022",,"2022 Estimates, Projections: 2025, 2030, 2035, 2040, 2045, 2050","State, County","State, County",,,,,,N,N,As released,2022,2022,2022,N ,N,Y,
,Florida,Estimates and Projections,Table Download,"Total County Population: April 1, 1970 ‐ 2050",,Yearly estimates and projections,"State, County","State, County",,,,,,N,N,As released,2022,2022,2022,Y,N,Y,
,Florida,Projections,Table Download,"Population projections- 2025, 2030, 2035, 2040, 2045, 2050",,"By age, race, sex. Projections: 2025, 2030, 2035, 2040, 2045, 2050","State, County","State, County",,,,,,N,N,As released,2021,2021,2021,N ,N,Y,
,Florida,Estimates,Table Download,Florida Population: Census Summary 2020,,"2020 population, 2010 population, population change","State, County, Municipality","State, County, Municipality",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2020,2020,"2010, 2020",Y,N,N,
,Georgia,Estimates,Table Download,County Population Estimates 2019 ,,Yearly population estimates,"State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2019,2019,2019,Y,N,N,
,Georgia,Estimates,Table Download,City and Town Population Estimates 2018,,Yearly population estimates,"Cities, Towns",City/Town,,,,,,N,N,As released,2018,2018,2018,Y,N,N,
,Georgia,Estimates,Table Download,County Population by Age 2016,,Population estimates by 5-year age interval,County,County,,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2016,2016,2016,N ,N,N,
,Georgia,Estimates,Table Download,County Population by Race 2016,,Population estimates by race,County,County,,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2016,2016,2016,N ,N,N,
,Georgia,Estimates,Table Download,County Population by Sex 2016,,Population estimates by sex,County,County,,U.S. Census Bureau ,Census Bureau,,,N,N,As released,2016,2016,2016,N ,N,N,
,Georgia,Estimates,Table Download,U.S. Census Bureau Population Estimates,,Population estimates,"State, county, city, town, msa","State, County, City/Town, Metropolitan Area",,U.S. Census Bureau ,Census Bureau,,,Y,https://www.census.gov/programs-surveys/popest/data/tables.html,As released,2016,2016,2016,Y,N,N,
,Georgia,Projections,Table Download,"County Projections by Age, 2020-2060",,Yearly population projections with 5-year age interval,County,County,,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2020,2020,2020,N ,N,Y,
,Georgia,Projections,Table Download,"County Projections by Age, 2020-2060",,Yearly population projections by race,County,County,,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2020,2020,2020,N ,N,N,
,Georgia,Projections,Table Download,"County Projections by Age, 2020-2060",,Yearly population projections sex,County,County,,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2020,2020,2020,N ,N,N,
,Georgia,Projections,Table Download,"County Projections by Age, 2020-2060",,Yearly residential population projections with 5-year age group,County,County,,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2020,2020,2020,N ,N,Y,
,Georgia,Projections,Table Download,"County Projections by Age, 2020-2060",,Yearly population projections with 5-year age group,State,State,,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2020,2020,2020,N ,N,Y,
,Georgia,Projections,Table Download,"County Projections by Age, 2020-2060",,Yearly population projections by race,State,State,,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2020,2020,2020,N ,N,Y,
,Georgia,Projections,Table Download,"County Projections by Age, 2020-2060",,Yearly population projections sex,State,State,,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2020,2020,2020,N ,N,N,
,Georgia,Projections,Table Download,"County Projections by Age, 2020-2060",,Yearly residential population projections with 5-year age group,State,State,,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2020,2020,2020,N ,N,Y,
,Georgia,Projections,Data Visualization/ Table Download,Population Projections Visualization,https://insights.georgia.gov/views/PopulationEstimates/PopulationProjectionsVisualization?%3Adisplay_count=n&%3Aembed=y&%3AisGuestRedirectFromVizportal=y&%3Aorigin=viz_share_link&%3AshowAppBanner=false&%3AshowVizHome=n,"Yearly population projections by age group, sex, race/ethnicity","State, Region, County, Urban/Rural","State, Region, County, Urban/Rural",,U.S. Census Bureau ,Census Bureau,"Georgia Department of Public Health’s (DPH), IRS","Georgia Department of Public Health, IRS",N,N,As released,2022,2022,2022,N ,N,Y,
,Hawaii,Estimates,Table Download,County and Subcounty Population Estimates,,"2020, 2021, 2022 Population","State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",N ,N,N,
,Hawaii,Estimates,Table Download,"Annual Estimates of the Resident Population for Incorporated Places in Hawaii: April 1, 2020 to July 1, 2022",,"2020, 2021, 2022 Population",Incorporated Places,Incorporated Place,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Hawaii,Estimates,Table Download,Component of population change,,"Births, deaths, net international migration, net domestic migration","State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Hawaii,Estimates,Table Download,"Annual Estimates of the Resident Population for Counties in Hawaii: April 1, 2020 to July 1, 2022",,"2020, 2021, 2022 Population",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Hawaii,Estimates,Table Download,"Annual and Cumulative Estimates of the Components of Resident Population Change for Counties in Hawaii: April 1, 2020 to July 1, 2022",,"Annual change (2021-2022) and cummulative change (2020-2022): Total population change, Natural change, Births, deaths, Net migration ",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Hawaii,Estimates,Table Download,"Annual and Cumulative Estimates of Resident Population Change for Counties in Hawaii and County Rankings: April 1, 2020 to July 1, 2022",,"Yearly population estimates (2020, 2021, 2022), State ranking of counties, Annual change 2021 to 2022, Cumulative change 2020 to 2022",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Hawaii,Estimates,Table Download,Daily Estimated Population Change for the State and Counties of Hawaii: 2021 to 2022,,"2021 population, 2022 population, population change per day, Natural change per day, Births per day, deaths per day, total migration per day, international migration per day, domestic migration per day ",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2021, 2022",Y,N,Y,
,Hawaii,Estimates,Table Download,Daily Estimated Population Change for the State of Hawaii:  2021 to 2022,,"2021 population, 2022 population, population change per day, Natural change per day, Births per day, deaths per day, total migration per day, international migration per day, domestic migration per day ",State,State,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2021, 2022",Y,N,Y,
,Hawaii,Estimates,Table Viewer/Download,American Community Survery estimates 1-year estimates,,General population and housing characteristics,"State, CDP, MSA, Congressional district, urbanized area, PUMA","State, Census Designated Place, Metropolitan Area, Congressional District, Urbanized Area, PUMA",,U.S. Census Bureau ,Census Bureau,,,Y,https://data.census.gov/table?g=040XX00US15&y=2021&d=ACS+1-Year+Estimates+Data+Profiles,As released,2021,2021,2021,Y,N,N,
,Hawaii,Estimates,Table Viewer/Download,American Community Survery estimates 5-year estimates,,General population and housing characteristics,"State, county, county subdivision, place, ZIPcode, msa, census tract, block, block group","State, County, County Subdivision, Places, ZIP code, Metropolitan Area, Census Tract, Block, Block Group",,U.S. Census Bureau ,Census Bureau,,,Y,https://data.census.gov/table?g=040XX00US15&y=2021&d=ACS+5-Year+Estimates+Data+Profiles,As released,2021,2021,2021,Y,N,N,
,Hawaii,Estimates,Table Viewer/Download,2020 Census Demographic Profiles,,General population and housing characteristics,"State, county,  CDPs, ZIP code tabulation area, census tract,  census county subdivision, congressional and legislative districts","State, County,  Census Designated Place,  ZCTA, Census Tract,  Census County Subdivision, Congressional District, Legislative District",,U.S. Census Bureau ,Census Bureau,,,Y,https://data.census.gov/table?q=DP1&g=040XX00US15&tid=DECENNIALDP2020.DP1,As released,2020,2020,2020,Y,N,N,
,Hawaii,Estimates,Data Visualization,Population Dashboard,,"Total population, total housing units, average annual growth rate (population, housing units)","State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N, N,As released,2020,2020,2020,Y,N,N,
,Hawaii,Estimates,Table Viewer/Download,Economic Data Warehouse,https://dbedt.hawaii.gov/economic/datawarehouse/,"Population (Census), Population total, Population by race, Population by sex, Population by age, vital statistics","State, County","State, County",,,,,,N, N,As released,2022,2022,2022,Y,N,N,
,Hawaii,Projections,Table Download,DBEDT Long Range Projections 2045 Series: List of Appendix Tables,,"Population projections by sex, age group","State, County","State, County",,"U.S. Census Bureau, ACS","Census Bureau, ACS", Hawaii Department of Health., Hawaii Department of Health,N, N,As released,2016,2016,2016,N ,N,Y,
,Idaho,Estimates,Table Download,"Annual Estimates of the Resident Population for Incorporated Places in Idaho: April 1, 2020 to July 1, 2022",,"2020, 2021, 2022 Population, Annual Yearly change","Cities,Incorporated Places","City/Town,I ncorporated Place",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,Y,
,Idaho,Estimates,Table Download,City Population 1940-2020,,Census 1940 - 2020,City,City/Town,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,"1940, 2020",Y,N,Y,
,Idaho,Estimates,Table Download,Population of Idaho Counties 1920 - 2020,,Census 1920 - 2020,County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,"1920, 2020",Y,N,N,
,Idaho,Estimates,Table Download,demographics-2010-2019,,"Population by age groups, race","State, Region,County","State, Region, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2019,2019,"2010, 2019",Y,N,N,
,Idaho,Estimates,Data Visualization/ Table Download,"U.S. Census Population Estimates, 1969-2022",,"Population estimates, Year to year population growth rate","State, Region, County, MSA","State, Region, County, Metropolitan Area",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"1969, 2022",Y,N,N,
,Idaho,Projections,Data Visualization/ Table Download,State and Regional Projections 2019-2029,,"Population Projections by age group, total","State, Region","State, Region",,U.S. Census Bureau ,Census Bureau,Idaho Department of Health and Welfare,Idaho Department of Health and Welfare,N,N ,As released,2019,2019,2019,N ,N,N,
,Illinois,Estimates,Data Visualization,Population Attributes: Illinois State (Decennial Census 2010 and 2020),https://extension.illinois.edu/ilcensus/population-attributes,"Total population, Population density, Population change",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,"2010, 2020",Y,N,N,
,Illinois,Estimates,Data Visualization,Race and Ethnicity : Illinois (ACS 2017-2021),https://extension.illinois.edu/ilcensus/race-and-ethnicity,Percentage ,County,County,,ACS ,ACS ,,,N,N ,As released,2021,2021,2021,N ,N,N,
,Indiana,Estimates,Table Viewer/Download,"Census Counts, 1900 to 2020",,Yearly population,"State, County, Places (Cities and Towns), Townships","State, County, City/Town, Township",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,"1900, 2020",N ,N,N,
,Indiana,Estimates,Table Viewer/Download,"Population Estimates, 2020-2022",,"2020, 2021, 2022 Population, Change 2021-2022","State, County, Places (Cities and Towns), Townships","State, County, City/Town, Township",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",N ,N,N,
,Indiana,Estimates,Table Viewer/Download,Population by Age,,Population by age group,"State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2021,2021,2021,N ,N,N,
,Indiana,Estimates,Table Viewer/Download,Population by Race & Ethnicity,,Population by race groups and origin,"State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2021,2021,2021,N ,N,N,
,Indiana,Projections,Data Visualization,Total population change ,,"Numeric Change in Population, Percent Change in Population: 2015 to 2025, 2015 to 2050","County, region","County, Region",,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2016,2016,2016,N ,N,Y,
,Indiana,Projections,Data Visualization,School-Age Population,,"Percent Change in Population Age 5 to 19: 2015 to 2025, 2015 to 2050","County, region","County, Region",,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2016,2016,2016,N ,N,Y,
,Indiana,Projections,Data Visualization,Senior Citizens,,"Percent Change in Population Ages 65 and Older, Percent Change in Population Ages 80 and Older : 2015 to 2025, 2015 to 2050","County, region","County, Region",,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2016,2016,2016,N ,N,Y,
,Indiana,Projections,Data Visualization,Median Age,,"2015 to 2025, 2015 to 2050","County, region","County, Region",,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2016,2016,2016,N ,N,Y,
,Indiana,Projections,Data Visualization,Components of Change,,"Natural Increase, Net migration: 2015 to 2025, 2015 to 2050, Components of Change 2015-2050","County, region","County, Region",,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2016,2016,2016,N ,N,Y,
,Indiana,Projections,Data Visualization,Interactive Visualizations,,"Number of seniors by age in Adams County, Percent of population ages 65 and older",County,County,,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2016,2016,2016,N ,N,Y,
,Indiana,Projections,Table Download,Components of change 2015-2050,,"Population change, Births, deaths, natural increase, net international migration","State, County","State, County",,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2016,2016,2016,N ,N,Y,
,Indiana,Projections,Table Download,Indiana Population Projections by Race and Hispanic Origin 2005-2040,,Indiana Population Estimate and projections by 5-Year Age Group and Sex ,"State, County","State, County",,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2005,2005,2005,N ,N,Y,
,Indiana,Projections,Table Viewer/Download,Indiana Population Projections ,http://www.stats.indiana.edu/pop_proj/,"Total (Functional groups, 5 year groups), Male(Functional groups, 5 year groups), Female (Functional groups, 5 year groups), Median age","State, County, MSA, region","State, County, Metropolitan Area,  Region",,U.S. Census Bureau ,Census Bureau, Indiana State Department of Health (ISDH), Indiana State Department of Health ,N,N ,As released,2016,2016,2016,N ,N,Y,
,Iowa,Estimates,Table Viewer/Download,Annual population estimates and rankings with numeric and percent change 2020-2022,,"2020, 2021, 2022 Population, Percent change","State, County, Metropolitan Statistical Area, Micropolitan Statistical area","State, County, Metropolitan Area, Micropolitan Area",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,N,
,Iowa,Estimates,Table Viewer/Download,Components of change 2020-2022,,"2020, 2021, 2022 Population,  Total population change, Natural change, Births, deaths, Net migration ","State, County, Metropolitan Statistical Area, Micropolitan Statistical area","State, County, Metropolitan Area, Micropolitan Area",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,"2020, 2022",Y,N,N,
,Iowa,Estimates,Data Visualization,"Iowa County Population, Numeric change, Percent Change",,"Population, Numeric Percent Change in a map",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,N ,N,N,
,Iowa,Estimates,Table Viewer/Download,Total population: 1850-2020,,Yearly population estimates,State,State,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,"1850, 2020",Y,N,N,
,Iowa,Estimates,Table Viewer/Download,Population change in Iowa: 2010-2020,,Total population and change (numeric and percent) in population,"State, County, City","State, County, City/Town",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,"2010, 2020",Y,N,N,
,Iowa,Estimates,Table Viewer/Download,Age by Sex (Total population),,Total population By age groups and gender,"State, County, City, Metropolitan Statistical Area, Micropolitan Statistical area, School district","State, County, City/Town, Metropolitan Area, Micropolitan Area, School district",,ACS,ACS,,,N,N ,As released,2021,2021,2021,Y,N,N,
,Iowa,Estimates,Table Viewer/Download,"Median age by sex, race, and Hispanic origin (Total population)",,"Total population By age groups and gender, race and Hispanic origin","State, County, City, Metropolitan Statistical Area, Micropolitan Statistical area, School district","State, County, City/Town, Metropolitan Area, Micropolitan Area, School district",,ACS,ACS,,,N,N ,As released,2021,2021,2021,Y,N,N,
,Iowa,Estimates,Table Viewer/Download,"Single-year of age, sex, race, and Hispanic origin (Total population)",,"Total population By single-year age and gender, race and Hispanic origin","State, County, City, Metropolitan Statistical Area, Micropolitan Statistical area, Combined statistical area","State, County, City/Town, Metropolitan Area, Micropolitan Area, Combined Statistical Area",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,Y,N,N,
,Iowa,Estimates,Table Viewer/Download, Population by five-year age groups and sex,,"Total population By five-year age groups and gender, race and Hispanic origin",County,County,,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2022,2022,2022,Y,N,N,
,Iowa,Projections,,,,"The State Data Center also uses annual state and county projections produced by Woods & Poole Economics, Inc.",,,,,,,,,,,,,,,,,
,Kansas,Estimates,Data Visualization,2020 Census Demographic Data Map Viewer,,"Population, race, Hispanic origin","State, County","State, County",,U.S. Census Bureau ,Census Bureau,,,N,N ,As released,2020,2020,2020,N ,N,N,
