,PROJECT_ID,ABSTRACT,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,PROJECT_START_DATE,PROJECT_END_DATE,FY,FY_TOTAL_COST
47,89905,"For nearly a century, biologists have debated whether past climate change promoted speciation in temperate zone organisms.  Models of climate-driven geographic speciation were developed for many groups of temperate organisms, and a particularly detailed and explicit speciation model was developed for North American birds. Over the last decade, this paradigm for North American birds has become the topic of debate, and so a comprehensive understanding of how temperate zone birds were impacted by past environmental change events remains elusive. This project will directly test the paradigm and will significantly extend understanding of the history of the fauna of pine and oak woodlands. The work will use state-of-the-art molecular techniques and analyses to examine the temporal and spatial patterns of diversification of North American birds in relation to past environmental change and will produce a multi-locus comparative phylogeography of pine and oak woodland birds. The project provides significant mentoring and research opportunities for undergraduate and graduate students, including many students from underrepresented groups, and gives these students a unique opportunity to work in a multi-institutional and multidisciplinary research effort between a small rural university and two large urban research universities. The project also will support a workshop for high school teachers from the rural and reservation communities of western South Dakota and provide them the knowledge and resources to teach about climate change and its impact on biotic diversity in their classrooms.",American; Arts; Birds; Climate; climate change; comparative; Educational process of instructing; Educational workshop; environmental change; Event; graduate student; high school; Indian reservation; Interdisciplinary Study; Knowledge; Mentors; Modeling; Molecular; North America; Organism; Pattern; Recording of previous events; Research; Resources; Rural; School Teachers; South Dakota; Students; Techniques; Testing; Universities; Work,COLLABORATIVE RESEARCH: MULTILOCUS COMPARATIVE PHYLOGEOGRAPHY OF PINE-OAK WOODLAND BIRDS IN NORTH AMERICA,NSF,NSF,10/1/2008,9/30/2012,2008,246816.0
48,89903,"This project is a novel alliance among the state school system, Jackson State University (JSU), Jackson Public Schools and other public schools in Mississippi. The project also partners with the Ironwood Observatory and Education Center in Hawaii, the James Cook Universtiy Center for Astronomy in Australia and the NASA Stennis Space Center in Mississippi. The focus of the partnership is on high school physics, chemistry and earth science. The project anticipates enabling 45 preservice teachers to obtain teaching licenses in high school science. Courses will be designed and taught by the College of Education and Human Development and the College of Science, Engineering and Technology. The project will provide 200 inservice teachers with 160 hours of professional development. The goal is to enable teachers to implement National Science Education Standards and the Mississippi Science Curriculum Frameworks for high school (9-12) education. The long term goal is to improve student achievement in science and to significantly reduce achievement gaps in the science performance within the diverse student population. The inservice component consists of two compressed 3 credit hours graduate courses. Each course will be taught in 10 days (20 days total), two weeks in summer and 10 Saturdays during the academic year. The emphasis will be on conceptual development for each major topic and will include coursework, inquiry-based laboratory work, demonstrations, hands-on activities, and problem solving with special emphasis on using technology as tools of instruction. Project team members will complete at least three follow-up visits to the classrooms of the participants.",Academy; Achievement; Astronomy; Australia; base; Chemistry; college; cooking; design; Development; Drosophila chb protein; Education; Educational Curriculum; Educational process of instructing; Engineering; follow-up; Goals; Hand; Hawaii; high school; Hour; Human Development; improved; Instruction; Laboratories; Licensing; member; Mississippi; novel; Participant; Performance; Physics; Population; Problem Solving; Schools; Science; science education; Students; System; teacher; Technology; tool; United States National Aeronautics and Space Administration; Universities; Visit; Work,MISSISSIPPI ACADEMY FOR SCIENCE TEACHING-- PROJECT MAST,NSF,NSF,10/1/2008,9/30/2012,2008,6810008.0
49,90182,PHASE II: NASA TECHNOLOGY TRANSFER AND INNOVATIVE PARTNERSHIP PROGRAM The National Technology Transfer Center (NTTC) promotes technology infusion by creating awareness of technologies and areas of expertise developed in the NASA SBlR/STTR Program - and el,Area; Awareness; Infusion procedures; innovation; Phase; programs; Small Business Technology Transfer Research; Technology; Technology Transfer; United States National Aeronautics and Space Administration,PHASE II: NASA TECHNOLOGY TRANSFER AND INNOVATIVE PARTNERSHIP PROGRAM THE NATIONAL TECHNOLOGY TRANSFER CENTER (NTTC) PROMOTES TECHNOLOGY INFUSION BY CREATING AWARENESS OF TECHNOLOGIES AND AREAS OF EXPERTISE DEVELOPED IN THE NASA SBLR/STTR PROGRAM - AND EL,NASA,NASA,9/1/2008,12/31/2010,2008,2044000.0
50,89901,NASA URC SPACE CENTER CONTINUATION CALIFORNIA STATE UNIVERSITY - LOS ANGELES This proposal requests funds to continue the investigation and development of key technologies related to critical NASA missions and programs. The research and associated educati,California; Development; Funding; Investigation; Los Angeles; Mission; Postdoctoral Fellow; programs; Request for Proposals; Technology; United States National Aeronautics and Space Administration; Universities,NASA URC SPACE CENTER CONTINUATION CALIFORNIA STATE UNIVERSITY - LOS ANGELES THIS PROPOSAL REQUESTS FUNDS TO CONTINUE THE INVESTIGATION AND DEVELOPMENT OF KEY TECHNOLOGIES RELATED TO CRITICAL NASA MISSIONS AND PROGRAMS. THE RESEARCH AND ASSOCIATED EDUCATI,NASA,NASA,10/1/2008,11/30/2010,2008,2000000.0
51,89900,"CBET-0829092CannonNumerous U.S. groundwater sources host unacceptable levels of perchlorate, nitrate, chromate, vanadate, etc.  Available processes for removing these contaminants generally invoke use of petrochemical-based ion exchange media or membranes, which force municipalities and their suppliers to rely on non-renewable raw materials that are mined from non-sustainable and uncertain sources.  The investigators are targeting to devise means of employing instead lignocellulosic biomaterials (biocarbons) that originate naturally from within America.  The team will build on their recently-devised means of functionalizing the porous biocarbons with reduced-nitrogen groups that remove perchlorate and other oxyanions.  The project will link into the Sloan Fellowship program for Minority Ph.D. candidates at Penn State, which is co-led by PI Dr. Cannon.  There will also be participation in Penn State's CURO program, which facilitates minority undergraduate research.",Americas; base; Biocompatible Materials; Chromates; Doctor of Philosophy; Fellowship Program; Ion Exchange; Link; Membrane; Mining; Minority; Municipalities; Nitrates; Nitrogen; Perchlorates; Process; programs; Research; Research Personnel; Source; Vanadates; Water,"GOALI: US-NATIVE BIOMATERIALS, NITROGEN-FUNCTIONALIZED TO ADSORB PERCHLORATE AND OTHER OXYANIONS FROM WATER",NSF,NSF,10/1/2008,9/30/2012,2008,377500.0
52,89898,"ABSTRACT: This project develops a methodology and statistically implements a data collection and evaluation process for assessing the innovative performance of firms located on U.S. university research parks (URPs).  The results from the assessment phase inform the public and private sector about locational investments in science and engineering (S&E) activities occurring on URPs.  URPs have been an important element of our national innovation system for nearly half a century, and in 2007 the  Building a Stronger America Act  (S. 1373) was introduced in Congress under the stated premise that it is in the best interests of the Nation to encourage the formation of new parks and the expansion of existing parks in order to promote the clustering of innovation through high technology activities.  Surprisingly, very little research has been undertaken on science/research parks, in general, or URPs, in particular.  And, no research has been undertaken on the innovation benefits realized by firms that locate on U.S. parks.  This project broadens our understanding of URPs as a component of our national innovation system; develops an assessment tool for assessing the innovation benefits realized by firms as a result of locating on a park; collects relevant data to implement this methodology and offers empirically-based statements on realized innovation benefits from on-park research synergies; and offers prospective statements about the organizational structure of URPs that will be most conducive to enhancing the research synergies among park firms on new or expanded parks.BROADER IMPACTS:  The main intellectual outputs from this research are an assessment of the innovative performance of, and research outputs from, on-park firms relative to comparable firms that are not located on a park.  As such, this project's broader impacts include, from a national perspective, the development of park-based science metrics and policy prescriptions to enhance university-driven S&E-based economic development through park formations and park growth.  And, from a private-sector perspective, this project informs the locational consideration, and hence future research efficiency, of firms' S&E investments.  The project's resulting science metrics inform the consideration of new innovation indicators specifically related to parks.  The project's policy prescriptions inform not only Congressional deliberations related to the  Building a Stronger America Act  but also future state and regional S&E investment considerations for building new UPRs and/or expanding existing ones.",Americas; base; Congresses; Data; data collection evaluation; Development; Economic Development; Elements; Engineering; Future; Growth; innovation; interest; Investments; Methodology; Metric; organizational structure; Output; Performance; Phase; Policies; Private Sector; Process; prospective; Relative (related person); Research; Science; System; Technology; tool; Universities,UNIVERSITY RESEARCH PARKS AND THE INNOVATIVE PERFORMANCE OF PARK FIRMS,NSF,NSF,10/1/2008,12/31/2010,2008,182231.0
53,89892,"Abstract For nearly a century, biologists have debated whether past climate change promoted speciation in temperate zone organisms. Models of climate-driven geographic speciation were developed for many groups of temperate organisms, and a particularly detailed and explicit speciation model was developed for North American birds. Over the last decade, this paradigm for North American birds has become the topic of debate, and so a comprehensive understanding of how temperate zone birds were impacted by past environmental change events remains elusive. This project will directly test the paradigm and will significantly extend understanding of the history of the fauna of pine and oak woodlands. The work will use state-of-the-art molecular techniques and analyses to examine the temporal and spatial patterns of diversification of North American birds in relation to past environmental change and will produce a multi-locus comparative phylogeography of pine and oak woodland birds. The project provides significant mentoring and research opportunities for undergraduate and graduate students, including many students from underrepresented groups, and gives these students a unique opportunity to work in a multi-institutional and multidisciplinary research effort between a small rural university and two large urban research universities. The project also will support a workshop for high school teachers from the rural and reservation communities of western South Dakota and provide them the knowledge and resources to teach about climate change and its impact on biotic diversity in their classrooms.",abstracting; American; Arts; Birds; Climate; climate change; comparative; Educational process of instructing; Educational workshop; environmental change; Event; graduate student; high school; Indian reservation; Interdisciplinary Study; Knowledge; Mentors; Modeling; Molecular; North America; Organism; Pattern; Recording of previous events; Research; Resources; Rural; School Teachers; South Dakota; Students; Techniques; Testing; Universities; Work,COLLABORATIVE RESEARCH: MULTILOCUS COMPARATIVE PHYLOGEOGRAPHY OF PINE-OAK WOODLAND BIRDS IN NORTH AMERICA,NSF,NSF,10/1/2008,9/30/2011,2008,149619.0
54,89887,"The American Indian Higher Education Consortium (AIHEC), which is comprised of 36 tribally-controlled colleges and universities (TCUs) in the United States, in collaboration with the National Center for Atmospheric Research (NCAR), is developing an Indigenous Geosciences course series that integrates traditional American Indian knowledge and perspectives on climate, weather, and water with state of the art Geoscience tools and practices.  The series is focused on climate, weather, and water processes and issues that are particularly relevant to American Indian communities and tribal lands and is expected to provide a foundation for TCU students interested in climate change.  The courses are being designed to provide American Indian and other students the opportunity to gain a thorough understanding of the physical, cultural, and technological issues associated with climate change and the mitigation of its effects on the earth and its people.  The course series has two components.  The first is a semester-long undergraduate climate change science course taught from the perspective of the traditional ecological knowledge held by Native peoples of North America.  The second is an Indigenous-based research practicum using Cyberinfrastructure-enabled access to Geosciences data, instrumentation and computing resource that provides an opportunity for Tribal College students to practice state-of-the-art e-Science, in collaboration with elders, community members, and research mentors at NCAR.   The project is being evaluated using the NSF-supported Indigenous Framework for STEM evaluation and should result in a program that can be used throughout all TCUs and other institutions of higher education.",American Indians; Arts; base; Climate; climate change; Collaborations; college; Communities; computing resources; Data; design; Education; Educational process of instructing; Elderly; e-science; Evaluation; Foundations; Indigenous; Institution; instrumentation; interest; Knowledge; member; Mentors; Native-Born; North America; Process; programs; Research; Science; Series; Students; tool; tribal college; tribal community; United States; Universities; university student; Water; Weather,TRIBAL COLLEGE AND UNIVERSITY CLIMATE CHANGE COURSE SERIES,NSF,NSF,10/1/2008,9/30/2011,2008,150000.0
55,90201,"For the vast majority of human history, people all over the world have lived in small social groups as hunters and gatherers, and not in towns or villages. Agriculture has been claimed to be the driving force for recent population expansions: in the strongest claims, almost all current language families ultimately have their pre-industrial distribution because of agricultural expansion. While the spread of farming and languages associated with it has claimed a lot of recent attention, there has been very little corresponding work on the languages of hunter-gatherers. It is important for our overall understanding of social dynamics to analyze what drives change and spread among hunter-gatherers and determine whether such processes are different from what occurred after the farming revolution, 10,000 years ago. Researchers from the US, Canada, New Zealand and Australia will collaborate on work comparing hunter-gatherer groups on three continents (North America, South America, and Australia). In North and South America, some hunter-gatherer languages have spread over large distances, but farming and associated languages have also spread widely, and in some cases farmers reverted to foraging. In Australia, the transition to farming never took place but one language family spread very widely. Results from genetics, linguistics, anthropology and archaeology will be combined to clarify what the relative contributions of migration and language shift were to language spreads. Among the linguistic data to be collected are vocabulary in the fields of plants and animals, and kinship and social organization.",Agriculture; Animals; Anthropology; Archaeology; Attention; Australia; Canada; Data; driving force; Family; farmer; Farming environment; Genetic; Human; Language; Life; Linguistics; migration; New Zealand; North America; Plants; Population; Process; Recording of previous events; Relative (related person); Research Personnel; small social group; social; social organization; South America; Vocabulary; Work,DYNAMICS OF HUNTER-GATHERER LANGUAGE CHANGE,NSF,NSF,9/15/2008,12/31/2008,2008,
56,89882,"Mathematics (21) This collaborative project addresses a problem that occurs in many mathematics and mathematics-related courses at the university-level across the US: high failure rates in important early college mathematics courses, especially in Calculus I. The teaching strategy being used and tested is based on the idea of using Enhanced Conceptual Development through Focused Oral Discourse, or Orals. The current work is analyzing and extending  earlier work that has been focused on helping students identified as at risk of failing calculus. Based on the earlier success of reducing failure rates using effective teaching strategies, including Orals, the project team is now applying these teaching strategies to diverse users in several new settings: to classes taught in different STEM (science, technology engineering, and mathematics) departments, at a different college, and at different educational levels. The goals of this project are to: 1) Refine, implement, and test Orals with diverse groups of learners and in diverse education settings; 2) Provide training, coaching and evaluation for facilitators of Orals including Instructors, Teaching Assistants and Undergraduate Learning Assistants; 3) Provide extensive assessment artifacts of the implementations; 4) Create a database and website of new learning materials (Orals questions for diverse courses); and 5) Improve the retention and understanding of STEM students. Intellectual Merit: The importance of discourse in the mathematical sciences classroom has already been shown for K-12. A potentially important impact of this proposal will be to contribute to the national dialogue by conducting careful experiments that assess one method of increasing discourse: Orals. In particular, the project team will conduct proof of concept studies of Orals, in moving from small classrooms (the original setting) to large lecture sections. Broader Impact: Many STEM majors require successful completion of a calculus sequence; however, many university students do not achieve their career goals because of their inability to pass the introductory calculus courses. This project will address this important national issue. The new work will not only be in a larger variety of mathematics courses, but also in introductory Aerospace and Mechanical Engineering courses, and at a local high school in a two-year algebra course.",Address; base; Calculi; career; college; Colorado; Databases; Development; Education; Educational process of instructing; Educational Status; Engineering; Evaluation; Goals; high school; improved; instructor; Learning; lectures; Mathematics; Mechanics; Methods; Morphologic artifacts; Oral; Phase; research study; Risk; Science; Students; success; Technology; Testing; Training; Universities; university student; web site; Work,CCLI-PHASE 2: COLORADO MOMENTUM: ORAL ASSESSMENT IN THE MATHEMATICAL SCIENCES CLASSROOM,NSF,NSF,10/1/2008,9/30/2011,2008,454585.0
57,89876,"This is a five-year project aimed at organizing a DRK-12 Resource Network to provide assistance for projects in areas such as research and development methods, implementation, and analysis procedures; synthesis of findings across the portfolio of projects; and national dissemination of the R&D contributions of the DRK-12 program. To accomplish these goals, Education Development Center (EDC) will join efforts with Abt Associates Inc., and Policy Studies Associates to implement three major strands: (1) Technical Assistance, which consists of (a) a portfolio assessment to define it in terms of composition and major characteristics and identify project needs, (b) individual technical work services to project leadership, (c) focus groups, (d) thematic meetings, (e) Principal Investigators (PI) meetings, and (f) a web portal; (2) Portfolio Analysis, including (a) synthesis activities to capture a comprehensive view of the portfolio in order to understand the role that the program has played in advancing K-12 student and teacher learning, and (b) evaluative studies of selected projects describing specific contributions to the field; and (3) Dissemination, comprising (a) the development of a white paper to summarize research findings on dissemination and implementation of research in practice and policy settings and highlight examples from the portfolio, and (b) a series of dissemination-related workshops.",Area; Characteristics; Development; Education; Educational workshop; Focus Groups; Goals; implementation research; Individual; Internet; Leadership; Learning; meetings; Methods; Paper; Play; Policies; Principal Investigator; Procedures; programs; Research; research and development; research in practice; Resources; Role; SECTM1 gene; Series; Services; Students; teacher; Work,DR-K12 RESOURCE NETWORK,NSF,NSF,10/1/2008,9/30/2013,2008,3955157.0
58,89863,"This Phase I CCI will place chemistry at the center of research efforts to describe the molecular composition of the universe. The Center for Chemistry of the Universe will assemble a multi-institutional, multidisciplinary group of researchers to investigate and understand chemical processes in the interstellar medium. The chemistry occurring under the unique conditions of the interstellar medium produces the initial molecular starting materials for solar system formation. This chemistry, which produces a surprisingly rich set of common organic molecules along with more exotic reactive species, also supplies the molecules in meteorites and comets that may deliver the building blocks of life to young planets. Understanding this chemistry will require the development of high-speed broadband mm-wave spectrophotometers for chemical identification as well as new methods to probe chemical reactivity in cold gases and on surfaces. The Center will establish connections between fields such as combustion chemistry, atmospheric chemistry, and materials processing that share the theme of  chemistry under extreme conditions.  The Center will provide a team-oriented, collaborative and multidisciplinary research environment for graduate student and postdoctoral researchers. Synergistic center activities capitalize on the broad appeal of the space sciences and include a summer undergraduate research program, a university-level general science course, new web materials for the general public and display materials for out-of-school time programs in science centers and museums.The Centers for Chemical Innovation (CCI) Program supports research centers that can address major, long-term fundamental chemical research challenges that have a high probability of both producing transformative research and leading to innovation.  These Centers will attract broad scientific and public interest.",Address; Chemicals; Chemistry; Development; Environment; Gases; General Population; graduate student; innovation; Interdisciplinary Study; interest; Internet; Life; Meteorite; Methods; Molecular; multidisciplinary; Museums; Phase; Planets; Probability; Process; programs; Research; Research Personnel; Research Support; Schools; Science; Solar System; Surface; Time; Universities,CCI PHASE I: CENTER FOR CHEMISTRY OF THE UNIVERSE,NSF,NSF,10/1/2008,9/30/2011,2008,1502776.0
59,89862,"Bacteria, fungi and a suite of other microorganisms are the engines that drive many essential soil processes. They recycle the nutrients that all plants depend upon, they decompose organic materials that would otherwise accumulate, and they convert soil organic matter to carbon dioxide (CO2). Thus, though invisible to the naked eye, soil microbes can influence a suite of global processes, including atmospheric composition and global climate. While the importance of microbial processes is clear, much less is known about the types or numbers of organisms that are responsible for carrying out within-soil processes. This is particularly true for tropical rain forests, the most diverse biomes on land. In this project, a suite of techniques, observations and experiments will be applied to examine the factors that regulate soil microbial community composition, and to determine how seasonal changes in tropical rain forest ecosystems are related to changes in soil microbial communities.  An improved understanding of decomposition and CO2 fluxes in tropical forests is relevant to a variety of societal issues, as they play a major role in regulating global carbon and nutrient cycles, atmospheric chemistry, and climate. This proposal will provide critical support for two junior scientists early in their careers, as well as graduate and undergraduate students. It also will advance collaborations with Costa Rican scientists and contribute to outreach, conservation and management goals in southwestern Costa Rica via established partnerships with a local nongovernmental organization and a National Park stakeholder organization.",Bacteria; Boxing; Carbon; Carbon Dioxide; career; Chemistry; Climate; Collaborations; Costa Rica; Costa Rican; Ecosystem; Eye; forest; fungus; Goals; improved; Microbe; microbial; microbial community; microorganism; Nongovernmental Organizations; Nutrient; Organism; outreach; Plants; Play; Process; Rain; Recycling; research study; Respiration; Role; Scientist; Soil; Students; Techniques,PRYING OPEN THE BLACK BOX: DOES MICROBIAL COMMUNITY COMPOSITION REGULATE RESPIRATION IN TROPICAL RAIN FOREST SOIL?,NSF,NSF,7/1/2008,8/31/2011,2008,433806.0
60,89861,"DRL- 0813135Communicating Climate ChangePI: Walter StavelozABSTRACTThe Association of Science-Technology Centers (ASTC), in collaboration with the Yale Project on Climate Change and the Cornell Laboratory of Ornithology, is conducting a three-year project whose goal is to build the capacity of twelve science centers as well as of twelve NSF-funded Long-term Ecological Research Centers (LTER) for the purpose of engaging the public in climate change science. The twelve sites span the USA from the east coast to Hawaii.  The goal of these simultaneous projects is to illustrate local indicators of global change.  Additional partners include ScienCentral, Inc. (TV media producers), the University Corporation for Atmospheric Research, the American Geophysical Union, NOAA, Natural History magazine, and a national board of advisors.  Deliverables include: (1) twelve local demonstration projects with launch programs, exhibits/programs, TV spots, citizen science activities, and an interactive map illustrating the work of the twelve sites, (2) professional development for informal STEM education professionals and LTER research faculty, (3) a national survey to assess the USA population?s climate literacy, and (4) a culminating workshop for the ISE field, a permanent resource database, and a final publication.  Evaluation processes are being conducted by David Heil & Associates.",American; Climate; climate change; Collaborations; Databases; Development; Educational workshop; Evaluation; Exhibits; Faculty; Funding; Global Change; Goals; Hawaii; Journals; Laboratories; literacy; Maps; Natural History; Population; Process; Professional Education; programs; Publications; Research; Resources; Science; Site; Spottings; Surveys; Technology; Universities; Work,COMMUNICATING CLIMATE CHANGE (C3),NSF,NSF,9/15/2008,8/31/2012,2008,2998311.0
61,89859,"Coastal ecosystems are experiencing changes in nutrient loading and species composition much higher than previously measured, undoubtedly affecting productivity and sustainability of coastal regions. Predicting the impacts of these changes is important in salt marshes because marshes are among the most biologically productive areas in the world and provide critical ecosystem services, such as nursery areas for fisheries, removal of nitrogen, and shoreline storm buffering.  This project addresses a critical question: What are the effects of increased nutrients and species change on ecosystem services provided by salt marsh ecosystems? The project is the first to use whole-ecosystem experiments that alter nutrient loading and reduce fish populations to understand the effects on nutrient cycling, species diversity, food webs and the long-term sustainability of salt marshes.The damage by Hurricane Katrina due to degradation of coastal wetlands is one example of the importance of salt marshes to society. A growing appreciation of this role for marshes has led to estuaries becoming the focus of large-scale restoration programs. This project will provide information essential for developing water quality standards and  providing perspective for multi-million dollar coastal management decisions, such as construction of sewage treatment facilities, regulation of fishing, or rebuilding of lost marshes.",Address; Affect; Area; Buffers; Ecosystem; Excision; experience; Facility Regulation; Fisheries; Fishes; Food Webs; Hurricane; Measures; Nitrogen; Nurseries; Nutrient; Population; Productivity; programs; Research; research study; restoration; Role; Services; sewage treatment; Societies; Sodium Chloride; water quality,COLLABORATIVE RESEARCH: INTERACTING CONTROLS ON ECOSYSTEM FUNCTION: NUTRIENT STATE AND OMNIVORY IN SALT MARSH ECOSYSTEMS,NSF,NSF,10/1/2008,9/30/2012,2008,36881.0
62,89858,"Experimental cybersecurity research is inherently risky. An experiment may involve releasing live malware code, operating a botnet, or creating highly disruptive network conditions. Realism is required in replicating attacks so that proposed defenses can be thoroughly tested and future attacks anticipated. This proposal, in addressing intellectual merit, seeks to develop a unique model for risky experiment management; enabling researchers to carry out experiments that interact with their larger environment while retaining both control and safety. The model forwarded here is based on a very simple line of reasoning: If the behavior of an experiment is completely unconstrained, the behavior of the host environment must be completely constraining, because it can assume nothing about the experiment; but, if the behavior of the experiment is constrained in some particular and well-chosen way or ways, the behavior of the host testbed can be less constraining, because the combination of experiment and environment constraints together can provide the required overall assurance of good behavior.  The key benefit of this model is that both experimenter and testbed operator can proceed with assurance in carrying out a wide and interesting range of previously unsupportable experiments. The ultimate goal is to develop both implementation and formalization of this model, including logical tools to reason about experiment and testbed constraint composition (broader impact). Initial work will develop mechanisms to support the model in the DETER facility and similar Emulab-based testbeds.The proposal was reviewed by panelists and received one Very Good, one Very Good/Good and one Good.  Panelists viewed all three elements of the proposal (risky experimentation support, dynamic health monitoring, and federation of testbeds) to represent contributions to the field, with the most valuable area of the three being risky experimentation support. The panel overall wanted to see a stronger case made for improving existing security testbeds in general, and particularly a tie in with current uses and needs of the DETER testbed by researchers. Panelists recognized the team as being well qualified for the work. If successful, the activities were viewed as advancing the state-of-the-art in experimental facilities for cybersecurity.",Address; Area; Arts; base; Behavior; Code; collaboratory; Education; Elements; Environment; Future; Goals; Health; improved; interest; Life; Modeling; Monitor; Qualifying; Research; Research Personnel; research study; Safety; Security; Testing; tool; Work,CCOLLABORATIVE RESEARCH: CT-M: BEYOND TESTBEDS-CATALYZING TRANSFORMATIVE RESEARCH AND EDUCATION THROUGH CYBERSECURITY COLLABORATORIES (BTCT),NSF,NSF,10/1/2008,3/31/2011,2008,178000.0
63,89856,"ABSTRACTDRL-0822128PI: John RistveyInstitution: Mid-Continent Research for Education and Learning (McREL)Title: NanoTeach: Professional Development in Nanoscale ScienceThis project is exploring the introduction of nanoscience curriculum into high schools. It is creating and studying a professional development model based on two products, the NanoTeach Teacher's Guide and the NanoTeach Facilitator's Guide. The NanoTeach Teacher's guide is being designed for self study by teachers (low treatment group) and for use in a facilitated development model (high treatment group). The NanoTeach Facilitator's Guide outlines the professional development experiences and provides guidance for facilitators. The professional development model combines (1) a design framework (Designing Effective Science Lessons based on the C-U-E model: content, understanding, and environment); (2) nanoscale science content from NSF-funded curriculum projects; and (3) multiple delivery methods. Twenty teachers are being recruited to carry out the pilot testing of the professional development materials. 75 teachers in the high treatment group are experiencing a 2-week summer workshop, asynchronous sessions while they implement their first lesson, Versatile Classroom (a synchronous, online video technology), implementation of a second lesson, and a final 2-week summer workshop. 75 teachers in the low treatment group experience a brief orientation to nanoscience resources, have access to the NT Teacher's Guide, implement two lessons, and debrief. The NanoTeach partnership includes Aspen Associates, the Stanford Nanofabrication Facility, and the National Nanotechnology Infrastructure Network. The research study is being carried out by Aspen Associates, and project evaluation is conducted by Dr. Doug Huffman of the University of Kansas.",base; design; Development; Education; Educational Curriculum; Educational workshop; Environment; Evaluation; experience; Funding; high school; Institution; Kansas; Learning; Methods; model development; Modeling; nanofabrication; nanoscience; Nanotechnology; Recruitment Activity; Research; Research Infrastructure; research study; Resources; Science; teacher; Technology; Testing; Universities,NANOTEACH: PROFESSIONAL DEVELOPMENT IN NANOSCALE SCIENCE,NSF,NSF,9/15/2008,8/31/2012,2008,2646901.0
64,89855,"The Entrepreneurial Leadership in STEM Teaching & learning (EnLiST) Partnership is comprised of Thornton High School District #205, South Holland, IL, Champaign Unit 4 School District, Champaign, IL, and the University of Illinois at Urbana-Champaign, which serves as the lead among these core partners.  In addition, the following are supporting partners: The Illinois Mathematics and Science Academy (IMSA), IMSA-affiliated school districts, and Thornton elementary and middle school feeder districts.  EnLiST intends to develop and build the infrastructural elements necessary to sustain a state-wide Illinois community of highly qualified science Teacher Leaders, who will effectively contribute to the transformation of science teaching and learning throughout the K-12 educational continuum in their districts. EnLiST will achieve these goals through a combination of intensive summer institutes and year-round professional development and collaborative activities. The synergy and continuity of these efforts will be ensured through establishment of an on-line community capitalizing on robust technological tools and infrastructure. EnLiST will commence with the development of core cadres of high school chemistry and physics Teacher Leaders organized into district teams. Next, the partnership will support and scaffold the activities of these core cadres as they engage in developing a cadre of middle school and elementary specialist science Teacher Leaders in their school districts. The activities of this latter participant group will focus on an interdisciplinary approach to science teaching and learning in elementary and middle school. Data collection and use will be a central theme in the development of Teacher Leaders and project operation as a whole. The innovation of EnLiST is its intent to reconceptualize the very notion of a  Teacher Leader  by drawing on scholarship in the field of social and entrepreneurial leadership and theories of distributed leadership.  EnLiST aims to create a new generation of Teacher Leaders who, armed with cutting edge content knowledge, a strong pedagogical repertoire, and entrepreneurial spirit, can support their colleagues and transform their schools into responsive and data driven institutions of teaching and learning.  EnLiST will provide participant science Teacher Leaders with understandings, skills, attitudes, and habits of mind enabling them to perceive themselves, and to act, as agents of change.  The entrepreneurial leadership skills that will be developed will arm these Teacher Leaders to meet the many challenges faced by teachers in the current US K-12 educational milieu, including dealing with resource constraints, uncertainty, and multiple goals often related to internally desired and externally imposed demands for change and innovation. They will be equipped to meet the challenges and tensions that have often impeded the adoption of innovative curricula and pedagogies and transformation of K-12 science instructional practices in service of addressing increasingly diverse student population needs. The major research questions of the project will center on understanding and assessing the development of the target Teacher Leaders and the success of those leaders in transforming their own teaching.  The ultimate aim is to develop a scalable national model for the preparation of social and entrepreneurial science Teacher Leaders who act as strong champions and effective initiators and implementors of change in pre-college science teaching and learning.  The EnLiST research questions are: (a) What is the impact, if any, of the project's activities on participant Teacher Leaders' conceptions, attitudes, skills, and behaviors related to social and entrepreneurial leadership? (b) What is the nature of the perceived organizational culture in partner school districts in relation to barriers to, and encouragement of, innovation and change? What are the associated roles of Teacher Leaders and school administrators? (c) What is the differential impact, if any, of enhanced social and entrepreneurial leadership among Teacher Leaders on effecting innovation and change in science teaching and learning in partner school districts?",Academy; Address; Administrator; Adoption; arm; Attitude; Behavior; Chemistry; college; Communities; Conceptions; Data; Data Collection; Development; Educational Curriculum; Educational process of instructing; Elements; Ensure; Generations; Goals; Habits; high school; Illinois; innovation; Institutes; Institution; interdisciplinary approach; junior high school; Knowledge; Lead; Leadership; Learning; Mathematics; meetings; middle school; Mind; Modeling; Nature; operation; Organizational Culture; Participant; Physics; Population; Preparation; Qualifying; Research; Research Infrastructure; Resources; Role; scaffold; Scholarship; Schools; Science; Services; skills; social; Specialist; Students; success; teacher; theories; tool; Uncertainty; Universities,ENTREPRENEURIAL LEADERSHIP IN STEM TEACHING & LEARNING (ENLIST),NSF,NSF,1/1/2009,12/31/2012,2008,4239744.0
