,EIN,NCCSKEY,FISYR,NAME,STATE,NTEE1,ADDRESS,CITY,ZIP,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,MAJGRPB,CONT
225171,742188421,742188421202001.0,2020,HARRIS COUNTY MEDICAL SOCIETY ALLIANCE PHILANTHROPIC FUND,TX,E,1515 HERMANN DR,HOUSTON,77004-7126,3,HE,HE,HE,E,73064.0
225214,742206098,742206098201912.0,2019,ST DAVIDS COMMUNITY HEALTH FOUNDATION HOLDINGS,TX,E,1303 SAN ANTONIO ST STE 500,AUSTIN,78701-0025,3,HE,HE,HE,E,3108.0
225216,742206635,742206635201912.0,2019,MISSION HOSPITAL INC,TX,E,900 S BRYAN RD,MISSION,78572-6613,3,HE,HE,EH,EH,0.0
225251,742225672,742225672201912.0,2019,METROPLEX ADVENTIST HOSPITAL INC,TX,E,2201 CLEAR CREEK RD,KILLEEN,76549-4110,3,HE,HE,EH,EH,99125.0
225290,742235572,742235572201912.0,2019,CHILDRENS HEALTH CORPORATION,CO,E,13123 E 16TH AVE,AURORA,,3,HE,HE,EH,EH,0.0
225294,742236513,742236513201909.0,2019,LARIMER COUNTY SEARCH & RESCUE INC,CO,E,1303 N SHIELDS ST,FORT COLLINS,80524-1014,3,HE,HE,HE,E,60699.0
225302,742237787,742237787201912.0,2019,TEXAS HEALTH INSTITUTE,TX,E,9111 JOLLYVILLE RD STE 280,AUSTIN,78759-7635,3,HE,HE,HE,E,1377602.0
225309,742239886,742239886201906.0,2019,TEXAS NURSES FOUNDATION,TX,E,4807 SPICEWOOD SPRINGS BLDG 3 100,AUSTIN,78759-8444,3,HE,HE,HE,E,67092.0
225323,742243283,742243283201912.0,2019,CANDLELIGHTERS OF THE EL PASO AREA,TX,E,1400 HARDAWAY ST STE 206,EL PASO,79903-3128,3,HE,HE,HE,E,659456.0
225328,742244154,742244154201912.0,2019,INSTITUTE FOR THE NEW MAN DBA FRIENDS OF MAN,CO,E,5594 S PRINCE ST,LITTLETON,80120-1126,3,HE,HE,HE,E,837834.0
225365,742254769,742254769201912.0,2019,REACH FOR A STAR OF EL PASO,TX,E,PO BOX 971745,EL PASO,79997-1745,3,HE,HE,HE,E,75.0
225381,742257353,742257353201908.0,2019,GONZALES COUNTY HEALTH FOUNDATION INC,TX,E,PO BOX 834,GONZALES,78629-0834,3,HE,HE,HE,E,0.0
225382,742257357,742257357201912.0,2019,RONALD MCDONALD HOUSE CHARITIES OF EL PASO INC,TX,E,300 E CALIFORNIA AVE,EL PASO,79902-4200,3,HE,HE,HE,E,413360.0
225389,742259907,742259907201912.0,2019,CENTRAL TEXAS MEDICAL CENTER FOUNDATION,TX,E,PO BOX 912,SAN MARCOS,78667-0912,3,HE,HE,HE,E,91540.0
225404,742269739,742269739201909.0,2019,COMMUNITY HEALTH DEVELOPMENT INC,TX,E,908 EVANS ST STE A,UVALDE,78801-6052,3,HE,HE,HE,E,4891704.0
225411,742273004,742273004201908.0,2019,MAKE-A-WISH FOUNDATION OF COLORADO INC,CO,E,7951 E MAPLEWOOD AVE STE 126,GREENWOOD VLG,80111-4769,3,HE,HE,HE,E,5672946.0
225427,742276859,742276859201909.0,2019,SAN MARCOS HAYS COUNTY EMERGENCY MEDICAL SERVICES INCORPORATED,TX,E,2061 CLOVIS BARKER RD BUILDING 10-B,SAN MARCOS,78666-1072,3,HE,HE,HE,E,4713528.0
225431,742277664,742277664201912.0,2019,RONALD MCDONALD HOUSE CHARITIES OF CENTRAL TEXAS INC,TX,E,1315 BARBARA JORDAN BLVD,AUSTIN,78723-3054,3,HE,HE,HE,E,2492370.0
225444,742282624,742282624201906.0,2019,HOLY FAMILY SERVICES,TX,E,5819 N FM 88,WESLACO,78599-3275,3,HE,HE,HE,E,368534.0
225495,742308695,742308695201909.0,2019,TEXAS ASSOCIATION OF COMMUNITY HEALTH CENTERS INC,TX,E,5900 SOUTHWEST PKWY BLDG 3,AUSTIN,78735-6205,3,HE,HE,HE,E,3126320.0
225540,742320999,742320999201912.0,2019,MEDICAL EDUCATION RESOURCES INC,CO,E,9785 MAROON CIR STE 100,ENGLEWOOD,80112-2692,3,HE,HE,HE,E,2128965.0
225546,742323822,742323822201906.0,2019,YOAKUM COMMUNITY HOSPITAL,TX,E,1200 CARL RAMERT DR,YOAKUM,77995-4868,3,HE,HE,EH,EH,332449.0
225581,742335396,742335396201912.0,2019,UNIVERSITY HEALTH SYSTEM FOUNDATION,TX,E,4502 MEDICAL DR MSC 1-2,SAN ANTONIO,78229-4402,3,HE,HE,HE,E,1536762.0
225602,742345274,742345274201912.0,2019,RONALD MCDONALD HOUSE CHARITIES OF TEMPLE TEXAS,TX,E,2415 S 47TH ST,TEMPLE,76504-7003,3,HE,HE,HE,E,371392.0
225626,742351607,742351607201912.0,2019,DENVER GEOPHYSICAL SOCIETY FOUNDATION,CO,E,PO BOX 18435,DENVER,80218-0435,3,HE,HE,HE,E,48250.0
225634,742354492,742354492201912.0,2019,WESTSIDE CARES INC,CO,E,2808 W COLORADO AVE,COLORADO SPGS,80904-2444,3,HE,HE,EH,EH,1954073.0
225640,742355411,742355411201912.0,2019,HONORHEALTH FOUNDATION,AZ,E,8125 N HAYDEN RD,SCOTTSDALE,85258-2463,3,HE,HE,HE,E,30837172.0
225651,742357788,742357788201908.0,2019,MAKE-A-WISH FOUNDATION OF CENTRAL,TX,E,2224 WALSH TARLTON LN STE 200,AUSTIN,78746-7756,3,HE,HE,HE,E,4775715.0
225652,742357970,742357970201903.0,2019,SU CLINICA FAMILIAR,TX,E,1706 TREASURE HILLS BLVD,HARLINGEN,78550-8911,3,HE,HE,HE,E,10953019.0
225720,742377071,742377071202005.0,2020,FRIENDS OF NURSING,CO,E,PO BOX 735,ENGLEWOOD,80151-0735,3,HE,HE,HE,E,48946.0
225751,742385019,742385019201912.0,2019,WELLNESS COUNCIL OF ARIZONA INC,AZ,E,1670 N KOLB RD STE 246,TUCSON,85715-4942,3,HE,HE,HE,E,125979.0
225756,742386043,742386043201912.0,2019,RONALD MCDONALD HOUSE CHARITIES OF THE INTERMOUNTAIN AREA INC,UT,E,935 E SOUTH TEMPLE,SALT LAKE CTY,84102-1411,3,HE,HE,HE,E,4281820.0
225766,742388735,742388735201906.0,2019,KINGMAN REGIONAL MEDICAL CENTER FOUNDATION,AZ,E,3269 N STOCKTON HILL RD,KINGMAN,86409-3619,3,HE,HE,HE,E,205218.0
225783,742392822,742392822201908.0,2019,MAKE-A-WISH FOUNDATION OF UTAH INC,UT,E,771 E WINCHESTER ST,MURRAY,84107-7564,3,HE,HE,HE,E,5618687.0
225796,742397671,742397671201912.0,2019,BRAZOS MATERNAL AND CHILD HEALTH CLINIC INC,TX,E,3370 S TEXAS AVENUE SUITE G,BRYAN,77802-3127,3,HE,HE,HE,E,306304.0
225823,742410946,742410946201906.0,2019,NORTHERN ARIZONA HEALTHCARE CORPORATION,AZ,E,1200 N BEAVER ST,FLAGSTAFF,86001-3118,3,HE,HE,EH,EH,0.0
225824,742411016,742411016201912.0,2019,ESTES PARK MEDICAL CENTER FOUNDATION,CO,E,555 PROSPECT AVENUE,ESTES PARK,80517-6312,3,HE,HE,HE,E,592075.0
225826,742412898,742412898201912.0,2019,COMMUNITY HEALTH CENTERS INC,UT,E,2621 S 3270 W,W VALLEY CITY,84119-1119,3,HE,HE,HE,E,11816893.0
225838,742418514,742418514201906.0,2019,DIGNITY HEALTH FOUNDATION-EAST VALLEY,AZ,E,1727 W FRYE RD STE 230,CHANDLER,85224-5300,3,HE,HE,HE,E,4114402.0
225844,742421549,742421549201912.0,2019,PHOENIX CHILDRENS HOSPITAL FOUNDATION,AZ,E,1919 E THOMAS RD,PHOENIX,85016-7710,3,HE,HE,HE,E,39210041.0
225859,742425293,742425293201906.0,2019,ADULT DAY CARE SERVICES INC,AZ,E,844 SUNSET AVE,PRESCOTT,86305-1824,3,HE,HE,HE,E,21518.0
225865,742427148,742427148201912.0,2019,GEORGETOWN HEALTHCARE SYSTEM INC,TX,E,2425 WILLIAMS DR STE 101,GEORGETOWN,78628-3206,3,HE,HE,EH,EH,600000.0
225872,742428161,742428161201912.0,2019,SAN ANTONIO CHRISTIAN DENTAL CLINIC INC,TX,E,1 HAVEN FOR HOPE WAY BLDG 1 400,SAN ANTONIO,78207-1266,3,HE,HE,HE,E,978066.0
225942,742447793,742447793201908.0,2019,PASO DEL NORTE CHILDRENS DEVELOPMENT CENTER FOUNDATION,TX,E,1101 E SCHUSTER AVE,EL PASO,79902-4659,3,HE,HE,HE,E,0.0
225947,742450217,742450217201912.0,2019,SALIDA HOSPITAL FOUNDATION,CO,E,1000 RUSH DR,SALIDA,81201-9627,3,HE,HE,HE,E,211705.0
225967,742455161,742455161201906.0,2019,ST JOSEPH SERVICES CORPORATION,TX,E,2801 FRANCISCAN DR,BRYAN,77802-2544,3,HE,HE,EH,EH,0.0
225982,742457919,742457919201909.0,2019,BIENVIVIR SENIOR HEALTH SERVICES,TX,E,2300 MCKINLEY AVE,EL PASO,79930-2240,3,HE,HE,HE,E,153696.0
225983,742458061,742458061201912.0,2019,WYOMING HEALTH FAIRS,WY,E,115 SOUTH ELM STREET,CASPER,82601-2514,3,HE,HE,HE,E,0.0
225985,742458697,742458697201912.0,2019,THE CARING CENTER INC,WY,E,PO BOX 2346,CASPER,82602-2346,3,HE,HE,HE,E,473528.0
225988,742460815,742460815201906.0,2019,SCOTT & WHITE FOUNDATION BRENHAM,TX,E,301 N WASHINGTON AVE,DALLAS,75246-1754,3,HE,HE,HE,E,310100.0
225994,742462291,742462291201912.0,2019,PRAYING HANDS RANCHES INC,CO,E,4825 DALEY CIR,PARKER,80134-6029,3,HE,HE,HE,E,171358.0
226007,742465931,742465931202004.0,2020,FOUNDATION OF THE SOUTH CENTRAL ASSOCIATION OF BLOOD BANKS,TX,E,PO BOX 4679,AUSTIN,78765-4679,3,HE,HE,HE,E,0.0
226028,742471313,742471313201906.0,2019,DISTRICT 2-A2 SIGHT & TISSUE FOUNDATION INC,TX,E,4502 CENTERVIEW STE 120,SAN ANTONIO,78228-1303,3,HE,HE,HE,E,61601.0
226042,742477097,742477097201907.0,2019,HORSES HELP FOUNDATION,AZ,E,2601 E ROSE GARDEN LN,PHOENIX,85050-4605,3,HE,HE,HE,E,325366.0
226043,742477108,742477108201912.0,2019,METRO COMMUNITY PROVIDER NETWORK INC,CO,E,2255 S ONEIDA ST,DENVER,80224-2522,3,HE,HE,HE,E,18340848.0
226054,742480396,742480396201912.0,2019,EBENEZER LUTHERAN CARE CENTER FOUNDATION,CO,E,122 HOSPITAL RD,BRUSH,80723-1702,3,HE,HE,HE,E,926406.0
226092,742488682,742488682201909.0,2019,EL BUEN SAMARITANO EPISCOPAL MISSION,TX,E,7000 WOODHUE DR,AUSTIN,78745-5454,3,HE,HE,HE,E,3407796.0
226164,742505427,742505427201906.0,2019,CARONDELET LONG TERM CARE FACILITIES INC,MO,E,12250 WEBER HILL RD STE 200,SAINT LOUIS,63127-1552,3,HE,HE,HE,E,0.0
226165,742505561,742505561201906.0,2019,CENTRO SAN VICENTE,TX,E,8061 ALAMEDA AVE,EL PASO,79915-4705,3,HE,HE,HE,E,8809675.0
226167,742505662,742505662201910.0,2019,VAIL HEALTH SERVICES FOUNDATION,CO,E,PO BOX 40000,VAIL,81658-7520,3,HE,HE,HE,E,9821816.0
226188,742512600,742512600201912.0,2019,TRUST TWO,UT,E,75 S 200 E,SALT LAKE CTY,84111-2147,3,HE,HE,HE,E,0.0
226195,742514759,742514759201912.0,2019,THE TRANSPLANT ASSOCIATION OF TEXAS,TX,E,11107 WURZBACH RD STE 201,SAN ANTONIO,78230-2553,3,HE,HE,HE,E,367298.0
226209,742517055,742517055201912.0,2019,SCHOOLCRAFT MEMORIAL HOSPITAL,MI,E,7870 W US HWY 2,MANISTIQUE,49854-0000,3,HE,HE,EH,EH,136677.0
226212,742518542,742518542201910.0,2019,AMERICAN BOTANICAL COUNCIL,TX,E,6200 MANOR RD,AUSTIN,78723-3753,3,HE,HE,HE,E,2384833.0
226221,742519752,742519752201906.0,2019,SCOTT & WHITE HOSPITAL BRENHAM,TX,E,301 N WASHINGTON AVE,DALLAS,75246-1754,3,HE,HE,EH,EH,1214035.0
226229,742521618,742521618201912.0,2019,WICKENBURG COMMUNITY HOSPITAL FOUNDATION INC,AZ,E,520 ROSE LN,WICKENBURG,85390-1447,3,HE,HE,HE,E,1003419.0
226232,742522471,742522471201912.0,2019,WOODSBORO FIRE DEPARTMENT,TX,E,PO BOX 702,WOODSBORO,78393-0702,3,HE,HE,HE,E,39210.0
226235,742523583,742523583201912.0,2019,COLORADO NURSES FOUNDATION,CO,E,2851 S PARKER RD STE 1210,AURORA,80014-2733,3,HE,HE,HE,E,57237.0
226246,742528180,742528180201812.0,2018,CORYELL MEMORIAL HOSPITAL FOUNDATION,TX,E,1507 W MAIN ST,GATESVILLE,76528-1024,3,HE,HE,HE,E,18995.0
226247,742528241,742528241201912.0,2019,MOUNTAIN VIEW HOSPITAL SCHOLARSHIP AUXILIARY,UT,E,1000 E HIGHWAY 6,PAYSON,84651-0000,3,HE,HE,HE,E,6243.0
226278,742537323,742537323201912.0,2019,CANYON LAKE FIRE EMS,TX,E,PO BOX 1412,CANYON LAKE,78133-0002,3,HE,HE,HE,E,60570.0
226294,742540513,742540513201909.0,2019,UNIVERSITY MEDICAL CENTER FOUNDATION OF EL PASO,TX,E,1400 HARDAWAY ST STE 213,EL PASO,79903-3128,3,HE,HE,HE,E,509417.0
226302,742543251,742543251201912.0,2019,NORTH WEST FAMILY ASSISTANCE CENTER,CO,E,PO BOX 11948,DENVER,80211-0948,3,HE,HE,HE,E,153970.0
226309,742543670,742543670201912.0,2019,EDUCATIONAL FOUNDATION OF THE TEXAS HOTEL & MOTEL ASSOCIATION INC,TX,E,1701 WEST AVE,AUSTIN,78701-1036,3,HE,HE,HE,E,93544.0
226311,742544243,742544243201912.0,2019,YORKTOWN EMERGENCY MEDICAL SERVICE,TX,E,PO BOX 142,YORKTOWN,78164-0142,3,HE,HE,HE,E,79443.0
226323,742547528,742547528201912.0,2019,AUXILIARY TO THE PASO DEL NORTE CHILDRENS DEVELOPMENT CENTER,TX,E,1101 E SCHUSTER AVE,EL PASO,,3,HE,HE,HE,E,45758.0
226329,742548242,742548242201909.0,2019,UVALDE EMERGENCY MEDICAL SERVICES INC,TX,E,219 S GETTY ST,UVALDE,78801-5533,3,HE,HE,HE,E,540656.0
226348,742550748,742550748201908.0,2019,FRIENDS FOR LIFE,TX,E,5000 LAKEWOOD DR,WACO,76710-2921,3,HE,HE,HE,E,453910.0
226364,742553409,742553409202003.0,2020,GATEWAY COMMUNITY HEALTH CENTER INC,TX,E,PO BOX 3397,LAREDO,78044-3397,3,HE,HE,HE,E,10405130.0
226381,742557105,742557105201912.0,2019,HILL COUNTRY MEMORIAL HOSPITAL FOUNDATION,TX,E,PO BOX 1339,FREDERICKSBRG,78624-1339,3,HE,HE,HE,E,1337987.0
226386,742557820,742557820201906.0,2019,SID PETERSON MEMORIAL HOSPITAL,TX,E,551 HILL COUNTRY DR,KERRVILLE,78028-6085,3,HE,HE,EH,EH,8531164.0
226395,742561347,742561347201912.0,2019,MCMULLEN COUNTY EMERGENCY SERVICES,TX,E,PO BOX 444,TILDEN,78072-0444,3,HE,HE,HE,E,490521.0
226397,742561471,742561471201912.0,2019,MISSION HEALTH SERVICES,UT,E,2830 S REDWOOD RD STE A,W VALLEY CITY,84119-5626,3,HE,HE,HE,E,112171.0
226412,742566411,742566411201912.0,2019,FOUNDATION FOR THE ELDERLY INC,NC,E,PO BOX 1155,ARDEN,28704-1155,3,HE,HE,HE,E,0.0
226421,742568931,742568931201912.0,2019,STARR COUNTY MEMORIAL HOSPITAL AUXILIARY,TX,E,PO BOX 78,RIO GRANDE CY,78582-0078,3,HE,HE,HE,E,0.0
226433,742571984,742571984202006.0,2020,HEALTH OCCUPATIONS STUDENTS OF AMERICA,WI,E,125 S WEBSTER ST,MADISON,53703-3474,3,HE,HE,HE,E,23750.0
226450,742576856,742576856201912.0,2019,COMMUNITY HOSPITAL FOUNDTION INC,CO,E,2351 G RD,GRAND JCT,81505-9641,3,HE,HE,HE,E,282584.0
226454,742577746,742577746201908.0,2019,DRISCOLL CHILDRENS HOSPITAL,TX,E,3533 S ALAMEDA ST,CORP CHRISTI,78411-1721,3,HE,HE,EH,EH,7805292.0
226459,742578952,742578952201912.0,2019,ADVENTIST HEALTH SYSTEM TEXAS INC,TX,E,11801 SOUTH FWY,BURLESON,76028-7021,3,HE,HE,HE,E,0.0
226523,742603325,742603325202006.0,2020,FISHER HOUSE INC,TX,E,7323 W US HWY 90 STE 107,SAN ANTONIO,78227-3561,3,HE,HE,HE,E,669448.0
226550,742610449,742610449201912.0,2019,SU CASA DE ESPERANZA INC,TX,E,PO BOX 1333,PHARR,78577-1623,3,HE,HE,HE,E,349862.0
226560,742613666,742613666201912.0,2019,USEFUL WILD PLANTS OF TEXAS,TX,E,2612 SWEENEY LN,AUSTIN,78723-3536,3,HE,HE,HE,E,102912.0
226566,742614838,742614838201909.0,2019,UTOPIA VOLUNTEER EMERGENCY MEDICAL SERVICES INC,TX,E,PO BOX 393,UTOPIA,78884-0393,3,HE,HE,HE,E,243183.0
226590,742620408,742620408201908.0,2019,CHILDRENS PHYSICIAN SERVICES OF SOUTH TEXAS,TX,E,3533 S ALAMEDA ST,CORP CHRISTI,78411-1721,3,HE,HE,HE,E,23839797.0
226591,742621825,742621825201912.0,2019,AHS CENTRAL TEXAS INC,TX,E,1301 WONDER WORLD DR,SAN MARCOS,,3,HE,HE,HE,E,0.0
226631,742634500,742634500201912.0,2019,TEMPLE COMMUNITY FREE CLINIC INC,TX,E,PO BOX 92,TEMPLE,76503-0092,3,HE,HE,HE,E,705922.0
226650,742644283,742644283201912.0,2019,AUSTIN OUTREACH & COMMUNITY SERVICE CENTER,TX,E,314 HIGHLAND MALL BLVD,AUSTIN,78752-3735,3,HE,HE,HE,E,80491.0
226654,742645518,742645518201909.0,2019,WIMBERLEY EMERGENCY MEDICAL SERVICE SYSTEMS INC,TX,E,PO BOX 33,WIMBERLEY,78676-0033,3,HE,HE,HE,E,1420843.0
226659,742646952,742646952201912.0,2019,FEMAP FOUNDATION,TX,E,1400 HARDAWAY ST STE 210,EL PASO,79903-3128,3,HE,HE,HE,E,370083.0
226661,742647324,742647324201909.0,2019,PROJECT MEND,TX,E,1111 AUSTIN ST,SAN ANTONIO,78208-1156,3,HE,HE,HE,E,1945777.0
226669,742649777,742649777201909.0,2019,GUADALUPE REGIONAL MEDICAL FOUNDATION,TX,E,1215 E COURT ST,SEGUIN,78155-5129,3,HE,HE,HE,E,271497.0
226686,742656780,742656780201912.0,2019,RONALD MCDONALD HOUSE CHARITIES INC,TX,E,1720 TREASURE HILLS BLVD,HARLINGEN,78550-8911,3,HE,HE,HE,E,375426.0
226687,742657050,742657050201912.0,2019,LIFE SUPPORT COUNSELING AND RESEARCH INC,TX,E,5810 TRADE CENTER DR STE 500,AUSTIN,78744-1371,3,HE,HE,HE,E,1021.0
226696,742661821,742661821201912.0,2019,CENTRAL TEXAS TRAUMA COUNCIL,TX,E,PO BOX 729,BELTON,76513-0729,3,HE,HE,HE,E,229028.0
226698,742662919,742662919201912.0,2019,MIGRANT CLINICIANS NETWORK INC,TX,E,1001 LAND CREEK CV,AUSTIN,78746-6827,3,HE,HE,HE,E,745736.0
226728,742676503,742676503201912.0,2019,AMERICAN TELEMEDICINE ASSOCIATION,VA,E,901 N GLEBE RD STE 850,ARLINGTON,22203-1838,3,HE,HE,HE,E,500.0
226746,742683112,742683112201906.0,2019,PROVIDENCE FOUNDATION INC,MO,E,PO BOX 45998,SAINT LOUIS,63145-5998,3,HE,HE,HE,E,898067.0
226756,742686131,742686131201909.0,2019,CANCER CONSORTIUM OF EL PASO INC,TX,E,6070 GATEWAY BLVD E STE 202,EL PASO,79905-2015,3,HE,HE,HE,E,510436.0
226777,742692022,742692022201909.0,2019,ABRAZO ADOPTION ASSOCIATES,TX,E,3123 NW LOOP 410,SAN ANTONIO,78230-5111,3,HE,HE,HE,E,75533.0
226784,742696970,742696970201906.0,2019,PROVIDENCE HEALTH ALLIANCE INC,MO,E,PO BOX 45998,SAINT LOUIS,63145-5998,3,HE,HE,HE,E,0.0
226787,742697456,742697456201912.0,2019,BRAZOS VALLEY REGIONAL ADVISORY COUNCIL,TX,E,3991 E 29TH ST,BRYAN,77802-4228,3,HE,HE,HE,E,161486.0
226802,742699762,742699762201912.0,2019,LA ESPERANZA CLINIC INC,TX,E,2029 W BEAUREGARD AVE,SAN ANGELO,76901-3812,3,HE,HE,HE,E,3172673.0
226806,742702323,742702323201906.0,2019,200 OBLATE INCORPORATED,TX,E,C/O MISSION ROAD 8706 MISSION ROAD,SAN ANTONIO,78214-0000,3,HE,HE,HE,E,0.0
226819,742706271,742706271201906.0,2019,SOUTHWEST PSYCHIATRIC PHYSICIANS,TX,E,8535 TOM SLICK,SAN ANTONIO,78229-3367,3,HE,HE,HE,E,0.0
226848,742716720,742716720201908.0,2019,AREA HEALTH EDUCATION CTR OF MID RIO GRANDE BORDER AREA OF TX INC,TX,E,15050 CALLE DEL NORTE STE 430,LAREDO,78041-0000,3,HE,HE,EH,EH,288360.0
226849,742717368,742717368202006.0,2020,ST LUKES LUTHERAN HEALTH MINISTRIES INC,TX,E,PO BOX 6101,SAN ANTONIO,78209-0101,3,HE,HE,HE,E,2601.0
226872,742724725,742724725201912.0,2019,GREATER KILLEEN FREE CLINIC INC,TX,E,718 N 2ND STREET NO A,KILLEEN,76541-4709,3,HE,HE,HE,E,331489.0
226902,742730350,742730350201906.0,2019,HILLCREST FAMILY HEALTH CENTER,TX,E,301 N WASHINGTON AVE,DALLAS,75246-1754,3,HE,HE,HE,E,5709231.0
226917,742736124,742736124201912.0,2019,LOWER RIO GRANDE VALLEY REGIONAL ADVISORY COUNCIL ON TRAUMA SERVICE,TX,E,1409 N STUART PLACE RD STE D,HARLINGEN,78552-6365,3,HE,HE,HE,E,383886.0
226938,742743333,742743333201912.0,2019,BREAST CANCER RESOURCE CENTER,TX,E,4807 SPICEWOOD SPRINGS RD,AUSTIN,78759-8444,3,HE,HE,HE,E,1929735.0
226946,742746369,742746369201912.0,2019,TRIPLE H EQUITHERAPY CENTER,TX,E,791 BACKHAUS RD,PIPE CREEK,78063-5615,3,HE,HE,HE,E,454417.0
226949,742747806,742747806201912.0,2019,CAPITAL AREA TRAUMA REGIONAL ADVISORY COUNCIL,TX,E,4100 ED BLUESTEIN BLVD STE 200,AUSTIN,78721-2303,3,HE,HE,HE,E,2227192.0
226951,742748374,742748374201912.0,2019,PRO-ACTION,TX,E,PO BOX 962505,EL PASO,79996-2505,3,HE,HE,HE,E,0.0
226962,742752261,742752261201912.0,2019,TEXAS HEALTHCARE TRUSTEES FOUNDATION,TX,E,1108 LAVACA ST STE 700,AUSTIN,78701-2180,3,HE,HE,HE,E,65850.0
226994,742760152,742760152201908.0,2019,UNIVERSITY PHYSICIANS GROUP,TX,E,8431 FREDERICKSBURG RD,SAN ANTONIO,78229-3392,3,HE,HE,HE,E,0.0
226997,742761145,742761145201906.0,2019,MADISON ST JOSEPH HEALTH CENTER,TX,E,2801 FRANCISCAN DR,BRYAN,77802-2544,3,HE,HE,HE,E,8629.0
227011,742765845,742765845201909.0,2019,DEWITT MEDICAL FOUNDATION,TX,E,615 N ESPLANADE ST,CUERO,77954-3605,3,HE,HE,HE,E,119617.0
227054,742783731,742783731201908.0,2019,CHILDRENS ADVOCACY CENTER OF LAREDO WEBB COUNTY,TX,E,111 N MERIDA,LAREDO,78043-4128,3,HE,HE,HE,E,992758.0
227058,742784427,742784427201908.0,2019,LOWER RIO GRANDE VALLEY COMMUNITY HEALTH MANAGEMENT CORPORATION INC,TX,E,901 E VERMONT,MCALLEN,78503-1729,3,HE,HE,EH,EH,1274435.0
227084,742792375,742792375201912.0,2019,PROVIDENCE MEMORIAL HOSPITAL AUXILIARY,TX,E,2001 N OREGON ST,EL PASO,79902-3320,3,HE,HE,HE,E,138522.0
227096,742795943,742795943201912.0,2019,ST MARKS MEDICAL CENTER FOUNDATION,TX,E,1 SAINT MARKS PL,LA GRANGE,78945-1250,3,HE,HE,HE,E,86631.0
227110,742800601,742800601201906.0,2019,DELL CHILDRENS MEDICAL GROUP,MO,E,PO BOX 45998,SAINT LOUIS,63145-5998,3,HE,HE,EH,EH,21766.0
227131,742807713,742807713201912.0,2019,GEORGETOWN PROJECT,TX,E,PO BOX 957,GEORGETOWN,78627-0957,3,HE,HE,HE,E,441626.0
227171,742819628,742819628201912.0,2019,RAPHAEL COMMUNITY FREE CLINIC INC,TX,E,1807 WATER ST,KERRVILLE,78028-6023,3,HE,HE,HE,E,737521.0
227194,742824795,742824795201909.0,2019,SOUTH CENTRAL AREA HEALTH EDUCATION CENTER INC,TX,E,7411 ONE TECHNOLOGY CENTER STE 1050,SAN ANTONIO,78229-0000,3,HE,HE,EH,EH,40221.0
227199,742826278,742826278201903.0,2019,RURAL HEALTH RESOURCES OF JACKSON CO INC,KS,E,1110 COLUMBINE DR,HOLTON,66436-8824,3,HE,HE,EH,EH,116538.0
227234,742837551,742837551201912.0,2019,SAN MIGUEL-CASA INC,TX,E,5501 BALCONES DR STE A188,AUSTIN,78731-5041,3,HE,HE,HE,E,335634.0
227239,742838488,742838488201912.0,2019,DRISCOLL CHILDRENS HEALTH PLAN,TX,E,4525 AYERS ST,CORP CHRISTI,78415-1401,3,HE,HE,HE,E,0.0
227242,742839564,742839564201912.0,2019,LIFECARE CENTER FOR WOMEN INC,KS,E,121 E 2ND ST,OTTAWA,66067-2311,3,HE,HE,HE,E,293688.0
227252,742842747,742842747201907.0,2019,WEST CENTRAL KANSAS ASSOCIATION INC,KS,E,200 S MAIN ST,RUSSELL,67665-2920,3,HE,HE,EH,EH,14448.0
227259,742844558,742844558201912.0,2019,MCKENNA MANAGEMENT,TX,E,801 W SAN ANTONIO ST,NEW BRAUNFELS,78130-5503,3,HE,HE,EH,EH,569192.0
227279,742849611,742849611201912.0,2019,SAINT LUKES HOSPITAL OF GARNETT INC,KS,E,421 SOUTH MAPLE STREET BOX 309,GARNETT,66032-1334,3,HE,HE,EH,EH,138828.0
227282,742850325,742850325201908.0,2019,MAKE-A-WISH FOUNDATION OF THE RIO GRANDE VALLEY,TX,E,1801 S 2ND STREET NO 405,MCALLEN,78503-1353,3,HE,HE,HE,E,622397.0
227286,742851819,742851819201906.0,2019,ARTESIA GENERAL HOSPITAL,NM,E,702 N 13TH ST,ARTESIA,88210-1166,3,HE,HE,EH,EH,5165166.0
227301,742855426,742855426201909.0,2019,EDWARDS COUNTY EMERGENCY MEDICAL SERVICE INC,TX,E,PO BOX 185,ROCKSPRINGS,78880-0185,3,HE,HE,HE,E,184109.0
227307,742857475,742857475201912.0,2019,EVERGREEN LIVING INNOVATIONS INC,KS,E,11875 S SUNSET DR STE 100,OLATHE,66061-2794,3,HE,HE,HE,E,1229205.0
227311,742858904,742858904201912.0,2019,HILL COUNTRY MEMORIAL HEALTH CARE SYSTEM,TX,E,PO BOX 835,FREDERICKSBRG,78624-0835,3,HE,HE,EH,EH,0.0
227313,742858907,742858907201912.0,2019,HILL COUNTRY MEMORIAL COMMUNITY SERVICES CORPORATION,TX,E,PO BOX 835,FREDERICKSBRG,78624-0835,3,HE,HE,HE,E,0.0
227314,742858909,742858909201912.0,2019,HILL COUNTRY MEMORIAL MEDICAL OFFICE BUILDINGS,TX,E,PO BOX 835,FREDERICKSBRG,78624-0835,3,HE,HE,HE,E,0.0
