,EIN,NCCSKEY,FISYR,NAME,STATE,NTEE1,ADDRESS,CITY,ZIP,SUBSECCD,NTMAJ5,NTMAJ10,NTMAJ12,MAJGRPB,CONT
142154,381359063,381359063201806.0,2018,ASCENSION ST JOHN HOSPITAL,MI,E,28000 DEQUINDRE RD,WARREN,48092-2468,3,HE,HE,EH,EH,6000822.0
142158,381359087,381359087201812.0,2018,BRONSON METHODIST HOSPITAL,MI,E,601 JOHN STREET BOX 26,KALAMAZOO,49007-5341,3,HE,HE,EH,EH,751547.0
142159,381359180,381359180201812.0,2018,ALLEGAN GENERAL HOSPITAL,MI,E,555 LINN ST,ALLEGAN,49010-1524,3,HE,HE,EH,EH,26250.0
142162,381359218,381359218201812.0,2018,BRONSON LAKEVIEW HOSPITAL,MI,E,601 JOHN STREET BOX 26,KALAMAZOO,49007-5341,3,HE,HE,EH,EH,21501.0
142166,381359244,381359244201812.0,2018,BBCH COMMUNITY PARTNERS,MI,E,300 NORTH AVE,BATTLE CREEK,49017-3307,3,HE,HE,EH,EH,29061.0
142167,381359247,381359247201806.0,2018,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,MI,E,1101 W UNIVERSITY DR,ROCHESTER,48307-1863,3,HE,HE,EH,EH,1000.0
142173,381359265,381359265201803.0,2018,MARY FREE BED REHABILITATION HOSPITAL,MI,E,235 WEALTHY ST SE,GRAND RAPIDS,49503-5247,3,HE,HE,EH,EH,2695871.0
142176,381359511,381359511201806.0,2018,DETROIT INSTITUTE FOR CHILDREN,MI,E,2075 E W MAPLE RD,WALLED LAKE,48390-3816,3,HE,HE,HE,E,561662.0
142189,381359597,381359597201906.0,2019,VETERANS OF FOREIGN WARS NATIONAL HOME FOR CHILDREN,MI,E,3573 S WAVERLY RD,EATON RAPIDS,48827-9718,3,HE,HE,HE,E,5034082.0
142193,381360526,381360526201806.0,2018,ASCENSION BORGESS HOSPITAL,MI,E,1521 GULL RD,KALAMAZOO,49048-1640,3,HE,HE,EH,EH,1324843.0
142202,381360584,381360584201812.0,2018,EDWARD W SPARROW HOSPITAL ASSOCIATION,MI,E,1215 E MICHIGAN AVE,LANSING,48912-1811,3,HE,HE,EH,EH,3865723.0
142211,381360904,381360904201812.0,2018,GREATER DETROIT AREA HEALTH COUNCIL INC,MI,E,30200 TELEGRAPH,BINGHAM FARMS,48025-4502,3,HE,HE,HE,E,699262.0
142229,381367326,381367326201812.0,2018,CHRISTIAN CARE,MI,E,2053 S SHERIDAN DR,MUSKEGON,49442-6254,3,HE,HE,HE,E,11300.0
142234,381368347,381368347201803.0,2018,ELLA E M BROWN CHARITABLE CIRCLE,MI,E,200 N MADISON ST,MARSHALL,49068-1143,3,HE,HE,EH,EH,255344.0
142240,381368745,381368745201809.0,2018,LAKELAND HOSPITAL WATERVLIET,MI,E,1234 NAPIER AVE,ST JOSEPH,49085-2112,3,HE,HE,EH,EH,13425.0
142242,381369611,381369611201809.0,2018,MCLAREN PORT HURON,MI,E,1221 PINE GROVE AVE,PORT HURON,48060-3511,3,HE,HE,EH,EH,5135438.0
142244,381369796,381369796201803.0,2018,SHERIDAN COMMUNITY HOSPITAL,MI,E,301 N MAIN ST,SHERIDAN,48884-9235,3,HE,HE,EH,EH,53323.0
142251,381381288,381381288201806.0,2018,PORTAGE LEGACY INC,MI,E,500 CAMPUS DRIVE,HANCOCK,49930-1452,3,HE,HE,EH,EH,0.0
142272,381394903,381394903201806.0,2018,BMH-WIND DOWN,MI,E,901 LAKESHORE DR,ISHPEMING,,3,HE,HE,EH,EH,0.0
142282,381402860,381402860201809.0,2018,EASTER SEALS-MICHIGAN INC,MI,E,2399 E WALTON BLVD,AUBURN HILLS,48326-1955,3,HE,HE,HE,E,2953961.0
142284,381405141,381405141201812.0,2018,OAKWOOD HEALTHCARE INC,MI,E,26901 BEAUMONT BLVD,SOUTHFIELD,48033-3849,3,HE,HE,EH,EH,7630828.0
142290,381410463,381410463201812.0,2018,CONSTANCE BROWN HEARING AND SPEECH CENTER,MI,E,1634 GULL RD LOWR 201,KALAMAZOO,49048-1632,3,HE,HE,HE,E,134646.0
142293,381413585,381413585201812.0,2018,UNIVERSITY REHABILITATION ALLIANCE INC,MI,E,3181 SANDHILL RD,MASON,48854-9425,3,HE,HE,HE,E,381374.0
142294,381415623,381415623201806.0,2018,PAUL OLIVER MEMORIAL HOSPITAL,MI,E,224 PARK AVE,FRANKFORT,49635-9658,3,HE,HE,EH,EH,239042.0
142296,381417366,381417366201812.0,2018,REHABILITATION INSTITUTE OF MICHIGAN FOUNDATION,MI,E,261 MACK AVENUE NO 509,DETROIT,48201-2417,3,HE,HE,EH,EH,325489.0
142300,381420304,381420304201809.0,2018,MCLAREN CENTRAL MICHIGAN,MI,E,1221 SOUTH DRIVE,MT PLEASANT,48858-3257,3,HE,HE,EH,EH,100466.0
142307,381426919,381426919201812.0,2018,BOTSFORD GENERAL HOSPITAL,MI,E,26901 BEAUMONT BLVD,SOUTHFIELD,48033-3849,3,HE,HE,EH,EH,284279.0
142309,381428164,381428164201809.0,2018,MCLAREN OAKLAND,MI,E,50 N PERRY ST,PONTIAC,48342-2217,3,HE,HE,EH,EH,586529.0
142312,381434090,381434090201809.0,2018,MCLAREN GREATER LANSING,MI,E,401 W GREENLAWN AVE,LANSING,48910-2819,3,HE,HE,EH,EH,209012.0
142315,381437919,381437919201806.0,2018,MIDMICHIGAN MEDICAL CENTER-GRATIOT,MI,E,300 E WARWICK DR,ALMA,48801-1096,3,HE,HE,EH,EH,0.0
142319,381443361,381443361201806.0,2018,ASPIRUS KEWEENAW,MI,E,205 OSCEOLA ST,LAURIUM,49913-2134,3,HE,HE,EH,EH,19044.0
142323,381443395,381443395201806.0,2018,ASCENSION ST JOSEPH HOSPITAL,MI,E,200 HEMLOCK STREET,TAWAS CITY,48763-9237,3,HE,HE,EH,EH,9645.0
142326,381455020,381455020201810.0,2018,STRAITH HOSPITAL FOR SPECIAL SURGERY,MI,E,23901 LAHSER RD,SOUTHFIELD,48033-6035,3,HE,HE,EH,EH,551.0
142328,381456056,381456056201806.0,2018,SCHEURER HOSPITAL,MI,E,170 N CASEVILLE RD,PIGEON,48755-9781,3,HE,HE,EH,EH,11319.0
142331,381459362,381459362201812.0,2018,WILLIAM BEAUMONT HOSPITAL,MI,E,26901 BEAUMONT BLVD,SOUTHFIELD,48033-3849,3,HE,HE,EH,EH,24158085.0
142333,381459366,381459366201806.0,2018,MUNSON HEALTHCARE CHARLEVOIX HOSPITAL,MI,E,1105 SIXTH ST,TRAVERSE CITY,49684-2345,3,HE,HE,EH,EH,745735.0
142336,381459397,381459397201806.0,2018,MIDMICHIGAN VISITING NURSE ASSOCIATION,MI,E,3007 N SAGINAW RD,MIDLAND,48640-4555,3,HE,HE,HE,E,0.0
142339,381474929,381475000000000.0,2018,HURON MEMORIAL HOSPITAL,MI,E,1100 S VAN DYKE RD,BAD AXE,48413-9615,3,HE,HE,EH,EH,57186.0
142344,381490180,381490180201812.0,2018,SPARROW CARSON HOSPITAL,MI,E,406 E ELM ST,CARSON CITY,48811-9693,3,HE,HE,EH,EH,40169.0
142345,381490190,381490190201806.0,2018,ASCENSION BORGESS LEE HOSPITAL,MI,E,420 W HIGH ST,DOWAGIAC,49047-1943,3,HE,HE,EH,EH,5645.0
142346,381493964,381493964201806.0,2018,HAROLD AND GRACE UPJOHN COMMUNITY CARE CENTER,MI,E,2400 PORTAGE ST,KALAMAZOO,49001-3728,3,HE,HE,HE,E,0.0
142349,381507046,381507046201803.0,2018,MUNISING MEMORIAL HOSPITAL ASSOCIATION,MI,E,1500 SANDPOINT RD,MUNISING,49862-1406,3,HE,HE,EH,EH,2097.0
142351,381507302,381507302201806.0,2018,MARLETTE REGIONAL HOSPITAL,MI,E,PO BOX 307,MARLETTE,48453-0307,3,HE,HE,EH,EH,348908.0
142358,381518643,381518643201806.0,2018,MIDMICHIGAN MEDICAL CENTER CLARE,MI,E,703 N MCEWAN ST,CLARE,48617-1440,3,HE,HE,EH,EH,0.0
142396,381559180,381559180201806.0,2018,EATON RAPIDS MEDICAL CENTER,MI,E,1500 S MAIN ST,EATON RAPIDS,48827-1952,3,HE,HE,EH,EH,0.0
142404,381565380,381565380201812.0,2018,HARBOR BEACH COMMUNITY HOSPITAL INC,MI,E,210 S 1ST ST,HARBOR BEACH,48441-1236,3,HE,HE,EH,EH,496958.0
142425,381586741,381586741201812.0,2018,ST FRANCIS HOME OF SAGINAW,MI,E,915 N RIVER RD,SAGINAW,48609-6831,3,HE,HE,HE,E,22529.0
142428,381598954,381598954201906.0,2019,REST HAVEN HOMES INC,MI,E,1424 UNION NE,GRAND RAPIDS,49505-5152,3,HE,HE,HE,E,551095.0
142435,381603200,381603200201809.0,2018,MCLAREN PORT HURON AUXILIARY,MI,E,1221 PINE GROVE AVE,PORT HURON,48060-3511,3,HE,HE,HE,E,0.0
142443,381615660,381615660201812.0,2018,GILBERT RESIDENCE INC,MI,E,203 S HURON ST,YPSILANTI,48197-5422,3,HE,HE,HE,E,50355.0
142449,381619577,381619577201809.0,2018,HILLS & DALES GENERAL HOSPITAL INC,MI,E,4675 HILL ST,CASS CITY,48726-1008,3,HE,HE,EH,EH,833406.0
142470,381671120,381671120201806.0,2018,ASCENSION STANDISH HOSPITAL,MI,E,805 W CEDAR ST,STANDISH,48658-9526,3,HE,HE,EH,EH,330684.0
142472,381671500,381671500201809.0,2018,SOUTHEASTERN MICHIGAN HEALTH ASSOCIATION,MI,E,3011 W GRAND BLVD SUITE 200 SU,DETROIT,48202-3096,3,HE,HE,HE,E,46168425.0
142477,381676780,381676780201812.0,2018,BRONSON SOUTH HAVEN HOSPITAL,MI,E,601 JOHN STREET BOX 26,KALAMAZOO,49007-5341,3,HE,HE,HE,E,375269.0
142497,381690300,381690300201906.0,2019,BISHOP NOA HOME FOR SENIOR CITIZENS,MI,E,2900 3RD AVE S,ESCANABA,49829-1237,3,HE,HE,HE,E,39616.0
142504,381707521,381707521201809.0,2018,PLANNED PARENTHOOD OF MICHIGAN,MI,E,950 VICTORS WAY STE 100,ANN ARBOR,48108-5217,3,HE,HE,HE,E,12585238.0
142524,381738615,381738615201809.0,2018,MCKENIZE MEMORIAL HOSPITAL,MI,E,120 N DELAWARE ST,SANDUSKY,48471-1009,3,HE,HE,EH,EH,106661.0
142538,381781198,381781198201808.0,2018,APPLE FARM COMMUNITY INC,MI,E,12291 HOFFMAN RD,THREE RIVERS,49093-8905,3,HE,HE,HE,E,89187.0
142550,381789460,381789460201812.0,2018,LOURDES INC,MI,E,2300 WATKINS LAKE RD,WATERFORD,48328-1439,3,HE,HE,HE,E,2131.0
142635,381872660,381872660201812.0,2018,ST ANNS HOME INC,MI,E,2161 LEONARD ST NW,GRAND RAPIDS,49504-3891,3,HE,HE,HE,E,486019.0
142646,381878678,381879000000000.0,2018,MOTT CHILDRENS HEALTH CENTER,MI,E,806 TUURI PL,FLINT,48503-2465,3,HE,HE,HE,E,0.0
142667,381901104,381901104201812.0,2018,MADISON COMMUNITY HOSPITAL INC,MI,E,4050 E 12 MILE RD,WARREN,48092-2534,3,HE,HE,EH,EH,0.0
142700,381940510,381940510201812.0,2018,ROCKFORD AMBULANCE INC,MI,E,8450 SHANER AVE NE,ROCKFORD,49341-9379,3,HE,HE,HE,E,0.0
142726,381958790,381958790201903.0,2019,NORTHWEST MICHIGAN HEALTH SERVICES INC,MI,E,10767 TRAVERSE HIGHWAY,TRAVERSE CITY,49684-6219,3,HE,HE,HE,E,3977469.0
142749,381976271,381976271201809.0,2018,MCLAREN BAY REGION,MI,E,1900 COLUMBUS AVE,BAY CITY,48708-6831,3,HE,HE,EH,EH,535796.0
142761,381984289,381984289201812.0,2018,MERCY-MEMORIAL HOSPITAL CORPORATION,MI,E,718 N MACOMB ST,MONROE,43604-1516,3,HE,HE,EH,EH,13672321.0
142787,382007629,382007629201803.0,2018,SPARROW EATON HOSPITAL,MI,E,321 E HARRIS ST,CHARLOTTE,48813-1629,3,HE,HE,EH,EH,286421.0
142789,382008890,382008890201812.0,2018,THE WELLNESS PLAN,MI,E,7700 SECOND AVE,DETROIT,48202-2477,3,HE,HE,EH,EH,2709935.0
142790,382009364,382009364201803.0,2018,INTERCARE COMMUNITY HEALTH NETWORK,MI,E,50 INDUSTRIAL PARK RD,BANGOR,49013-0070,3,HE,HE,HE,E,10643724.0
142816,382027689,382027689201812.0,2018,ALLEGIANCE HEALTH,MI,E,205 N EAST AVE,JACKSON,49201-1753,3,HE,HE,EH,EH,2556493.0
142850,382053619,382053619201811.0,2018,BALDWIN FAMILY HEALTH CARE,MI,E,1615 MICHIGAN AVE,BALDWIN,49304-7984,3,HE,HE,HE,E,7076060.0
142851,382053781,382054000000000.0,2018,GORDON JENSEN HEALTH CARE ASSOCIATION INC,GA,E,455 E PACES FERRY RD NE STE 302,ATLANTA,30305-3320,3,HE,HE,HE,E,0.0
142874,382071418,382071418201812.0,2018,PORTLAND AREA SERVICE GROUP INC,MI,E,144 KENT ST,PORTLAND,48875-1457,3,HE,HE,HE,E,3665.0
142903,382091448,382091448201905.0,2019,STURGIS HOSPITAL AUXILIARY,MI,E,916 MYRTLE ST,STURGIS,49091-2326,3,HE,HE,HE,E,6100.0
142914,382098687,382098687201812.0,2018,OTSEGO MEMORIAL HOSPITAL AUXILIARY,MI,E,825 N CENTER AVE,GAYLORD,49735-1592,3,HE,HE,HE,E,65618.0
142920,382104140,382104140201812.0,2018,MAYVILLE AREA AMBULANCE SERVICE,MI,E,PO BOX 181,MAYVILLE,48744-0181,3,HE,HE,HE,E,10314.0
142927,382108168,382108168201809.0,2018,WOMENS GUILD OF THE CHARLEVOIX,MI,E,14700 LAKE SHORE DR,CHARLEVOIX,49720-1931,3,HE,HE,HE,E,0.0
142939,382113393,382113393201806.0,2018,TRINITY HEALTH-MICHIGAN,MI,E,200 JEFFERSON AVE SE,GRAND RAPIDS,49503-4502,3,HE,HE,EH,EH,21854490.0
142947,382117115,382117115201812.0,2018,EVERSIGHT,MI,E,3985 RESEARCH PARK DRIVE,ANN ARBOR,48108-2282,3,HE,HE,HE,E,840439.0
142959,382119027,382119027201804.0,2018,CHILDRENS HOSPITAL OF MICHIGAN AUXILIARY,MI,E,1639 BOULDER CT,ROCHESTER,48306-4810,3,HE,HE,HE,E,22500.0
142966,382124291,382124291201812.0,2018,ST MARYS HOSPITAL AUXILIARY,MI,E,800 S WASHINGTON AVE,SAGINAW,48601-2551,3,HE,HE,HE,E,0.0
142989,382135473,382135473201806.0,2018,MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL FOUNDATION,MI,E,825 N CENTER AVE,GAYLORD,49735-1592,3,HE,HE,HE,E,245564.0
142990,382136125,382136125201812.0,2018,ST JOSEPH MERCY CHELSEA AUXILIARY,MI,E,775 S MAIN ST,CHELSEA,48118-1383,3,HE,HE,HE,E,1625.0
142994,382138484,382138484201902.0,2019,COMMUNITY EMERGENCY SERVICE,MI,E,635 E NAPIER AVE,BENTON HARBOR,49022-5813,3,HE,HE,HE,E,869975.0
143003,382140520,382140520201809.0,2018,VARIETY CLUB CHARITY FOR CHILDREN INC,MI,E,600 S ADAMS,BIRMINGHAM,48009-6863,3,HE,HE,HE,E,2465648.0
143016,382146751,382146751201809.0,2018,MCLAREN NORTHERN MICHIGAN,MI,E,416 CONNABLE AVE,PETOSKEY,49770-2212,3,HE,HE,EH,EH,5224082.0
143020,382149602,382149602201812.0,2018,EMMA L BIXBY MEDICAL CENTER AUXILIARY,MI,E,818 RIVERSIDE AVE,ADRIAN,49221-1446,3,HE,HE,HE,E,0.0
143022,382150252,382150252201803.0,2018,EAST JORDAN FAMILY HEALTH CENTER,MI,E,601 BRIDGE ST,EAST JORDAN,49727-9383,3,HE,HE,HE,E,1456886.0
143037,382156534,382156534201809.0,2018,MCLAREN BAY MEDICAL FOUNDATION,MI,E,1900 COLUMBUS AVE,BAY CITY,48708-6831,3,HE,HE,HE,E,513894.0
143038,382156872,382156872201809.0,2018,LAKELAND HOSPITALS AT NILES & ST JOSEPH INC,MI,E,1234 NAPIER AVE,ST JOSEPH,49085-2112,3,HE,HE,EH,EH,1171086.0
143059,382168007,382168007201812.0,2018,MIDMICHIGAN HEALTH SERVICES,MI,E,9249 W LAKE CITY RD,HOUGHTON LAKE,48629-9602,3,HE,HE,HE,E,3412423.0
143064,382170985,382170985201904.0,2019,ALCONA CITIZENS FOR HEALTH INC,MI,E,177 N BARLOW ROAD,LINCOLN,48472-0000,3,HE,HE,HE,E,6510999.0
143090,382181807,382181807201806.0,2018,ADVANCED PROFESSIONAL HOME HEALTH CARE INC,MI,E,2075 W BIG BEAVER RD STE 602,TROY,48084-3443,3,HE,HE,HE,E,0.0
143095,382182406,382182406201812.0,2018,RONALD MCDONALD HOUSE CHARITIES DETROIT,MI,E,4707 ST ANTOINE STE 200,DETROIT,48201-1427,3,HE,HE,HE,E,1825755.0
143105,382191390,382191390201806.0,2018,MUNSON HOME CARE,MI,E,1105 SIXTH ST,TRAVERSE CITY,49684-2345,3,HE,HE,HE,E,309475.0
143116,382200909,382200909201806.0,2018,HURON VALLEY AMBULANCE INC,MI,E,1200 STATE CIR,ANN ARBOR,48108-1691,3,HE,HE,HE,E,427743.0
143125,382205859,382205859201803.0,2018,STERLING AREA HEALTH CENTER,MI,E,725 E STATE ST,STERLING,48659-9548,3,HE,HE,HE,E,3287266.0
143149,382218378,382218378201812.0,2018,OTSEGO COUNTY AMBULANCE CORPS INC,MI,E,PO BOX 642,GAYLORD,49734-0642,3,HE,HE,HE,E,13980.0
143150,382218858,382218858201812.0,2018,MACKINAC ISLAND MEDICAL CENTER INC,MI,E,PO BOX 536,MACKINAC IS,49757-0536,3,HE,HE,HE,E,430394.0
143155,382219687,382219687201809.0,2018,COMMUNITY HOSPITAL AUXILIARY OF WATERVLIET,MI,E,MEDICAL PARK DR,WATERVLIET,49098-0000,3,HE,HE,HE,E,1486.0
143184,382229873,382229873201812.0,2018,MICHIGAN REHABILITATION ASSOCIATION INC,MI,E,C/O DAVID CAMPBELL 903 MIAMI DR,MASON,48854-0000,3,HE,HE,HE,E,0.0
143206,382236926,382236926201812.0,2018,AUSABLE VALLEY CONTINUING CARE RETIREMENT COMMUNITY INC,MI,E,4100 PIER NORTH BLVD STE A,FLINT,48504-1487,3,HE,HE,HE,E,328.0
143224,382244034,382244000000000.0,2018,ST JOHN PROVIDENCE,MI,E,28000 DEQUINDRE RD,WARREN,48092-2468,3,HE,HE,EH,EH,38958.0
143230,382246366,382246366201806.0,2018,ASCENSION ST MARYS FOUNDATION,MI,E,800 S WASHINGTON AVE,SAGINAW,48601-2551,3,HE,HE,HE,E,770493.0
143248,382262856,382262856201806.0,2018,ASCENSION SOUTHEAST MICHIGAN COMMUNITY HEALTH,MI,E,28000 DEQUINDRE RD,WARREN,48092-2468,3,HE,HE,EH,EH,8320108.0
143269,382269817,382269817201808.0,2018,PACKARD HEALTH INC,MI,E,5200 VENTURE PARK DRIVE,ANN ARBOR,48108-1947,3,HE,HE,HE,E,553223.0
143280,382274557,382274557201812.0,2018,VASSAR AREA AMBULANCE SERVICE,MI,E,5450 W SAGINAW RD,VASSAR,48768-9511,3,HE,HE,HE,E,0.0
143282,382274975,382274975201812.0,2018,SPARROW IONIA HOSPITAL FOUNDATION,MI,E,3565 S STATE RD,IONIA,48846-9416,3,HE,HE,HE,E,56912.0
143312,382290337,382290337201902.0,2019,THUNDER BAY COMMUNITY HEALTH SERVICE INC,MI,E,PO BOX 427,HILLMAN,49746-0427,3,HE,HE,HE,E,5898158.0
143328,382294018,382294000000000.0,2018,MICHIGAN PRIMARY CARE ASSOCIATION,MI,E,7215 WESTSHIRE DR,LANSING,48917-9764,3,HE,HE,HE,E,31715638.0
143331,382295909,382295909201812.0,2018,RELIANCE COMMUNITY CARE PARTNERS,MI,E,2100 RAYBROOK ST SE,GRAND RAPIDS,49546-7759,3,HE,HE,HE,E,21970296.0
143352,382306598,382306598201806.0,2018,GALENS MEDICAL SOCIETY,MI,E,400 N INGALLS BLDG STE G-191,ANN ARBOR,48109-2003,3,HE,HE,HE,E,85698.0
143357,382308659,382308659201903.0,2019,FAMILY MEDICAL CENTER OF MICHIGAN INC,MI,E,8765 LEWIS AVE,TEMPERANCE,48182-9583,3,HE,HE,EH,EH,3216646.0
143372,382316532,382316532201805.0,2018,GLADWIN AREA HOSPITAL AUXILIARY,MI,E,515 QUARTER ST,GLADWIN,48624-1959,3,HE,HE,HE,E,200.0
143375,382317364,382317364201806.0,2018,GENESYS CONVALESCENT CENTER - GRAND BLANC INC,MI,E,8481 HOLLY RD,GRAND BLANC,48439-1812,3,HE,HE,HE,E,19223.0
143383,382319524,382320000000000.0,2018,FUND FOR MEDICAL RESEARCH AND EDUCATION,MI,E,540 E CANFIELD AVE NO 1253,DETROIT,48201-1928,3,HE,HE,HE,E,0.0
143415,382329742,382329742201809.0,2018,CORNER HEALTH CENTER,MI,E,47 N HURON ST,YPSILANTI,48197-2607,3,HE,HE,HE,E,1711484.0
143426,382335286,382335286201806.0,2018,BORGESS HEALTH ALLIANCE INC,MI,E,1521 GULL RD,KALAMAZOO,49048-1640,3,HE,HE,HE,E,23187.0
143438,382338506,382338506201812.0,2018,BLUE CROSS AND BLUE SHIELD OF MICHIGAN FOUNDATION,MI,E,600 EAST LAFAYETTE BLVD MCX520,DETROIT,48226-2927,3,HE,HE,HE,E,0.0
143481,382367558,382367558201809.0,2018,HEMS INC,MI,E,33030 VAN BORN RD,WAYNE,48184-2453,3,HE,HE,HE,E,2123015.0
143488,382369480,382369480201809.0,2018,KENT COUNTY EMERGENCY MEDICAL SERVICES INC,MI,E,678 FRONT AVE NW STE 410,GRAND RAPIDS,49504-5325,3,HE,HE,HE,E,0.0
143499,382371754,382371754201806.0,2018,GENESYS AMBULATORY HEALTH SERVICES INC,MI,E,5445 ALI DR DEPT 200,GRAND BLANC,48439-5193,3,HE,HE,HE,E,523594.0
143513,382377160,382377160201803.0,2018,HAYES GREEN BEACH HOSPITAL AUXILIARY,MI,E,321 E HARRIS ST,CHARLOTTE,48813-1629,3,HE,HE,HE,E,0.0
143516,382377498,382377498201806.0,2018,KALAMAZOO COUNTY MEDICAL CONTROL AUTHORITY,MI,E,PO BOX 50391,KALAMAZOO,49005-0391,3,HE,HE,HE,E,861334.0
143518,382377821,382377821201806.0,2018,ASCENSION GENESYS HOSPITAL,MI,E,1 GENESYS PKWY,GRAND BLANC,48439-8065,3,HE,HE,EH,EH,2878255.0
143522,382379457,382379457201812.0,2018,SACRED HEART MERCY HEALTH CARE CENTER,MI,E,2025 W CHEESMAN RD,ALMA,48801-9760,3,HE,HE,HE,E,17968.0
143531,382381592,382381592201812.0,2018,MICHIGAN ACADEMY OF FAMILY PHYSICIANS FOUNDATION,MI,E,2164 COMMONS PKWY,OKEMOS,48864-3986,3,HE,HE,HE,E,19205.0
143532,382383119,382383119201809.0,2018,MCLAREN FLINT,MI,E,401 S BALLENGER HWY,FLINT,48532-3638,3,HE,HE,EH,EH,6314509.0
143569,382397643,382398000000000.0,2018,MCLAREN HEALTH CARE CORPORATION,MI,E,1 MCLAREN PKWY,GRAND BLANC,48439-7471,3,HE,HE,EH,EH,0.0
143570,382397664,382397664201809.0,2018,MASTROFRANCESCO AFC INC,MI,E,20100 OUTER DR,DEARBORN,48124-2647,3,HE,HE,HE,E,505814.0
143589,382410823,382410823201812.0,2018,COMMUNITY EMERGENCY MEDICAL SERVICE,MI,E,25400 W 8 MILE RD,SOUTHFIELD,48033-3866,3,HE,HE,HE,E,0.0
143597,382415081,382415081201812.0,2018,BRONSON HEALTH FOUNDATION INC,MI,E,601 JOHN STREET,KALAMAZOO,49007-5341,3,HE,HE,HE,E,5059698.0
143600,382415274,382415274201812.0,2018,READING EMERGENCY UNIT INC,MI,E,30 MONROE ST,HILLSDALE,49242-1219,3,HE,HE,HE,E,346745.0
143604,382415591,382415591201812.0,2018,SPECIAL NEEDS VISION CLINIC,MI,E,3660 SOUTHFIELD DR,SAGINAW,48601-5653,3,HE,HE,HE,E,85625.0
143615,382418383,382418383201812.0,2018,BRONSON HEALTH CARE GROUP INC,MI,E,601 JOHN STREET BOX 26,KALAMAZOO,49007-5341,3,HE,HE,EH,EH,63101735.0
143629,382421820,382421820201812.0,2018,LITTLE MARYS HOSPITALITY HOUSE LTD,MI,E,PO BOX 147,WELLSTON,49689-0147,3,HE,HE,HE,E,64444.0
143634,382422995,382422995201809.0,2018,CARO COMMUNITY HOSPITAL ENDOWMENT FOUNDATION,MI,E,PO BOX 435,CARO,48723-0435,3,HE,HE,HE,E,26260.0
143649,382427678,382427678201806.0,2018,THE HEALTH SOURCE GROUP,MI,E,5445 ALI DR DEPT 200,GRAND BLANC,48439-5193,3,HE,HE,HE,E,0.0
143656,382431025,382431025201809.0,2018,NORTH OAKLAND HOME HEALTH CARE INC,MI,E,7736 ORTONVILLE RD STE B,CLARKSTON,48348-4483,3,HE,HE,HE,E,0.0
143682,382440204,382440204201809.0,2018,DEVELOPMENT CENTERS INC,MI,E,17421 TELEGRAPH RD,DETROIT,48219-3165,3,HE,HE,HE,E,10705986.0
143684,382441192,382441192201806.0,2018,LIFECARE AMBULANCE,MI,E,1200 STATE CIR,ANN ARBOR,48108-1691,3,HE,HE,HE,E,389505.0
143695,382445611,382445611201809.0,2018,MCLAREN NORTHERN MICHIGAN FOUNDATION,MI,E,360 CONNABLE AVENUE,PETOSKEY,49770-2272,3,HE,HE,HE,E,18643399.0
143701,382448269,382448269201812.0,2018,WEST MICHIGAN DENTAL FOUNDATION INC,MI,E,161 OTTAWA AVE NW STE 301,GRAND RAPIDS,49503-2718,3,HE,HE,HE,E,44057.0
143723,382457176,382457176201903.0,2019,MID-COUNTY RESCUR SQUAD INC,MI,E,PO BOX 468,STEPHENSON,49887-0468,3,HE,HE,HE,E,0.0
143730,382459948,382459948201806.0,2018,MIDMICHIGAN HEALTH,MI,E,4000 WELLNESS DR,MIDLAND,48670-2000,3,HE,HE,EH,EH,0.0
143738,382463637,382463637201809.0,2018,MCLAREN GREATER LANSING FOUNDATION,MI,E,401 W GREENLAWN AVE,LANSING,48910-2819,3,HE,HE,HE,E,326786.0
143754,382468823,382468823201806.0,2018,BORGESS AMBULATORY CARE CORPORATION,MI,E,1521 GULL RD,KALAMAZOO,49048-1640,3,HE,HE,HE,E,0.0
143755,382469007,382469007201812.0,2018,HOPE MEDICAL CLINIC INC,MI,E,518 HARRIET ST,YPSILANTI,48197-5358,3,HE,HE,HE,E,2759110.0
143769,382473817,382473817201812.0,2018,RONALD MCDONALD HOUSE CHARITIES OF ANN ARBOR,MI,E,1600 WASHINGTON HTS,ANN ARBOR,48104-1700,3,HE,HE,HE,E,1418251.0
143801,382480414,382480414201905.0,2019,HOSPITAL HOSPITALITY HOUSE OF SAGINAW INCORPORATED,MI,E,1701 N MICHIGAN AVE,SAGINAW,48602-5343,3,HE,HE,HE,E,268488.0
143805,382480730,382480730201812.0,2018,THE DMC GUILD,MI,E,494 SHOREHAM RD,GROSSE PT WDS,48236-2468,3,HE,HE,HE,E,5133.0
143812,382485700,382485700201812.0,2018,TRI-HOSPITAL EMERGENCY MEDICAL SERVICES CORPORATION,MI,E,309 GRAND RIVER AVE,PORT HURON,48060-3814,3,HE,HE,HE,E,8225.0
143855,382499541,382499541201812.0,2018,CBC-CANCER BAY CLIFF COMMUNITY CHARITIES,MI,E,PO BOX 203,MANISTIQUE,49854-0203,3,HE,HE,HE,E,33349.0
143859,382500428,382500428201812.0,2018,ZIEGER HEALTH CARE CORPORATION,MI,E,28050 GRAND RIVER AVE,FARMINGTN HLS,48336-5919,3,HE,HE,EH,EH,0.0
