"","X","source","target","weight"
"3443",3443,"trouble","deletion",1
"3444",3444,"trouble","disease",1
"3445",3445,"trouble","feel",1
"3446",3446,"trouble","handle",1
"3447",3447,"trouble","intermingle",1
"3448",3448,"trouble","makers",1
"3449",3449,"trouble","mix",1
"3450",3450,"trouble","mixing",1
"3451",3451,"trouble","negro",1
"3452",3452,"trouble","outfit",2
"3453",3453,"trouble","race",1
"3454",3454,"trouble","races",2
"3455",3455,"trouble","result",1
"3456",3456,"trouble","soldier",1
"3457",3457,"trouble","start",1
"3458",3458,"trouble","time",2
"3459",3459,"trouble","whites",2
"3460",3460,"trouble","whites",1
"3461",3461,"trouble","negro",1
"3462",3462,"truck","drive",1
"3463",3463,"truck","garbage",1
"3465",3465,"trust","fight",1
"3466",3466,"trust","mixed",1
"3467",3467,"trust","negro",1
"3484",3484,"twain","meet",1
"3485",3485,"type","class",1
"3486",3486,"type","people",1
"3487",3487,"unaccustom","live",1
"3488",3488,"unaccustom","negro",1
"3489",3489,"unclean","disease",1
"3490",3490,"unclean","filthy",1
"3491",3491,"unclean","rate",1
"3492",3492,"unclear","[/unclear",3
"3493",3493,"unclear","affect",1
"3494",3494,"unclear","army",1
"3495",3495,"unclear","bad",2
"3497",3497,"unclear","car",1
"3498",3498,"unclear","characteristic",1
"3499",3499,"unclear","clean",1
"3500",3500,"unclear","color",1
"3501",3501,"unclear","competitive",1
"3504",3504,"unclear","die",1
"3506",3506,"unclear","dress",1
"3507",3507,"unclear","ease",1
"3508",3508,"unclear","form",1
"3509",3509,"unclear","gather",1
"3510",3510,"unclear","hall",1
"3511",3511,"unclear","head",1
"3512",3512,"unclear","kicking",1
"3513",3513,"unclear","leading",1
"3514",3514,"unclear","live",1
"3518",3518,"unclear","mess",1
"3519",3519,"unclear","negro",1
"3520",3520,"unclear","negro",1
"3521",3521,"unclear","mingle",1
"3522",3522,"unclear","minority",1
"3523",3523,"unclear","mistreat",1
"3524",3524,"unclear","mix",1
"3525",3525,"unclear","morale",1
"3526",3526,"unclear","negro",1
"3527",3527,"unclear","occur",1
"3528",3528,"unclear","outfit",2
"3529",3529,"unclear","people",1
"3530",3530,"unclear","poor",1
"3532",3532,"unclear","privileges",1
"3533",3533,"unclear","quote",1
"3534",3534,"unclear","race",1
"3535",3535,"unclear","races",1
"3536",3536,"unclear","raise",1
"3537",3537,"unclear","replace",1
"3539",3539,"unclear","seperated",1
"3540",3540,"unclear","socializing",1
"3541",3541,"unclear","soldier",1
"3542",3542,"unclear","spirit",1
"3543",3543,"unclear","unclear",42
"3545",3545,"unclear","white",3
"3546",3546,"unclear","win",1
"3548",3548,"uncomfortable","race",1
"3549",3549,"uncomfortable","white",1
"3550",3550,"unconsiderate","white",1
"3552",3552,"underdog","negro",1
"3554",3554,"underline","underline",1
"3555",3555,"understand","american",1
"3558",3558,"understand","fellow",1
"3560",3560,"understand","meaning",1
"3561",3561,"understanding","mix",1
"3562",3562,"understanding","people",1
"3563",3563,"undesirable","result",1
"3564",3564,"undesirable","result",1
"3565",3565,"undesirable","undesirable",1
"3566",3566,"unnecessary","argument",1
"3567",3567,"unnecessary","fight",1
"3568",3568,"unfair","fighter",1
"3569",3569,"unify","bear",1
"3570",3570,"unify","corps",1
"3571",3571,"unit","mixed",1
"3572",3572,"united","people",1
"3573",3573,"units","achieve",1
"3574",3574,"units","develop",1
"3575",3575,"units","segregate",1
"3576",3576,"units","victory",1
"3578",3578,"unity","tie",1
"3579",3579,"unusual","amount",1
"3580",3580,"unusual","lost",1
"3581",3581,"unusual","motion",1
"3598",3598,"versa","understand",1
"3599",3599,"view","devils",1
"3600",3600,"view","poor",1
"3601",3601,"vice","versa",1
"3602",3602,"victory","separate",1
"3604",3604,"view","race",1
"3605",3605,"vice","versa",1
"3606",3606,"volunteer","mixed",1
"3607",3607,"volunteer","outfit",1
"3641",3641,"war","american",1
"3642",3642,"war","deletion",1
"3643",3643,"war","effort",1
"3644",3644,"war","hurry",1
"3645",3645,"war","job",1
"3646",3646,"war","liberation",1
"3647",3647,"war","lower",1
"3649",3649,"war","morale",1
"3650",3650,"war","person",1
"3651",3651,"war","stay",1
"3652",3652,"war","win",1
"3676",3676,"weakest","bad",1
"3677",3677,"weakest","feeling",1
"3678",3678,"weakest","link",1
"3679",3679,"week","advantage",1
"3682",3682,"week","training",1
"3685",3685,"west","twain",1
"3686",3686,"wet","cold",1
"3688",3688,"white","adjust",1
"3689",3689,"white","bad",1
"3692",3692,"white","belong",1
"3695",3695,"white","black",5
"3696",3696,"white","black",1
"3697",3697,"white","boy",9
"3698",3698,"white","bring",1
"3699",3699,"white","buddy",1
"3700",3700,"white","care",1
"3701",3701,"white","cent",1
"3702",3702,"white","color",1
"3703",3703,"white","color",4
"3704",3704,"white","colored",4
"3705",3705,"white","colors",1
"3706",3706,"white","commander",1
"3707",3707,"white","complain",1
"3708",3708,"white","control",1
"3709",3709,"white","courtmartial",1
"3710",3710,"white","damn",1
"3712",3712,"white","discriminate",1
"3713",3713,"white","exception",1
"3714",3714,"white","exist",1
"3715",3715,"white","feel",4
"3716",3716,"white","fellow",3
"3717",3717,"white","fight",1
"3718",3718,"white","folk",1
"3719",3719,"white","foreman",1
"3720",3720,"white","friendly",1
"3722",3722,"white","gather",1
"3724",3724,"white","hate",1
"3725",3725,"white","head",1
"3726",3726,"white","impose",1
"3727",3727,"white","inferior",1
"3728",3728,"white","intelligence",1
"3729",3729,"white","job",1
"3731",3731,"white","learn",2
"3734",3734,"white","live",2
"3735",3735,"white","living",1
"3736",3736,"white","lose",1
"3737",3737,"white","love",1
"3739",3739,"white","mix",8
"3740",3740,"white","nco",1
"3741",3741,"white","negro",1
"3742",3742,"white","negro",20
"3743",3743,"white","negro",1
"3744",3744,"white","negro",6
"3745",3745,"white","negro",1
"3746",3746,"white","northerner",1
"3748",3748,"white","obey",1
"3749",3749,"white","offend",1
"3750",3750,"white","officer",2
"3753",3753,"white","outfit",11
"3754",3754,"white","people",46
"3755",3755,"white","person",1
"3756",3756,"white","persons",1
"3758",3758,"white","prefer",1
"3759",3759,"white","prejudice",3
"3760",3760,"white","private",1
"3762",3762,"white","quell",1
"3763",3763,"white","race",8
"3764",3764,"white","racial",1
"3765",3765,"white","resent",2
"3766",3766,"white","respective",1
"3767",3767,"white","seldom",1
"3768",3768,"white","separate",2
"3769",3769,"white","seperate",1
"3770",3770,"white","sleep",1
"3771",3771,"white","smarter",1
"3772",3772,"white","soldier",43
"3773",3773,"white","soldiers",3
"3774",3774,"white","soldier",1
"3775",3775,"white","south",1
"3776",3776,"white","southerner",1
"3777",3777,"white","southerner",1
"3778",3778,"white","superior",2
"3780",3780,"white","tendency",1
"3783",3783,"white","troops",3
"3784",3784,"white","trouble",1
"3785",3785,"white","trust",1
"3787",3787,"white","unclear",3
"3788",3788,"white","underline",1
"3789",3789,"white","unequal",1
"3792",3792,"white","war",1
"3793",3793,"white","white",1
"3794",3794,"white","whites",1
"3795",3795,"white","woman",1
"3796",3796,"white","wood",1
"3798",3798,"white","would not",1
"3799",3799,"white","north",1
"3800",3800,"white","white",1
"3801",3801,"whites","accustom",1
"3803",3803,"whites","bad",1
"3805",3805,"whites","fight",2
"3806",3806,"whites","fraternalize",1
"3810",3810,"whites","lose",1
"3812",3812,"whites","negro",2
"3813",3813,"whites","negro",5
"3814",3814,"whites","negro",1
"3815",3815,"whites","northern",1
"3817",3817,"whites","resent",1
"3818",3818,"whites","white",3
"3819",3819,"whites","whites",1
"3821",3821,"whites","advantage",1
"3824",3824,"whites","fighting",1
"3827",3827,"whites","live",1
"3828",3828,"whites","morale",1
"3829",3829,"whites","negro",1
"3830",3830,"whites","negro",1
"3844",3844,"win","war",4
"3847",3847,"white","fellow",1
"3848",3848,"white","negro",1
"3898",3898,"world","bless",1
"3899",3899,"worth","effort",1
"3900",3900,"worth","fighting",1
"3901",3901,"worth","understand",1
"3907",3907,"wrong","camp",1
"3909",3909,"yellow","fighter",1
"3910",3910,"yellow","unfair",1
